,text,scrape_time,tweet_id,created_at,reply_count,quote_count,like_count,retweet_count,geo_full_name,geo_id,geo_bbox,tweet_coordinate,username,num_followers,search_keywords,search_neighbourhood,sentiment,score,score_matches,relevant
523,"@scottymax Columbus OH has had a similar trajectory downtown, urban renewal cleared out a lot of blocks, the ""City Center"" Mall, now flourishing with lots of new housing &amp; a central lawn-style park with lots of events.
But also, obviously, Don't Go Back to Rockville",2022-06-20 13:33:33.308604,1537295502193983493,2022-06-16 04:46:23+00:00,1,0,2,0,,,,,urbanetics_,2950,(saanich OR uplands OR quadra village OR central park OR point ellice park OR nuu-chah-nulth OR malahat) (avi OR cool aid society OR homelessness services association of bc OR red cedar café OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,saanich OR uplands OR quadra village OR central park OR point ellice park OR nuu-chah-nulth OR malahat,Positive,0.7332334518432617,,
58,"@TOOEdit Nobody believed it was stolen. Evidence shows they believed it wasn't. Even Sidney ""Kraken"" Powell said in a court pleading that no reasonable person would believe what she was saying. Plus the Republicans had their chance to be part of this committee and they declined.",2022-06-20 13:31:51.399199,1536813520905699328,2022-06-14 20:51:10+00:00,0,0,1,0,,,,,Christine_Sage,89,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (beacon community services OR fernwood community association OR mental health society of greater victoria OR safer victoria OR the existence project OR united way southern vancouver island OR victoria real estate board OR subsidized housing OR pit count OR front line OR front line worker OR stolen OR camper OR evicted OR collusion) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew,Negative,0.805889904499054,,
703,"@JalangoMwenyewe 
Get a very delicious Original Deep Fried Fish at affordable prices. 
Visit Victoria Fish at Highrise or make order for home delivery.

Kind regards",2022-06-20 13:34:20.580331,1537396952899493888,2022-06-16 11:29:31+00:00,0,0,0,0,,,,,DRCVictoria,375,Victoria (aceh OR city of langford OR greater victoria housing society OR peers victoria resources society OR substance uvic OR the victoria foundation OR victoria chamber OR workbc OR people with lived experience OR service provider OR front line OR poverty OR tent OR affordable OR alcoholic OR social problem) lang:en -is:retweet,Victoria,Positive,0.8116286993026733,,
854,"@jordanbpeterson The politicians here in Victoria have no problems producing thousands of plastic signs at election time and to promote themselves. Single use and then binned. 

But a straw, in the hands of a citizen is a crime. 

Our state premier is evil. 
#sackdanandrews",2022-06-20 13:34:23.740307,1538175134179426306,2022-06-18 15:01:44+00:00,0,0,0,0,,,,,midge_thomas,1707,Victoria (avi OR cool aid society OR homelessness services association of bc OR red cedar café OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,Victoria,Negative,0.8447483777999878,,
857,June is #NationalCrimeReadingMonth. As a proud member of @CrimeCymru and @The_CWA I’m only reading crime fiction. Having just finished The Beach House by @bevjoneswriting (which kept me guessing) I’ve started A Book of Murder by @victoria_dowd and enjoying the dark humour.,2022-06-20 13:34:23.740307,1538128092010520577,2022-06-18 11:54:48+00:00,2,0,15,3,,,,,MPSPettsWood,1736,Victoria (avi OR cool aid society OR homelessness services association of bc OR red cedar café OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,Victoria,Positive,0.8389573693275452,,
1153,"In the past 2 1/2yrs I have known suicides,heartbreaking disengagement from teachers &amp; healthcare workers who gave everything they could.
Homeless because their parents cared &amp; have now been turned into the unclean..
Absolute bastardry.
#FukcYourStraws

 https://t.co/g43PdUUsHq",2022-06-20 13:34:31.708467,1538483298196127744,2022-06-19 11:26:16+00:00,0,0,2,0,,,,,DroitAdvertiser,1474,"Victoria (boys ""and"" girls club south vanouver island OR foundry victoria OR our place society OR salvation army victoria OR the homeless ideas podcast OR vancouver island mental health society OR victoria sexual assault centre OR peer housing support OR pit OR frontline worker OR healthcare OR encampment OR camping OR eviction OR overdose) lang:en -is:retweet",Victoria,Negative,0.9061377048492432,,
843,"@MarkPlackett1 @perkinsmiki @theage @EPA_Victoria The conclusion to the study you quoted is revealing:

Exposure to damp housing and gas stoves is common in Australia, &amp; is associated with a considerable proportion of the childhood asthma burden.",2022-06-20 13:34:23.740307,1538322260268023808,2022-06-19 00:46:22+00:00,2,0,7,3,,,,,HomelessnessNSW,5231,Victoria (avi OR cool aid society OR homelessness services association of bc OR red cedar café OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,Victoria,Neutral,0.5070797801017761,,
1087,"@SecBlinken Safer place? That would require a major shift in US policy.
First, dismiss Victoria Nuland. She's been around since Clinton and all we got is war and destabilisation... https://t.co/oDDB9QAYNt",2022-06-20 13:34:30.094929,1538505238700752897,2022-06-19 12:53:27+00:00,0,0,0,0,,,,,DenzelK105,168,Victoria (beacon community services OR fernwood community association OR mental health society of greater victoria OR safer victoria OR the existence project OR united way southern vancouver island OR victoria real estate board OR subsidized housing OR pit count OR front line OR front line worker OR stolen OR camper OR evicted OR collusion) lang:en -is:retweet,Victoria,Negative,0.8440403342247009,,
1472,"Once again: Homes👏are👏for👏living👏in👏
The speculation tax might be unpopular with the speculators that Kevin Falcon &amp; Ben Stewart spend time with, but people in my community support it because it has provided housing for thousands of people. #bcpolibc 
https://t.co/hIRf6HammL",2022-06-20 13:39:52.901778,1536820021678157824,2022-06-14 21:17:00+00:00,11,1,38,22,,,,,GraceALore,4248,(from:eric_doherty OR from:self_govern4us OR from:murray_langdon OR from:dave_eby OR from:gracealore) (avi OR cool aid society OR homelessness services association of bc OR red cedar café OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,individual,Positive,0.5600839257240295,,
314,"“I’m annoyed, I’m angry.” A woman says her sense of safety was destroyed when a peaceful afternoon stroll through a North Carolina park took a scary and disturbing turn. 

https://t.co/BfDC0dhAu3",2022-06-20 13:32:54.265924,1538869285795221504,2022-06-20 13:00:03+00:00,0,0,0,1,,,,,Queen_City_News,41927,(esquimalt OR north park OR millstream OR victoria west OR topaz park OR 900-block pandora avenue OR tsawout) (avi OR cool aid society OR homelessness services association of bc OR red cedar café OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,esquimalt OR north park OR millstream OR victoria west OR topaz park OR 900-block pandora avenue OR tsawout,Negative,0.91747784614563,,
167,"You see, Jessica Gonzales had an order of protection against her ex, a man with a history of violence against her and who had threatened to kill her and her three children. That order of protection, by the way, included the three kids. 

2/",2022-06-20 13:32:29.833728,1538360964172632065,2022-06-19 03:20:09+00:00,6,7,7138,595,,,,,SJonesWasTaken,1478,"(sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć) (anawim house OR district of north saanich OR island health OR rentsmart OR the cridge centre for the family OR town of view royal OR victoria native friendship centre OR low-income OR coordinated access ""and"" assessment OR frontline worker OR frontline OR violence OR low-income OR addict OR social housing) lang:en -is:retweet",sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć,Negative,0.5234060287475586,,
1130,"Lady is sad. She misses her owner. She sits all day with her head lowered and just waits. 
Carson CA. 

Lady
#A5461042 
Pit Bull 
2 years
Owner surrender 
RESCUE ONLY

Carson Shelter 
310-523-9566216 
W Victoria St. 
Gardena, CA 90248

https://t.co/QckuE9eVCu https://t.co/Lva6vaGqbn",2022-06-20 13:34:31.708467,1538960768162463745,2022-06-20 19:03:34+00:00,0,0,1,0,,,,,carawil17888192,5166,"Victoria (boys ""and"" girls club south vanouver island OR foundry victoria OR our place society OR salvation army victoria OR the homeless ideas podcast OR vancouver island mental health society OR victoria sexual assault centre OR peer housing support OR pit OR frontline worker OR healthcare OR encampment OR camping OR eviction OR overdose) lang:en -is:retweet",Victoria,Negative,0.7059147357940674,,
1237,"@GenIsSolo I got caught in regional Victoria last year, one week to my road trip (from SA). Spent 4.5 months in my tent (moving around when lockdowns lifted) waiting for ANY border to open, or even to get in Melbourne!

Crossing any border now is worth celebrating!!",2022-06-20 13:34:33.255603,1538347590697091073,2022-06-19 02:27:01+00:00,1,0,1,0,,,,,Limecello,4648,Victoria (burnside gorge neighbourhood association OR greater victoria acting together OR ops OR solid outreach OR the john howard society of victoria OR vibrant victoria OR victoria tenant action group OR peer housing support program OR harm reduction OR front line worker OR complex care OR camp OR tent OR evict OR overdosed) lang:en -is:retweet,Victoria,Negative,0.4426933526992798,,
914,#KeroseneEffect  Rahul Gandhi was with Tejaswi Yadav in UK. Soon violence happens very like BLM in 2020. Did someone take instructions and money funneled from the masters George Soros and Victoria Nuland to burn India? Will some intel guys investigate?,2022-06-20 13:34:25.320996,1538043605348139008,2022-06-18 06:19:05+00:00,0,0,1,2,,,,,MelissaSturko,436,"Victoria (anawim house OR district of north saanich OR island health OR rentsmart OR the cridge centre for the family OR town of view royal OR victoria native friendship centre OR low-income OR coordinated access ""and"" assessment OR frontline worker OR frontline OR violence OR low-income OR addict OR social housing) lang:en -is:retweet",Victoria,Negative,0.7220657467842102,,
