,text,scrape_time,tweet_id,created_at,reply_count,quote_count,like_count,retweet_count,geo_full_name,geo_id,geo_bbox,tweet_coordinate,username,num_followers,search_keywords,search_neighbourhood,sentiment,score,score_matches,relevant
105,"@mbrownFX @BigCountryFooty I know that Langford and Starlight Stadium was part of the discussions during the initial host city bidding as a base camp for one or two teams. Even when Vancouver originally dropped off the list of host cities, Canada Soccer was always looking at Langford as a base camp.",2022-06-20 13:32:09.778948,1537885961358495744,2022-06-17 19:52:40+00:00,1,0,2,0,,,,,theage,941705,(langford OR victoria OR fairfield-gonzales OR saanichton OR irving park OR vic west park OR songhees OR t'sou-ke) (burnside gorge neighbourhood association OR greater victoria acting together OR ops OR solid outreach OR the john howard society of victoria OR vibrant victoria OR victoria tenant action group OR peer housing support program OR harm reduction OR front line worker OR complex care OR camp OR tent OR evict OR overdosed) lang:en -is:retweet,langford OR victoria OR fairfield-gonzales OR saanichton OR irving park OR vic west park OR songhees OR t'sou-ke,Neutral,0.9271228909492492,,
213,Spent this past week camping and rafting in the Rio Grande Gorge with my 13-year-old boy. https://t.co/BTcAk7fXFT,2022-06-20 13:32:35.144589,1538610454322302977,2022-06-19 19:51:32+00:00,1,0,10,0,,,,,EmilKiehne,1802,"(sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć) (boys ""and"" girls club south vanouver island OR foundry victoria OR our place society OR salvation army victoria OR the homeless ideas podcast OR vancouver island mental health society OR victoria sexual assault centre OR peer housing support OR pit OR frontline worker OR healthcare OR encampment OR camping OR eviction OR overdose) lang:en -is:retweet",sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć,Positive,0.5230733752250671,,
112,"@Burgundavia @BasilLangevin Would I prefer to see more towers - and mixed use - in downtown langford than there? yes. But I put housing of any kind first over trees within Langford. If the comparitive was Metchosin or Otter Point, or Highlands I'd have a different prioritization.",2022-06-20 13:32:15.029885,1538965889986400256,2022-06-20 19:23:55+00:00,0,0,0,0,,,,,NDickinsonWilde,1200,(metchosin OR fernwood OR gonzales OR songhees OR oaklands park OR galloping goose OR esquimalt OR pacheedaht) (avi OR cool aid society OR homelessness services association of bc OR red cedar café OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,metchosin OR fernwood OR gonzales OR songhees OR oaklands park OR galloping goose OR esquimalt OR pacheedaht,Neutral,0.7548324465751648,,
517,"Much like the rest of the #yyj core, infill in @DistrictOakBay is wildly popular. The vast majority of people want it everywhere, that means you too Uplands! Oak Bay is the most in need of housing supply and infill housing is a great start! https://t.co/HFPLo1YTev",2022-06-20 13:33:33.308604,1537469967703998464,2022-06-16 16:19:39+00:00,0,0,3,0,,,,,VictoriaNews,22049,(saanich OR uplands OR quadra village OR central park OR point ellice park OR nuu-chah-nulth OR malahat) (avi OR cool aid society OR homelessness services association of bc OR red cedar café OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,saanich OR uplands OR quadra village OR central park OR point ellice park OR nuu-chah-nulth OR malahat,Positive,0.9547522664070128,,
286,"@Vic_Kefa @_petermwaura @catherine_amayi My point was if we are going to compare inflation, why don't we compare other things like poverty rates, etc. It's only when we are trying to justify high cost of living that we start comparing ourselves to the west. It's interesting that the comparison always stops there.",2022-06-20 13:32:38.979396,1538490392101867521,2022-06-19 11:54:27+00:00,1,0,0,0,,,,,githinji_danw,2,(view royal OR harris green OR hillside-quadra OR vic west OR stadacona park OR lochside OR tsartlip) (aceh OR city of langford OR greater victoria housing society OR peers victoria resources society OR substance uvic OR the victoria foundation OR victoria chamber OR workbc OR people with lived experience OR service provider OR front line OR poverty OR tent OR affordable OR alcoholic OR social problem) lang:en -is:retweet,view royal OR harris green OR hillside-quadra OR vic west OR stadacona park OR lochside OR tsartlip,Neutral,0.6837435364723206,,
479,@RaynaRambling This intersection may have moved up to top 10 worst intersections (IMO). Poor choices for sidewalk and bike lane crossings at lights. Hope @saanich can make improvements before gets seriously hurt.,2022-06-20 13:33:31.728036,1537503536715403264,2022-06-16 18:33:03+00:00,1,0,1,0,,,,,stevetyson22,26,(saanich OR uplands OR quadra village OR central park OR point ellice park OR nuu-chah-nulth OR malahat) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,saanich OR uplands OR quadra village OR central park OR point ellice park OR nuu-chah-nulth OR malahat,Negative,0.9356822967529296,,
464,"Arunachal Bhawan saltlake Kolkata,opposite cbi office near to central park metro. Very much affordable rooms for Arunachalese. Good hospitality and has a good collection of traditional tribals handicrafts in the sales counter. https://t.co/imUopogxkD",2022-06-20 13:33:30.285750,1537404768712544256,2022-06-16 12:00:35+00:00,2,0,27,2,,,,,humanisttashi,169,(saanich OR uplands OR quadra village OR central park OR point ellice park OR nuu-chah-nulth OR malahat) (aceh OR city of langford OR greater victoria housing society OR peers victoria resources society OR substance uvic OR the victoria foundation OR victoria chamber OR workbc OR people with lived experience OR service provider OR front line OR poverty OR tent OR affordable OR alcoholic OR social problem) lang:en -is:retweet,saanich OR uplands OR quadra village OR central park OR point ellice park OR nuu-chah-nulth OR malahat,Positive,0.837511420249939,,
155,"@PaulWil00573947 @VusiSambo @RhaduuXesibe What a load of bullsh*t!Who destroyed Eskom/SAA/Prasa/Trasnet/Denel etc?Are white people at fault for the crime,water crisis,electricity crisis &amp; road crisis?Fact is:the ANC/EFF cabal donot care for black people-they only want to gorge at the trough cannibalising black people!",2022-06-20 13:32:28.457339,1537752934490034177,2022-06-17 11:04:04+00:00,2,0,0,0,,,,,kwright49,38,(sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć) (avi OR cool aid society OR homelessness services association of bc OR red cedar café OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć,Negative,0.8785872459411621,,
605,"RT ACcougarsports ""💥💥Attention 💥💥Softball camp will meet at Central Park, please bring tennis shoes. We will move  move camp to ACHS gyms if needed.""",2022-06-20 13:33:41.877690,1536680605160710148,2022-06-14 12:03:01+00:00,0,0,0,0,,,,,AlexCentralHS,2796,(saanich OR uplands OR quadra village OR central park OR point ellice park OR nuu-chah-nulth OR malahat) (burnside gorge neighbourhood association OR greater victoria acting together OR ops OR solid outreach OR the john howard society of victoria OR vibrant victoria OR victoria tenant action group OR peer housing support program OR harm reduction OR front line worker OR complex care OR camp OR tent OR evict OR overdosed) lang:en -is:retweet,saanich OR uplands OR quadra village OR central park OR point ellice park OR nuu-chah-nulth OR malahat,Neutral,0.8456428647041321,,
1361,"Despite being wrong about the housing market for years, BC govt persists in being wrong &amp; collecting more tax by expanding the unfair Speculation Tax to include units where stratas don't permit rentals. Govt greed= rising prices. Read https://t.co/5HfN9vy74L #saanich #yyj #bcpoli https://t.co/lucv5x8vRO",2022-06-20 13:35:19.804077,1537527756530937856,2022-06-16 20:09:17+00:00,0,0,0,0,,,,,GregorCraigie,13405,YYJ (bc housing OR downtown victoria business association OR makola housing society OR rotary club of victoria OR dvba OR umbrella society OR victoria ready OR affordable housing OR point in time OR frontline OR frontline worker OR theft OR homelessness OR drugs OR collude) lang:en -is:retweet,YYJ,Negative,0.8254429697990417,,
826,The latest The Victoria Real Estate Daily! https://t.co/7BtsYlweHG #housing #realestate,2022-06-20 13:34:23.740307,1538645537418772480,2022-06-19 22:10:57+00:00,0,0,1,0,,,,,PillaKatinya69,71,Victoria (avi OR cool aid society OR homelessness services association of bc OR red cedar café OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,Victoria,Neutral,0.8673378229141235,,
903,"@sls108 @SaraCivian I live in Victoria, BC and there are people threatening violence to the LGBQ community. Hate seems to be on the rise everywhere.",2022-06-20 13:34:25.320996,1538190841998520320,2022-06-18 16:04:09+00:00,2,0,1,0,,,,,Entranyengmedia,684,"Victoria (anawim house OR district of north saanich OR island health OR rentsmart OR the cridge centre for the family OR town of view royal OR victoria native friendship centre OR low-income OR coordinated access ""and"" assessment OR frontline worker OR frontline OR violence OR low-income OR addict OR social housing) lang:en -is:retweet",Victoria,Negative,0.9284313321113586,,
240,@johnsummit Gorge afters in the parking or at ga camping,2022-06-20 13:32:35.144589,1536626467806752768,2022-06-14 08:27:53+00:00,1,0,22,1,,,,,Stempapi,2603,"(sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć) (boys ""and"" girls club south vanouver island OR foundry victoria OR our place society OR salvation army victoria OR the homeless ideas podcast OR vancouver island mental health society OR victoria sexual assault centre OR peer housing support OR pit OR frontline worker OR healthcare OR encampment OR camping OR eviction OR overdose) lang:en -is:retweet",sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć,Neutral,0.7491478323936462,,
219,gold camping at the gorge forever from now on,2022-06-20 13:32:35.144589,1537948634884370432,2022-06-18 00:01:42+00:00,0,0,2,0,,,,,madsslovee,2565,"(sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć) (boys ""and"" girls club south vanouver island OR foundry victoria OR our place society OR salvation army victoria OR the homeless ideas podcast OR vancouver island mental health society OR victoria sexual assault centre OR peer housing support OR pit OR frontline worker OR healthcare OR encampment OR camping OR eviction OR overdose) lang:en -is:retweet",sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć,Positive,0.5580460429191589,,
