,text,scrape_time,tweet_id,created_at,reply_count,quote_count,like_count,retweet_count,geo_full_name,geo_id,geo_bbox,tweet_coordinate,username,num_followers,search_keywords,search_neighbourhood,sentiment,score,score_matches,relevant
426,"@passionmoon broke down Oak Bay council's Infill housing strategy meeting for you, so you don't have to. 

Bless. https://t.co/Xiy6hKcay6",2022-06-20 13:33:19.961337,1537661022806642688,2022-06-17 04:58:50+00:00,0,0,1,0,,,,,KristaLoughton,1728,(oak bay OR rockland OR quadra OR beacon hill park OR harris green OR coast salish OR tseycum) (avi OR cool aid society OR homelessness services association of bc OR red cedar café OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,oak bay OR rockland OR quadra OR beacon hill park OR harris green OR coast salish OR tseycum,Positive,0.6611074805259705,,
577,"@Brantastic5 @robrezee @saanich Dead 3yo in Chicago, dead teen in Toronto, dead guy killed in front of Ottawa City Hall in the painted bike line there: these and many more are some of my reasons. All were killed in the lane, or because a vehicle blocked the lane and they had to “just go around”.",2022-06-20 13:33:39.094397,1536552382653288448,2022-06-14 03:33:30+00:00,1,0,5,1,,,,,bigorangebike,1389,(saanich OR uplands OR quadra village OR central park OR point ellice park OR nuu-chah-nulth OR malahat) (beacon community services OR fernwood community association OR mental health society of greater victoria OR safer victoria OR the existence project OR united way southern vancouver island OR victoria real estate board OR subsidized housing OR pit count OR front line OR front line worker OR stolen OR camper OR evicted OR collusion) lang:en -is:retweet,saanich OR uplands OR quadra village OR central park OR point ellice park OR nuu-chah-nulth OR malahat,Negative,0.8247318267822266,,
200,Imagine if no one on earth has any hair because all the hair got stolen by the hair gorge,2022-06-20 13:32:33.684396,1538050892376682497,2022-06-18 06:48:03+00:00,3,0,7,1,,,,,superboyisms,465,(sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć) (beacon community services OR fernwood community association OR mental health society of greater victoria OR safer victoria OR the existence project OR united way southern vancouver island OR victoria real estate board OR subsidized housing OR pit count OR front line OR front line worker OR stolen OR camper OR evicted OR collusion) lang:en -is:retweet,sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć,Negative,0.5673041939735413,,
161,"@Ring_Sheryl They codified the ""Safety is the victim's responsibility, not ours"" mentality then? Saying b/c of the criticism lobbed at Franklin Graham this AM. IMO, both he &amp; Castle Rock v Gonzales are symptoms of a bigger problem re domestic violence victims",2022-06-20 13:32:29.833728,1538903552336224258,2022-06-20 15:16:12+00:00,0,0,0,0,,,,,N3GatorFan,626,"(sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć) (anawim house OR district of north saanich OR island health OR rentsmart OR the cridge centre for the family OR town of view royal OR victoria native friendship centre OR low-income OR coordinated access ""and"" assessment OR frontline worker OR frontline OR violence OR low-income OR addict OR social housing) lang:en -is:retweet",sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć,Negative,0.7067630887031555,,
1276,Tomorrow! Don't miss the Ascent Special Ops Transition Program Networking Event in Southern Pines on 16 JUN. We're honored to be a sponsor of this event... please let Victoria know if you can make it. #SOF #militarytransition #southernpines https://t.co/OgayPV5tca,2022-06-20 13:34:33.255603,1537145780741496840,2022-06-15 18:51:27+00:00,0,0,1,0,,,,,DriverTsoi,155,Victoria (burnside gorge neighbourhood association OR greater victoria acting together OR ops OR solid outreach OR the john howard society of victoria OR vibrant victoria OR victoria tenant action group OR peer housing support program OR harm reduction OR front line worker OR complex care OR camp OR tent OR evict OR overdosed) lang:en -is:retweet,Victoria,Positive,0.9755331873893738,,
8,@RonFilipkowski Poor poor Sidney. https://t.co/ul490ikWC0,2022-06-20 13:31:44.578449,1537376041429352449,2022-06-16 10:06:25+00:00,0,0,1,0,,,,,gdarshoen,31,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew,Negative,0.8474987745285034,,
498,"@JohnA_USMCvet Until they don't commit a crime for him, then they're not his friend anymore. I knew he was a scumbag back in 1988 when I lived in Massachusetts hearing about him every day on the news. Lawsuits, Investigations, settling out of court paying fines. Central Park Five full page ads",2022-06-20 13:33:33.308604,1538290053016719361,2022-06-18 22:38:23+00:00,0,0,1,0,,,,,OasisintPk,330,(saanich OR uplands OR quadra village OR central park OR point ellice park OR nuu-chah-nulth OR malahat) (avi OR cool aid society OR homelessness services association of bc OR red cedar café OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,saanich OR uplands OR quadra village OR central park OR point ellice park OR nuu-chah-nulth OR malahat,Negative,0.8597840070724487,,
420,"Waiting almost 40 hours to report a hate crime is wrong.…

1/
__

""The disturbing act was discovered by [congregants] arriving at the shul Friday night. On Sunday morning, the Ramapo Police Department and Rockland Chaveirim were called to the scene."" 

https://t.co/nKKJ6dFvWD",2022-06-20 13:33:19.961337,1538661373537918978,2022-06-19 23:13:53+00:00,1,0,0,0,,,,,Shmarya,3246,(oak bay OR rockland OR quadra OR beacon hill park OR harris green OR coast salish OR tseycum) (avi OR cool aid society OR homelessness services association of bc OR red cedar café OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,oak bay OR rockland OR quadra OR beacon hill park OR harris green OR coast salish OR tseycum,Negative,0.8040474653244019,,
1373,"Special guests the @ppanthersvijhl are lighting it up and winning prizes at the @BCLC tent tonight at the game!

#HarbourCats #DoSomethingCool #Community #Baseball #YYJ https://t.co/SMHO45C3I8",2022-06-20 13:35:23.510879,1538327579941216256,2022-06-19 01:07:30+00:00,0,0,5,3,Royal Athletic Park,0fc2ec381254c000,"[-123.3545683488539, 48.4310593304753, -123.3545683488539, 48.4310593304753]",,HarbourCats,6434,YYJ (burnside gorge neighbourhood association OR greater victoria acting together OR ops OR solid outreach OR the john howard society of victoria OR vibrant victoria OR victoria tenant action group OR peer housing support program OR harm reduction OR front line worker OR complex care OR camp OR tent OR evict OR overdosed) lang:en -is:retweet,YYJ,Positive,0.934781014919281,,
740,"Awesome progress at our New Victoria scheme that we're delivering with @PensionCorp in Manchester city centre. This is no mean feat, as our contractor @VCUK_Building installs the first of 12'golden hoops' on the roof of both towers.

👇 Check this out! It's going to look epic! 👇 https://t.co/yGZarTO08P",2022-06-20 13:34:22.169920,1538824282817667073,2022-06-20 10:01:13+00:00,0,0,9,0,,,,,OddAlerts,9578,Victoria (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,Victoria,Positive,0.9796690344810486,,
1165,"Did you know that Tour De Victoria supports World Bike Relief? 🚲 An international non-profit that provides bikes to students, healthcare workers &amp; entrepreneurs! #tourdevictoria #worldbikerelief #support #charity",2022-06-20 13:34:31.708467,1538191416425271296,2022-06-18 16:06:26+00:00,0,0,0,0,,,,,pymnts,62007,"Victoria (boys ""and"" girls club south vanouver island OR foundry victoria OR our place society OR salvation army victoria OR the homeless ideas podcast OR vancouver island mental health society OR victoria sexual assault centre OR peer housing support OR pit OR frontline worker OR healthcare OR encampment OR camping OR eviction OR overdose) lang:en -is:retweet",Victoria,Positive,0.8613114953041077,,
659,"⚾️❗️(AWAY) GAME DAY: Looking for affordable, family-friendly Father's Day fun?
Head over to Poppitz Field in Victoria tonight, where we take on @VictoriaBasebal at 6pm. ⚾️ Happy Father's Day and we hope to see you there! Go Cubs! 🐻 https://t.co/HuH6xfm8WG",2022-06-20 13:34:20.580331,1538591489713913857,2022-06-19 18:36:11+00:00,0,1,24,4,,,,,Chaskacubs,1672,Victoria (aceh OR city of langford OR greater victoria housing society OR peers victoria resources society OR substance uvic OR the victoria foundation OR victoria chamber OR workbc OR people with lived experience OR service provider OR front line OR poverty OR tent OR affordable OR alcoholic OR social problem) lang:en -is:retweet,Victoria,Positive,0.9592467546463012,,
999,"Our experiences are real, our stories are raw, and we're ready to talk about it on 6 microphones + a podium in Carson Hall.

Don't say we didn't warn you.

Please join Canadian Women in Cannabis Tuesday at Grow Up in Victoria, BC. To be recorded by @TheDifferentCo, with thanks! https://t.co/aXPiG3PTOv",2022-06-20 13:34:28.581835,1538953936790429697,2022-06-20 18:36:25+00:00,0,0,0,0,,,,,CannaWrite,4733,Victoria (bc housing OR downtown victoria business association OR makola housing society OR rotary club of victoria OR dvba OR umbrella society OR victoria ready OR affordable housing OR point in time OR frontline OR frontline worker OR theft OR homelessness OR drugs OR collude) lang:en -is:retweet,Victoria,Positive,0.5706344246864319,,
188,"@IamNomad -Watersports/ hiking in the Columbia River Gorge
-Explore Portland foodie scene
-Buy expensive shit (no sales tax)
-Visit wine country in Willamette Valley (45 min away)
-Timbers game

Proper downtown is mostly a homeless shithole now unfortunately, but the east side still solid",2022-06-20 13:32:31.098861,1537623670314500097,2022-06-17 02:30:25+00:00,0,0,2,0,,,,,Tells_No_Lies,30,(sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć) (aryze developments OR district of saanich OR literacy victoria OR restorative justice victoria OR the downtown victoria business association OR township of esquimalt OR victoria placemaking OR emergency housing OR reaching home OR front line worker OR front line OR thief OR homeless OR addicted OR povertypimps) lang:en -is:retweet,sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć,Neutral,0.7225664854049683,,
