,text,scrape_time,tweet_id,created_at,reply_count,quote_count,like_count,retweet_count,geo_full_name,geo_id,geo_bbox,tweet_coordinate,username,num_followers,search_keywords,search_neighbourhood,sentiment,score,score_matches,relevant
295,"It is with great pleasure that we announce Frans van Houten, CEO - Royal Philips, as one of our speakers at the ICHOM 2022 Conference. Click: https://t.co/0deG9T5I93 to register &amp; here: https://t.co/CN0pDNJEer to view the rest of the incredible Conference Agenda!  #ICHOM2022 https://t.co/WLzWUQPJ1i",2022-06-20 13:32:47.548301,1537114672213725184,2022-06-15 16:47:50+00:00,1,0,0,0,,,,,ICHOM_ORG,5021,"(view royal OR harris green OR hillside-quadra OR vic west OR stadacona park OR lochside OR tsartlip) (boys ""and"" girls club south vanouver island OR foundry victoria OR our place society OR salvation army victoria OR the homeless ideas podcast OR vancouver island mental health society OR victoria sexual assault centre OR peer housing support OR pit OR frontline worker OR healthcare OR encampment OR camping OR eviction OR overdose) lang:en -is:retweet",view royal OR harris green OR hillside-quadra OR vic west OR stadacona park OR lochside OR tsartlip,Positive,0.9756593704223632,,
203,@_didonny @funshographix @deji_tame @dewoyin_ We know the man that wrote stolen Legacy Gorge G. M. James. Pls can you tell me one person that wrote Bible.?,2022-06-20 13:32:33.684396,1537129616674021376,2022-06-15 17:47:13+00:00,1,0,0,0,,,,,shalomhans,1432,(sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć) (beacon community services OR fernwood community association OR mental health society of greater victoria OR safer victoria OR the existence project OR united way southern vancouver island OR victoria real estate board OR subsidized housing OR pit count OR front line OR front line worker OR stolen OR camper OR evicted OR collusion) lang:en -is:retweet,sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć,Neutral,0.7795928120613098,,
246,"@CareterraWind With that, Razyel got to the bridge between the Kvaris Camp and the Bergana Ruins.

He simply motioned with his head to follow once more, as he then took a leap from the bridge, and directly onto the Gorge below.

He would land, just fine as &gt;",2022-06-20 13:32:36.558254,1538680074152693760,2022-06-20 00:28:11+00:00,1,0,0,0,,,,,EclipsingEtoile,62,(sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć) (burnside gorge neighbourhood association OR greater victoria acting together OR ops OR solid outreach OR the john howard society of victoria OR vibrant victoria OR victoria tenant action group OR peer housing support program OR harm reduction OR front line worker OR complex care OR camp OR tent OR evict OR overdosed) lang:en -is:retweet,sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć,Neutral,0.8105498552322388,,
1415,"Listen to an interview with GVHS ED Virginia Holden regarding the proactive cost of living wage increase for all staff.

https://t.co/XBGjuBTDYN",2022-06-20 13:38:43.904138,1537844595467333634,2022-06-17 17:08:17+00:00,0,1,1,0,,,,,yyj_housing,1106,(from:yyj_housing OR from:peersvictoria OR from:quadravillage OR from:south_island_c OR from:victoriadra) (avi OR cool aid society OR homelessness services association of bc OR red cedar café OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,individual,Neutral,0.8411176800727844,,
881,"Courtesy of The Age  here's an article detailing the Vicki Cleary story and how via Phil and the Cleary family, Coburg FC is using it's platform to achieve change and end violence against women.   
https://t.co/iit6DqMpza
 #WeAreCoburg",2022-06-20 13:34:25.320996,1538771082521370624,2022-06-20 06:29:49+00:00,0,0,8,1,,,,,CoburgFC,4845,"Victoria (anawim house OR district of north saanich OR island health OR rentsmart OR the cridge centre for the family OR town of view royal OR victoria native friendship centre OR low-income OR coordinated access ""and"" assessment OR frontline worker OR frontline OR violence OR low-income OR addict OR social housing) lang:en -is:retweet",Victoria,Neutral,0.8208737373352051,,
565,"Special team of #Golf_Green PS arrested youth for having direct complicity into a bike theft case.
After close interrogation, further in pursuant to his statement, 1 Grey Pulsar 180 has been recovered near Golf Green Central Park.
#SSD

@CPKolkata
@KolkataPolice
@KPDetectiveDept https://t.co/0L45AhNiZt",2022-06-20 13:33:37.736838,1536567471032762369,2022-06-14 04:33:27+00:00,1,1,48,12,,,,,VibrantVictoria,13018,(saanich OR uplands OR quadra village OR central park OR point ellice park OR nuu-chah-nulth OR malahat) (bc housing OR downtown victoria business association OR makola housing society OR rotary club of victoria OR dvba OR umbrella society OR victoria ready OR affordable housing OR point in time OR frontline OR frontline worker OR theft OR homelessness OR drugs OR collude) lang:en -is:retweet,saanich OR uplands OR quadra village OR central park OR point ellice park OR nuu-chah-nulth OR malahat,Neutral,0.7299933433532715,,
189,@crypticmissive @BootstrapCook I hear you &amp; feel you. I can’t leave food on my plate. You’ve reminded me of a time when I was 16 (&amp; homeless): I got a nightshift job in a bakery &amp; would pilfer pastries &amp; sit in the toilet on my break &amp; gorge them until I was nearly sick bc I knew it would be my only meal,2022-06-20 13:32:31.098861,1537487601124401152,2022-06-16 17:29:43+00:00,1,0,1,0,,,,,gwendabird,1420,(sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć) (aryze developments OR district of saanich OR literacy victoria OR restorative justice victoria OR the downtown victoria business association OR township of esquimalt OR victoria placemaking OR emergency housing OR reaching home OR front line worker OR front line OR thief OR homeless OR addicted OR povertypimps) lang:en -is:retweet,sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć,Neutral,0.5059152245521545,,
779,"'Poor and unacceptable' behaviour playing out in Victorian local councils, report finds https://t.co/JrtRFIRYkZ",2022-06-20 13:34:22.170977,1538618015515693056,2022-06-19 20:21:35+00:00,5,0,3,1,,,,,h3llokittyangel,6114,Victoria (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,Victoria,Negative,0.8289474844932556,,
1274,"Spent an amazing Tuesday with @expensivecare and @murphy718 visiting the Monash simulation training, The Alfred hospital and the Adult Retrieval Victoria ops centre and at the airfield. When you’ve seen one system, you’ve seen one system. #ems https://t.co/UjYSxWVohi",2022-06-20 13:34:33.255603,1537214597001646082,2022-06-15 23:24:54+00:00,0,0,18,2,"Melbourne, Victoria",01864a8a64df9dc4,"[144.593741856, -38.433859306, 145.512528832, -37.5112737225]",,batemanfdn,3253,Victoria (burnside gorge neighbourhood association OR greater victoria acting together OR ops OR solid outreach OR the john howard society of victoria OR vibrant victoria OR victoria tenant action group OR peer housing support program OR harm reduction OR front line worker OR complex care OR camp OR tent OR evict OR overdosed) lang:en -is:retweet,Victoria,Positive,0.942805826663971,,
809,"@TimSmithMP_LP @OzraeliAvi Call avi that, did you see what Victoria police did to people?
Body slamming people and unlawful arrests.",2022-06-20 13:34:23.740307,1538864174368817153,2022-06-20 12:39:44+00:00,1,0,1,0,,,,,BenDG19,125,Victoria (avi OR cool aid society OR homelessness services association of bc OR red cedar café OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,Victoria,Negative,0.846382200717926,,
405,"POWERFUL letter from @FFSafeStreets about #ActiveTO &amp; Lake Shore Blvd West:

""The anguish of the bereaved families and survivors in the aftermath of road violence is impossible to put into words.... it is worse than being late to a baseball game.""
 https://t.co/qcK3Geo8DH https://t.co/S76PGQ7pt1",2022-06-20 13:33:08.664811,1536804945206321152,2022-06-14 20:17:06+00:00,2,2,59,19,,,,,midweekcycling,2875,"(juan de fuca OR oaklands OR oak bay OR west shore OR cecelia ravine park OR pandora avenue OR pauquachin) (anawim house OR district of north saanich OR island health OR rentsmart OR the cridge centre for the family OR town of view royal OR victoria native friendship centre OR low-income OR coordinated access ""and"" assessment OR frontline worker OR frontline OR violence OR low-income OR addict OR social housing) lang:en -is:retweet",juan de fuca OR oaklands OR oak bay OR west shore OR cecelia ravine park OR pandora avenue OR pauquachin,Negative,0.5584172606468201,,
396,"Oakland’s Little Saigon Shop Owners Say Crime ‘Increasing Exponentially,’ Crowdfund for Cameras, Improvements https://t.co/HhnrJoLeNM",2022-06-20 13:33:07.453483,1537063434562437120,2022-06-15 13:24:14+00:00,0,0,1,0,,,,,ThinhLe510,0,(juan de fuca OR oaklands OR oak bay OR west shore OR cecelia ravine park OR pandora avenue OR pauquachin) (avi OR cool aid society OR homelessness services association of bc OR red cedar café OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,juan de fuca OR oaklands OR oak bay OR west shore OR cecelia ravine park OR pandora avenue OR pauquachin,Neutral,0.8238304853439331,,
359,"A great hiking, biking, camping, and beach spot just two hours north of Chicago! https://t.co/gKje7lAnVR @WDNR #nature #Wisconsin",2022-06-20 13:33:00.872648,1538883028746895362,2022-06-20 13:54:39+00:00,0,0,2,0,,,,,NatureinChicago,400,"(esquimalt OR north park OR millstream OR victoria west OR topaz park OR 900-block pandora avenue OR tsawout) (boys ""and"" girls club south vanouver island OR foundry victoria OR our place society OR salvation army victoria OR the homeless ideas podcast OR vancouver island mental health society OR victoria sexual assault centre OR peer housing support OR pit OR frontline worker OR healthcare OR encampment OR camping OR eviction OR overdose) lang:en -is:retweet",esquimalt OR north park OR millstream OR victoria west OR topaz park OR 900-block pandora avenue OR tsawout,Positive,0.932373583316803,,
1107,@CityKitchener @DarrenKropf @Cycle_WR @seangtait @cyclelobbywr The Region is looking to support @CityKitchener's Downtown Cycling Grid with improvements to Duke St. (also a Regional Rd.) to make it safer and to provide connectivity to the future King-Victoria Transit Hub. Stay up-to-date on those improvements at https://t.co/PlBu2ouuqk,2022-06-20 13:34:30.094929,1537464115500830720,2022-06-16 15:56:24+00:00,2,1,0,0,,,,,inframagoz,804,Victoria (beacon community services OR fernwood community association OR mental health society of greater victoria OR safer victoria OR the existence project OR united way southern vancouver island OR victoria real estate board OR subsidized housing OR pit count OR front line OR front line worker OR stolen OR camper OR evicted OR collusion) lang:en -is:retweet,Victoria,Neutral,0.5883834958076477,,
