,text,scrape_time,tweet_id,created_at,reply_count,quote_count,like_count,retweet_count,geo_full_name,geo_id,geo_bbox,tweet_coordinate,username,num_followers,search_keywords,search_neighbourhood,sentiment,score
10,Beacon Communities is preparing to take a long-mothballed former school in the Hill District and renovate it into its next affordable housing redevelopment in Pittsburgh.  https://t.co/3TVyXJQscV,2022-05-23 10:12:46.305683,1526276418681901065,2022-05-16 19:00:29+00:00,0,0,2,0,,,,,PBT_Tim,2597,beacon hill (island health OR peers victoria resources society OR the mustard seed OR pacifica housing OR tenant action group victoria OR habitat for humanity victoria OR affordable housing OR person experiencing homelessness OR pit OR frontline worker OR frontline OR frontline worker OR poor OR encampment OR low-income OR unhoused OR drugs OR drugs OR overdose) lang:en -is:retweet,beacon hill,Positive,0.404080867767334
11,Beacon Communities teeing up next affordable housing project https://t.co/XPTADfzCc6 https://t.co/Kpf6oLHnjc,2022-05-23 10:12:47.625136,1528571649766969344,2022-05-23 03:00:55+00:00,0,0,0,0,,,,,PghBizTimes,31703,beacon hill (aboriginal coalition to end homelessness OR our place society OR aids vancouver island OR the existence project OR salvation army victoria OR red cedar café OR subsidized housing OR community plan to end homelessness OR harm reduction OR front line worker OR front line OR front line worker OR crime OR camp OR homeless OR affordable OR evicted OR drug use OR overdosed) lang:en -is:retweet,beacon hill,Positive,0.3720342218875885
12,#Massachusetts driver’s licenses for #IllegalAliens aliens is a fait au compli as Beacon Hill ironed out some language late yesterday. @SenatorMikeRush this is a failure for the state and district. Prepare for more headlines like this. @bostonherald https://t.co/ENTPKkBaUg,2022-05-23 10:12:47.625136,1527620425936777216,2022-05-20 12:01:06+00:00,5,1,46,26,,,,,LouisLMurrayJr1,2305,beacon hill (aboriginal coalition to end homelessness OR our place society OR aids vancouver island OR the existence project OR salvation army victoria OR red cedar café OR subsidized housing OR community plan to end homelessness OR harm reduction OR front line worker OR front line OR front line worker OR crime OR camp OR homeless OR affordable OR evicted OR drug use OR overdosed) lang:en -is:retweet,beacon hill,Positive,0.38901209831237793
13,"Remembering in the late ‘90s/early ‘00s how a Boston tech exec got herself arrested for selling public on-street parking spots on Beacon Hill to gullible new arrivals. That isn’t a crime you can get away with for long, it’s more a crime one does for the thrill of the grift.",2022-05-23 10:12:47.625136,1527340572435894274,2022-05-19 17:29:03+00:00,2,0,11,0,,,,,dbergstresser,4115,beacon hill (aboriginal coalition to end homelessness OR our place society OR aids vancouver island OR the existence project OR salvation army victoria OR red cedar café OR subsidized housing OR community plan to end homelessness OR harm reduction OR front line worker OR front line OR front line worker OR crime OR camp OR homeless OR affordable OR evicted OR drug use OR overdosed) lang:en -is:retweet,beacon hill,Positive,0.3859052062034607
14,"Michael Polite has been a great partner. Yesterday, was the ribbon cutting for the former Lemington Home  into senior housing and the E. Lib health center &amp; a story on his project at the Letche School into 46 affordable units 
https://t.co/S9KJ8MErxO https://t.co/DIyHDtFpKD",2022-05-23 10:12:47.625136,1526546333095583744,2022-05-17 12:53:02+00:00,0,0,6,1,,,,,danielgilman,11822,beacon hill (aboriginal coalition to end homelessness OR our place society OR aids vancouver island OR the existence project OR salvation army victoria OR red cedar café OR subsidized housing OR community plan to end homelessness OR harm reduction OR front line worker OR front line OR front line worker OR crime OR camp OR homeless OR affordable OR evicted OR drug use OR overdosed) lang:en -is:retweet,beacon hill,Positive,0.34666699171066284
15,100 years of @BHCivic! Civic activism gets results — Beacon Hill Civic Association has a record for realizing neighborhood improvements from green space to affordable house and historic preservation. Here’s to 100 more years! https://t.co/lbZ6kwh8po,2022-05-23 10:12:47.625136,1526405366392754176,2022-05-17 03:32:53+00:00,0,0,1,0,,,,,kn_avery,726,beacon hill (aboriginal coalition to end homelessness OR our place society OR aids vancouver island OR the existence project OR salvation army victoria OR red cedar café OR subsidized housing OR community plan to end homelessness OR harm reduction OR front line worker OR front line OR front line worker OR crime OR camp OR homeless OR affordable OR evicted OR drug use OR overdosed) lang:en -is:retweet,beacon hill,Neutral,0.33903640508651733
16,Beacon Communities is preparing to take a long-mothballed former school in the Hill District and renovate it into its next affordable housing redevelopment in Pittsburgh.  https://t.co/3TVyXJQscV,2022-05-23 10:12:47.625136,1526276418681901065,2022-05-16 19:00:29+00:00,0,0,2,0,,,,,PBT_Tim,2597,beacon hill (aboriginal coalition to end homelessness OR our place society OR aids vancouver island OR the existence project OR salvation army victoria OR red cedar café OR subsidized housing OR community plan to end homelessness OR harm reduction OR front line worker OR front line OR front line worker OR crime OR camp OR homeless OR affordable OR evicted OR drug use OR overdosed) lang:en -is:retweet,beacon hill,Positive,0.404080867767334
17,Beacon Communities taking on former Letche School in the Lower Hill behind the EIC for 46-unit affordable housing redevelopment: https://t.co/AZYxNsZ53E #pittsburgh #affordablehousing,2022-05-23 10:12:47.625136,1526275756703227904,2022-05-16 18:57:51+00:00,1,2,4,1,,,,,BostonGlobe,804415,beacon hill (aboriginal coalition to end homelessness OR our place society OR aids vancouver island OR the existence project OR salvation army victoria OR red cedar café OR subsidized housing OR community plan to end homelessness OR harm reduction OR front line worker OR front line OR front line worker OR crime OR camp OR homeless OR affordable OR evicted OR drug use OR overdosed) lang:en -is:retweet,beacon hill,Positive,0.3881479501724243
18,Beacon Communities teeing up next affordable housing project https://t.co/XPTADfzCc6 https://t.co/Kpf6oLHnjc,2022-05-23 10:12:48.887717,1528571649766969344,2022-05-23 03:00:55+00:00,0,0,0,0,,,,,PghBizTimes,31703,"beacon hill (aceh OR ops OR avi OR the john howard society of victoria OR substance uvic OR encampment OR peer housing support OR coordinated access ""and"" assessment OR safe supply OR frontline OR frontline worker OR healthcare OR violence OR camper OR homelessness OR affordable housing OR eviction OR social housing OR social structure) lang:en -is:retweet",beacon hill,Positive,0.3720342218875885
19,"@ResisterForever @DemonsToxin @TracieLuke @ElleEmmaKay @TarrienDavid @KipPullum @exhosppt @GreenThumbInSc @Divine34398578 @konabec @TheLadyValk @marylferris1 @cindy_onehalv @trenthub @AmericanHeathe1 @josephc14074803 @sweeteyes1266 @keriarroll @ReesKylie Thanks Pam!
We've got 5 months to save the shining beacon of light on a hill. Or left w/a future devoid of Democracy/freedom,just empty shells that mask a thin facade covering Reps fascism, that's fueled by their insatiable appetite for evil, hate, power, cruelty and violence.",2022-05-23 10:12:48.887717,1527243500760309762,2022-05-19 11:03:20+00:00,0,0,4,1,,,,,koslen_bambi,77284,"beacon hill (aceh OR ops OR avi OR the john howard society of victoria OR substance uvic OR encampment OR peer housing support OR coordinated access ""and"" assessment OR safe supply OR frontline OR frontline worker OR healthcare OR violence OR camper OR homelessness OR affordable housing OR eviction OR social housing OR social structure) lang:en -is:retweet",beacon hill,Positive,0.39951202273368835
20,"""192 Republicans""
We've got 5 months to save the shining beacon of light on a hill. Or left w/a future devoid of Democracy/freedom,just empty shells that mask a thin facade covering Reps fascism, that's fueled by their insatiable appetite for evil, hate, power, cruelty, violence.",2022-05-23 10:12:48.887717,1527186126930337792,2022-05-19 07:15:21+00:00,3,1,31,15,,,,,Brittne36563775,30,"beacon hill (aceh OR ops OR avi OR the john howard society of victoria OR substance uvic OR encampment OR peer housing support OR coordinated access ""and"" assessment OR safe supply OR frontline OR frontline worker OR healthcare OR violence OR camper OR homelessness OR affordable housing OR eviction OR social housing OR social structure) lang:en -is:retweet",beacon hill,Positive,0.39178338646888733
21,"We've got 5 months to save the shining beacon of light on a hill. Or we're left w/a future devoid of Democracy and our freedom, empty shells barely masking a thin facade covering the Reps fascism. They're fueled by their ravenous appetite for evil,hate, power,cruelty,violence. https://t.co/wFmkktiyDs",2022-05-23 10:12:48.887717,1527155520422936576,2022-05-19 05:13:43+00:00,0,0,17,8,,,,,danielgilman,11822,"beacon hill (aceh OR ops OR avi OR the john howard society of victoria OR substance uvic OR encampment OR peer housing support OR coordinated access ""and"" assessment OR safe supply OR frontline OR frontline worker OR healthcare OR violence OR camper OR homelessness OR affordable housing OR eviction OR social housing OR social structure) lang:en -is:retweet",beacon hill,Positive,0.3844265639781952
22,"The Associated Industries of Massachusetts and the Massachusetts Restaurant Association are backing a bill on Beacon Hill that prohibits employment discrimination against victims of domestic violence, sexual assault, and other abusive behaviors.
Shirley Leung: Trade groups are... https://t.co/OAWQO3HF4d",2022-05-23 10:12:48.887717,1526875935085015042,2022-05-18 10:42:45+00:00,0,0,0,0,,,,,PBT_Tim,2597,"beacon hill (aceh OR ops OR avi OR the john howard society of victoria OR substance uvic OR encampment OR peer housing support OR coordinated access ""and"" assessment OR safe supply OR frontline OR frontline worker OR healthcare OR violence OR camper OR homelessness OR affordable housing OR eviction OR social housing OR social structure) lang:en -is:retweet",beacon hill,Positive,0.3897206783294678
23,"@MS_athlete @CityOfVictoria One of the most annoying things about Alto, was when she justified camping in Beacon Hill Park because ""she had to look her children in the eye."" She and her family live in Saanich. Who knew a vote for Alto meant her Saanich children got final say in Victoria matters? No thanks.",2022-05-23 10:12:51.310827,1526920300503236608,2022-05-18 13:39:03+00:00,0,0,3,0,,,,,WallySa62518167,23,beacon hill (victoria real estate board OR safer victoria OR the downtown victoria business association OR solid outreach OR foundry victoria OR low-income OR lived experience OR point in time OR frontline OR frontline worker OR frontline OR temporary shelter OR theft OR shelter OR camping OR addict OR narcotics OR collude) lang:en -is:retweet,beacon hill,Positive,0.3804846704006195
24,@Stephen_Andrew Open beacon Hill park. Restore clover point. Quit arbitrarily blocking roads. Clean downtown. Put up Christmas decorations. Eliminate all Camping in parks.,2022-05-23 10:12:51.310827,1526747720039268352,2022-05-18 02:13:16+00:00,0,0,5,0,,,,,Bruce55368227,231,beacon hill (victoria real estate board OR safer victoria OR the downtown victoria business association OR solid outreach OR foundry victoria OR low-income OR lived experience OR point in time OR frontline OR frontline worker OR frontline OR temporary shelter OR theft OR shelter OR camping OR addict OR narcotics OR collude) lang:en -is:retweet,beacon hill,Negative,0.38021108508110046
25,"Cosdon Hill/Beacon/Cawsand Beacon - Dartmoor at the Cairn &amp;  triangulation point on the summit- blown up and down &amp; thankful for shelter - as Tozer wrote “Hearing voices, strange and low,
Mystic tones that come and go,
Seeing tors salute each other,
Every one a friend https://t.co/XNUw2TjFQC",2022-05-23 10:12:51.310827,1526317718550548481,2022-05-16 21:44:36+00:00,0,0,1,0,"Salford, England",31fffbe34de66921,"[-2.454026, 53.4163477, -2.245107, 53.5342592]",,hamiltonclive,190,beacon hill (victoria real estate board OR safer victoria OR the downtown victoria business association OR solid outreach OR foundry victoria OR low-income OR lived experience OR point in time OR frontline OR frontline worker OR frontline OR temporary shelter OR theft OR shelter OR camping OR addict OR narcotics OR collude) lang:en -is:retweet,beacon hill,Positive,0.3904198706150055
26,"Highland Games at Topaz Park. Caber toss, highland dancing, displays, concessions, beer tent, music and more. Great weather, check it out! https://t.co/Xq0SHDrDrJ https://t.co/DGh43Orke4",2022-05-23 10:12:59.342614,1528441614472912896,2022-05-22 18:24:12+00:00,0,0,6,1,,,,,DaveThompsonVIC,632,topaz park (bc housing OR vreb OR umbrella society OR dvba OR the backpack project OR makola housing society OR emergency housing OR people with lived experience OR pit count OR front line OR front line worker OR front line OR poverty OR stolen OR housing OR tent OR addicted OR alcoholic OR collusion) lang:en -is:retweet,topaz park,Negative,0.3383927643299103
27,"Highland Games at Topaz Park. Caber toss, highland dancing, displays, concessions, beer tent, music and more. Great weather, check it out! https://t.co/Xq0SHDrDrJ https://t.co/DGh43Orke4",2022-05-23 10:13:03.991926,1528441614472912896,2022-05-22 18:24:12+00:00,0,0,6,1,,,,,DaveThompsonVIC,632,topaz park (greater victoria coalition to end homelessness OR cool aid society OR the victoria foundation OR anawim house OR rentsmart OR low income OR peer housing support program OR reaching home OR service provider OR front line OR front line worker OR complex care OR thief OR tent OR camper OR substance use OR evict OR povertypimps OR social problem) lang:en -is:retweet,topaz park,Negative,0.3383927643299103
28,"Update #61578 from Topaz 3 (L CLEARANCE)

1. Moat of Bronze Fireflies
2. Rogue Busy Signals
3. Stolen Heat Domes https://t.co/wS1BuPtM63",2022-05-23 10:13:06.446032,1528599404743204866,2022-05-23 04:51:12+00:00,0,0,1,0,,,,,WeirdSatellite,2661,topaz (bc housing OR vreb OR umbrella society OR dvba OR the backpack project OR makola housing society OR emergency housing OR people with lived experience OR pit count OR front line OR front line worker OR front line OR poverty OR stolen OR housing OR tent OR addicted OR alcoholic OR collusion) lang:en -is:retweet,topaz,Positive,0.39261728525161743
29,"Highland Games at Topaz Park. Caber toss, highland dancing, displays, concessions, beer tent, music and more. Great weather, check it out! https://t.co/Xq0SHDrDrJ https://t.co/DGh43Orke4",2022-05-23 10:13:06.446032,1528441614472912896,2022-05-22 18:24:12+00:00,0,0,6,1,,,,,DaveThompsonVIC,632,topaz (bc housing OR vreb OR umbrella society OR dvba OR the backpack project OR makola housing society OR emergency housing OR people with lived experience OR pit count OR front line OR front line worker OR front line OR poverty OR stolen OR housing OR tent OR addicted OR alcoholic OR collusion) lang:en -is:retweet,topaz,Negative,0.3383927643299103
30,"IMINT #95864 from Topaz 3 (EXPERIMENTAL)

1. Light Tent
2. Mithril Rhizome Data Center https://t.co/ejeooFmcIv",2022-05-23 10:13:06.446032,1526757271132315648,2022-05-18 02:51:13+00:00,0,0,0,0,,,,,dcc_0,187,topaz (bc housing OR vreb OR umbrella society OR dvba OR the backpack project OR makola housing society OR emergency housing OR people with lived experience OR pit count OR front line OR front line worker OR front line OR poverty OR stolen OR housing OR tent OR addicted OR alcoholic OR collusion) lang:en -is:retweet,topaz,Positive,0.3714296817779541
31,"Alas, here is Kothar, an outlaw with a short sword and a leather armor.

Str:10(⚃⚀⚄), Ag:13(⚄⚃⚃), Stam:12(⚅⚀⚄), Per:9(⚂⚃⚁), Int:12(⚀⚄⚅), Luck:10(⚂⚃⚂)

A creepy topaz crown was stolen from the armory by a shrieker. It must be found!",2022-05-23 10:13:06.446032,1526671741237354496,2022-05-17 21:11:21+00:00,0,0,0,0,,,,,Newmoonbot1,5,topaz (bc housing OR vreb OR umbrella society OR dvba OR the backpack project OR makola housing society OR emergency housing OR people with lived experience OR pit count OR front line OR front line worker OR front line OR poverty OR stolen OR housing OR tent OR addicted OR alcoholic OR collusion) lang:en -is:retweet,topaz,Positive,0.3926573693752289
32,"Tired of poor looking visuals and the low turnout  that come with them? TOPAZ_MEDIA offers a range of services for brand and business owners and for individuals with a specific target audience.
DM or Call/Whatsapp:+2348101189929 https://t.co/BPSRslQnbe",2022-05-23 10:13:07.905872,1528716011683336192,2022-05-23 12:34:34+00:00,0,0,1,0,,,,,Booniearilomo,371,topaz (island health OR peers victoria resources society OR the mustard seed OR pacifica housing OR tenant action group victoria OR habitat for humanity victoria OR affordable housing OR person experiencing homelessness OR pit OR frontline worker OR frontline OR frontline worker OR poor OR encampment OR low-income OR unhoused OR drugs OR drugs OR overdose) lang:en -is:retweet,topaz,Positive,0.3810279965400696
33,"@kinga_valentino @dogbus999 @stefsrescue I don’t want to put u thru the miseries again but did Topaz received his injuries during the war. Poor boy, my heart goes out for him. Whatever the reason but humans are always responsible for making the lives of animals unbearable on this planet, where they were here,before us.",2022-05-23 10:13:07.905872,1528314416919261184,2022-05-22 09:58:46+00:00,0,0,0,0,,,,,ShaneLeRoy3,39,topaz (island health OR peers victoria resources society OR the mustard seed OR pacifica housing OR tenant action group victoria OR habitat for humanity victoria OR affordable housing OR person experiencing homelessness OR pit OR frontline worker OR frontline OR frontline worker OR poor OR encampment OR low-income OR unhoused OR drugs OR drugs OR overdose) lang:en -is:retweet,topaz,Positive,0.34895244240760803
34,"@kinga_valentino @dogbus999 @stefsrescue Poor Topaz, I hope that he’s in a happier place somewhere with all his disabilities healed.",2022-05-23 10:13:07.905872,1528312428018081792,2022-05-22 09:50:52+00:00,0,0,0,0,,,,,iamaracingnut,506,topaz (island health OR peers victoria resources society OR the mustard seed OR pacifica housing OR tenant action group victoria OR habitat for humanity victoria OR affordable housing OR person experiencing homelessness OR pit OR frontline worker OR frontline OR frontline worker OR poor OR encampment OR low-income OR unhoused OR drugs OR drugs OR overdose) lang:en -is:retweet,topaz,Positive,0.3710503578186035
35,"@NAUSECAR WOW!! So glad you are ok!!
Awww Poor Topaz 💙💙💙",2022-05-23 10:13:07.905872,1528228158281072640,2022-05-22 04:16:00+00:00,0,0,1,0,,,,,AngieCow66,51,topaz (island health OR peers victoria resources society OR the mustard seed OR pacifica housing OR tenant action group victoria OR habitat for humanity victoria OR affordable housing OR person experiencing homelessness OR pit OR frontline worker OR frontline OR frontline worker OR poor OR encampment OR low-income OR unhoused OR drugs OR drugs OR overdose) lang:en -is:retweet,topaz,Neutral,0.35943201184272766
36,@kinga_valentino @dogbus999 @stefsrescue If anybody is in contact with Emily who risked her own life to rescue Topaz in the beginning please pass on our condolences and let her know we are thinking of her too♥️The photos of them together were heartwarming to say the least ..Poor girl must be broken 🥺,2022-05-23 10:13:07.905872,1528122791802937346,2022-05-21 21:17:19+00:00,0,0,20,1,,,,,JenniferANause,6,topaz (island health OR peers victoria resources society OR the mustard seed OR pacifica housing OR tenant action group victoria OR habitat for humanity victoria OR affordable housing OR person experiencing homelessness OR pit OR frontline worker OR frontline OR frontline worker OR poor OR encampment OR low-income OR unhoused OR drugs OR drugs OR overdose) lang:en -is:retweet,topaz,Positive,0.3639405071735382
37,@NAUSECAR Poor Topaz. You are so lucky you didn’t get hurt and your trailer survived. You and @MrsNAUSECAR will never forget your first RV trip.,2022-05-23 10:13:07.905872,1528102236823379968,2022-05-21 19:55:38+00:00,1,0,2,0,,,,,janewaldrop,232,topaz (island health OR peers victoria resources society OR the mustard seed OR pacifica housing OR tenant action group victoria OR habitat for humanity victoria OR affordable housing OR person experiencing homelessness OR pit OR frontline worker OR frontline OR frontline worker OR poor OR encampment OR low-income OR unhoused OR drugs OR drugs OR overdose) lang:en -is:retweet,topaz,Positive,0.37335488200187683
38,"@NAUSECAR Thank God y’all are okay physically. Prayers for everyone there, including poor Topaz.",2022-05-23 10:13:07.905872,1528102209308835846,2022-05-21 19:55:32+00:00,0,0,1,0,,,,,NAUSECAR,1679,topaz (island health OR peers victoria resources society OR the mustard seed OR pacifica housing OR tenant action group victoria OR habitat for humanity victoria OR affordable housing OR person experiencing homelessness OR pit OR frontline worker OR frontline OR frontline worker OR poor OR encampment OR low-income OR unhoused OR drugs OR drugs OR overdose) lang:en -is:retweet,topaz,Positive,0.39574185013771057
39,Was going to go over. I really hope everyone is ok. My poor Topaz is terrified. When we finally did make a run for it into the trailer it was shaking soo bad.. I honestly thought this was going to be the first and last trip with the trailer. I am soo sorry to my Topaz. I knew https://t.co/ziAxgLUuBG,2022-05-23 10:13:07.905872,1528088134990405633,2022-05-21 18:59:36+00:00,3,0,6,0,,,,,MonstrousHaiku,35,topaz (island health OR peers victoria resources society OR the mustard seed OR pacifica housing OR tenant action group victoria OR habitat for humanity victoria OR affordable housing OR person experiencing homelessness OR pit OR frontline worker OR frontline OR frontline worker OR poor OR encampment OR low-income OR unhoused OR drugs OR drugs OR overdose) lang:en -is:retweet,topaz,Positive,0.3804250955581665
40,Topaz boat captain; Purple tiger in hovel; Horse crawls to sad pit.,2022-05-23 10:13:07.905872,1528065584663080961,2022-05-21 17:30:00+00:00,0,0,0,0,,,,,Shazza947,8,topaz (island health OR peers victoria resources society OR the mustard seed OR pacifica housing OR tenant action group victoria OR habitat for humanity victoria OR affordable housing OR person experiencing homelessness OR pit OR frontline worker OR frontline OR frontline worker OR poor OR encampment OR low-income OR unhoused OR drugs OR drugs OR overdose) lang:en -is:retweet,topaz,Positive,0.3860073387622833
41,@kinga_valentino @stefsrescue Omg that is such heart breaking news about poor beautiful Topaz . The world is full of cruel humans that put innocent animals through so much pain and suffering. A big thankyou to everybody who helped this beautiful boy. You were all his angles 😇😇he knew you all cared for him❤,2022-05-23 10:13:07.905872,1527198803669164032,2022-05-19 08:05:43+00:00,0,0,1,0,,,,,Caz2022xx,219,topaz (island health OR peers victoria resources society OR the mustard seed OR pacifica housing OR tenant action group victoria OR habitat for humanity victoria OR affordable housing OR person experiencing homelessness OR pit OR frontline worker OR frontline OR frontline worker OR poor OR encampment OR low-income OR unhoused OR drugs OR drugs OR overdose) lang:en -is:retweet,topaz,Positive,0.3689144253730774
42,@kinga_valentino @stefsrescue Poor Topaz 😢😢 life is so cruel. It just gets worse and worse,2022-05-23 10:13:07.905872,1527043356714491905,2022-05-18 21:48:01+00:00,0,0,0,0,,,,,TelennduDobes,1411,topaz (island health OR peers victoria resources society OR the mustard seed OR pacifica housing OR tenant action group victoria OR habitat for humanity victoria OR affordable housing OR person experiencing homelessness OR pit OR frontline worker OR frontline OR frontline worker OR poor OR encampment OR low-income OR unhoused OR drugs OR drugs OR overdose) lang:en -is:retweet,topaz,Positive,0.3478703498840332
43,@stefsrescue Thank you Stef for being so brave there is only one outcome poor Topaz has suffered enough he needs to be at peace now.,2022-05-23 10:13:07.905872,1526988624667070464,2022-05-18 18:10:32+00:00,1,0,2,0,"Dishforth, England",3e1ebfb35d2f6788,"[-1.4211505, 54.1499285, -1.4139619, 54.1554942]",,TinyTot66,582,topaz (island health OR peers victoria resources society OR the mustard seed OR pacifica housing OR tenant action group victoria OR habitat for humanity victoria OR affordable housing OR person experiencing homelessness OR pit OR frontline worker OR frontline OR frontline worker OR poor OR encampment OR low-income OR unhoused OR drugs OR drugs OR overdose) lang:en -is:retweet,topaz,Positive,0.3938466012477875
