,text,scrape_time,tweet_id,created_at,reply_count,quote_count,like_count,retweet_count,geo_full_name,geo_id,geo_bbox,tweet_coordinate,username,num_followers,search_keywords,search_neighbourhood,sentiment,score
10,Beacon Communities taking on former Letche School in the Lower Hill behind the EIC for 46-unit affordable housing redevelopment: https://t.co/AZYxNsZ53E #pittsburgh #affordablehousing,2022-05-17 21:43:08.628894,1526275756703227904,2022-05-16 18:57:51+00:00,0,1,3,1,,,,,PBT_Tim,2596,beacon hill (bc housing OR vreb OR umbrella society OR dvba OR the backpack project OR makola housing society OR emergency housing OR people with lived experience OR pit count OR front line OR front line worker OR front line OR poverty OR stolen OR housing OR tent OR addicted OR alcoholic OR collusion) lang:en -is:retweet,beacon hill,Positive,0.3483719229698181
11,"Early morning zoom with the Democratic Council of Martha’s Vineyard. Enjoyed speaking with you all about ways to improve housing, combat climate change, as well as the importance of having executive experience on Beacon Hill. Thank you for having me! https://t.co/6rcnxOeCs4",2022-05-17 21:43:08.628894,1525480033099427841,2022-05-14 14:15:56+00:00,1,0,10,0,,,,,MayorDriscoll,14190,beacon hill (bc housing OR vreb OR umbrella society OR dvba OR the backpack project OR makola housing society OR emergency housing OR people with lived experience OR pit count OR front line OR front line worker OR front line OR poverty OR stolen OR housing OR tent OR addicted OR alcoholic OR collusion) lang:en -is:retweet,beacon hill,Neutral,0.3446108102798462
12,"Geoff Diehl
@RepGeoffDiehl

Gas prices hit a record in Massachusetts, food costs are through the roof and housing prices are sky high.
What is Beacon Hill doing about it? Nothing.
Time for new leadership in November - https://t.co/8xCmyyKZwI",2022-05-17 21:43:08.628894,1525230295154401282,2022-05-13 21:43:34+00:00,0,0,0,0,,,,,KaiWang77716866,161,beacon hill (bc housing OR vreb OR umbrella society OR dvba OR the backpack project OR makola housing society OR emergency housing OR people with lived experience OR pit count OR front line OR front line worker OR front line OR poverty OR stolen OR housing OR tent OR addicted OR alcoholic OR collusion) lang:en -is:retweet,beacon hill,Positive,0.3551446199417114
13,"@DannyEstewART @Adam_Stirling @CityOfVictoria Burnside Gorge needs as many polling stations as there were supportive/temporary housing foisted on the community. 

I would say put one on every corner of BeACon Hill Park too.",2022-05-17 21:43:08.628894,1525183678141198336,2022-05-13 18:38:20+00:00,0,0,4,0,,,,,BlueCarrotSoup,69,beacon hill (bc housing OR vreb OR umbrella society OR dvba OR the backpack project OR makola housing society OR emergency housing OR people with lived experience OR pit count OR front line OR front line worker OR front line OR poverty OR stolen OR housing OR tent OR addicted OR alcoholic OR collusion) lang:en -is:retweet,beacon hill,Negative,0.3617517352104187
14,"@JustinKellyOTT @ArielTroster Well, having lived in Blackburn Hamlet and Beacon Hill North, I saw a number of great housing options in IMO very walkable suburbs. They both have clinics, grocer, pharmacy, and schools in comfortable walking distance. It's sad they don't build 'em like this anymore...",2022-05-17 21:43:08.628894,1525128387420880896,2022-05-13 14:58:37+00:00,0,0,1,0,,,,,sfyro,655,beacon hill (bc housing OR vreb OR umbrella society OR dvba OR the backpack project OR makola housing society OR emergency housing OR people with lived experience OR pit count OR front line OR front line worker OR front line OR poverty OR stolen OR housing OR tent OR addicted OR alcoholic OR collusion) lang:en -is:retweet,beacon hill,Negative,0.3547815680503845
15,"@JohnM53093509 @d_snoots @charliekirk11 Asylum? What are they hiding from, poverty, hunger, their mother in law? This country was not always the beacon on the hill. The people who made this country great ran towards those things (except the mother in law) and used their freedom to create a better nation. Wake up.",2022-05-17 21:43:08.628894,1524826849037123584,2022-05-12 19:00:25+00:00,0,0,5,1,,,,,HOGG8675309,1,beacon hill (bc housing OR vreb OR umbrella society OR dvba OR the backpack project OR makola housing society OR emergency housing OR people with lived experience OR pit count OR front line OR front line worker OR front line OR poverty OR stolen OR housing OR tent OR addicted OR alcoholic OR collusion) lang:en -is:retweet,beacon hill,Positive,0.3727230429649353
16,"Kowloon Tong, One Beacon Hill
For Sale: HKD$33.8 Millions
Saleable area:1,054ft²
Famous housing estates, two railways, convenient transportation
Detail: https://t.co/pUWdEanLk8
https://t.co/pUWdEanLk8",2022-05-17 21:43:08.628894,1524338536404889600,2022-05-11 10:40:02+00:00,0,0,1,0,,,,,hk_squarefoot,1352,beacon hill (bc housing OR vreb OR umbrella society OR dvba OR the backpack project OR makola housing society OR emergency housing OR people with lived experience OR pit count OR front line OR front line worker OR front line OR poverty OR stolen OR housing OR tent OR addicted OR alcoholic OR collusion) lang:en -is:retweet,beacon hill,Positive,0.37508904933929443
17,"Michael Polite has been a great partner. Yesterday, was the ribbon cutting for the former Lemington Home  into senior housing and the E. Lib health center &amp; a story on his project at the Letche School into 46 affordable units 
https://t.co/S9KJ8MErxO https://t.co/DIyHDtFpKD",2022-05-17 21:43:09.971878,1526546333095583744,2022-05-17 12:53:02+00:00,0,0,3,0,,,,,danielgilman,11817,beacon hill (island health OR peers victoria resources society OR the mustard seed OR pacifica housing OR tenant action group victoria OR habitat for humanity victoria OR affordable housing OR person experiencing homelessness OR pit OR frontline worker OR frontline OR frontline worker OR poor OR encampment OR low-income OR unhoused OR drugs OR drugs OR overdose) lang:en -is:retweet,beacon hill,Neutral,0.35165518522262573
18,Beacon Communities is preparing to take a long-mothballed former school in the Hill District and renovate it into its next affordable housing redevelopment in Pittsburgh.  https://t.co/3TVyXJQscV,2022-05-17 21:43:09.971878,1526276418681901065,2022-05-16 19:00:29+00:00,0,0,2,0,,,,,PghBizTimes,31696,beacon hill (island health OR peers victoria resources society OR the mustard seed OR pacifica housing OR tenant action group victoria OR habitat for humanity victoria OR affordable housing OR person experiencing homelessness OR pit OR frontline worker OR frontline OR frontline worker OR poor OR encampment OR low-income OR unhoused OR drugs OR drugs OR overdose) lang:en -is:retweet,beacon hill,Positive,0.3362540006637573
19,Beacon Communities taking on former Letche School in the Lower Hill behind the EIC for 46-unit affordable housing redevelopment: https://t.co/AZYxNsZ53E #pittsburgh #affordablehousing,2022-05-17 21:43:09.971878,1526275756703227904,2022-05-16 18:57:51+00:00,0,1,3,1,,,,,PBT_Tim,2596,beacon hill (island health OR peers victoria resources society OR the mustard seed OR pacifica housing OR tenant action group victoria OR habitat for humanity victoria OR affordable housing OR person experiencing homelessness OR pit OR frontline worker OR frontline OR frontline worker OR poor OR encampment OR low-income OR unhoused OR drugs OR drugs OR overdose) lang:en -is:retweet,beacon hill,Positive,0.3483719229698181
20,@CHEK_News @hannah_lepine Sadly this announcement runs concurrently with the story of Parksville’s rising homelessness for seniors.  A trip to a museum or art gallery is a cultural luxury for those with time and money…who live indoors.  Did Horgan not see the encampment at Beacon Hill Park next door?,2022-05-17 21:43:09.971878,1525832685792374785,2022-05-15 13:37:15+00:00,0,0,1,0,,,,,mr2bubby,4,beacon hill (island health OR peers victoria resources society OR the mustard seed OR pacifica housing OR tenant action group victoria OR habitat for humanity victoria OR affordable housing OR person experiencing homelessness OR pit OR frontline worker OR frontline OR frontline worker OR poor OR encampment OR low-income OR unhoused OR drugs OR drugs OR overdose) lang:en -is:retweet,beacon hill,Negative,0.3463541269302368
21,"Beacon Hill Stoves. top prices, 3rd rate work. Very poor work, poor finish, and invalid Hetas certificate!!",2022-05-17 21:43:09.971878,1525533519052668932,2022-05-14 17:48:28+00:00,0,0,0,0,,,,,Chris24436279,0,beacon hill (island health OR peers victoria resources society OR the mustard seed OR pacifica housing OR tenant action group victoria OR habitat for humanity victoria OR affordable housing OR person experiencing homelessness OR pit OR frontline worker OR frontline OR frontline worker OR poor OR encampment OR low-income OR unhoused OR drugs OR drugs OR overdose) lang:en -is:retweet,beacon hill,Positive,0.35565486550331116
22,"@northeastcon @BasedmanAF @NovElection2024 I remember when a Republican President said the U.S. was a shining city upon a hill whose beacon light guides freedom-loving people everywhere.  I remember our statue of liberty, which said ""give me your tired, your poor..."" Trump destroyed that, and who are.",2022-05-17 21:43:09.971878,1525474173782396930,2022-05-14 13:52:39+00:00,1,0,0,0,,,,,ZPoet,26351,beacon hill (island health OR peers victoria resources society OR the mustard seed OR pacifica housing OR tenant action group victoria OR habitat for humanity victoria OR affordable housing OR person experiencing homelessness OR pit OR frontline worker OR frontline OR frontline worker OR poor OR encampment OR low-income OR unhoused OR drugs OR drugs OR overdose) lang:en -is:retweet,beacon hill,Negative,0.3684750497341156
23,"@markyeg Beacon Hill parks is great too. Or at least it used to be, the wokes have done their best to let it turn into a heroin encampment or so I’ve heard. Also the campus of Royal Roads is gorgeous",2022-05-17 21:43:09.971878,1525216032993923072,2022-05-13 20:46:54+00:00,1,0,0,0,,,,,ChrisFordYYC,655,beacon hill (island health OR peers victoria resources society OR the mustard seed OR pacifica housing OR tenant action group victoria OR habitat for humanity victoria OR affordable housing OR person experiencing homelessness OR pit OR frontline worker OR frontline OR frontline worker OR poor OR encampment OR low-income OR unhoused OR drugs OR drugs OR overdose) lang:en -is:retweet,beacon hill,Negative,0.34359875321388245
24,"Michael Polite has been a great partner. Yesterday, was the ribbon cutting for the former Lemington Home  into senior housing and the E. Lib health center &amp; a story on his project at the Letche School into 46 affordable units 
https://t.co/S9KJ8MErxO https://t.co/DIyHDtFpKD",2022-05-17 21:43:11.334943,1526546333095583744,2022-05-17 12:53:02+00:00,0,0,3,0,,,,,danielgilman,11817,beacon hill (aboriginal coalition to end homelessness OR our place society OR aids vancouver island OR the existence project OR salvation army victoria OR red cedar café OR subsidized housing OR community plan to end homelessness OR harm reduction OR front line worker OR front line OR front line worker OR crime OR camp OR homeless OR affordable OR evicted OR drug use OR overdosed) lang:en -is:retweet,beacon hill,Neutral,0.35165518522262573
25,100 years of @BHCivic! Civic activism gets results — Beacon Hill Civic Association has a record for realizing neighborhood improvements from green space to affordable house and historic preservation. Here’s to 100 more years! https://t.co/lbZ6kwh8po,2022-05-17 21:43:11.334943,1526405366392754176,2022-05-17 03:32:53+00:00,0,0,1,0,,,,,kn_avery,718,beacon hill (aboriginal coalition to end homelessness OR our place society OR aids vancouver island OR the existence project OR salvation army victoria OR red cedar café OR subsidized housing OR community plan to end homelessness OR harm reduction OR front line worker OR front line OR front line worker OR crime OR camp OR homeless OR affordable OR evicted OR drug use OR overdosed) lang:en -is:retweet,beacon hill,Neutral,0.3582126796245575
26,Beacon Communities is preparing to take a long-mothballed former school in the Hill District and renovate it into its next affordable housing redevelopment in Pittsburgh.  https://t.co/3TVyXJQscV,2022-05-17 21:43:11.334943,1526276418681901065,2022-05-16 19:00:29+00:00,0,0,2,0,,,,,PghBizTimes,31696,beacon hill (aboriginal coalition to end homelessness OR our place society OR aids vancouver island OR the existence project OR salvation army victoria OR red cedar café OR subsidized housing OR community plan to end homelessness OR harm reduction OR front line worker OR front line OR front line worker OR crime OR camp OR homeless OR affordable OR evicted OR drug use OR overdosed) lang:en -is:retweet,beacon hill,Positive,0.3362540006637573
27,Beacon Communities taking on former Letche School in the Lower Hill behind the EIC for 46-unit affordable housing redevelopment: https://t.co/AZYxNsZ53E #pittsburgh #affordablehousing,2022-05-17 21:43:11.334943,1526275756703227904,2022-05-16 18:57:51+00:00,0,1,3,1,,,,,PBT_Tim,2596,beacon hill (aboriginal coalition to end homelessness OR our place society OR aids vancouver island OR the existence project OR salvation army victoria OR red cedar café OR subsidized housing OR community plan to end homelessness OR harm reduction OR front line worker OR front line OR front line worker OR crime OR camp OR homeless OR affordable OR evicted OR drug use OR overdosed) lang:en -is:retweet,beacon hill,Positive,0.3483719229698181
28,"Dianne Wilkerson left Beacon Hill under a cloud of disgrace. Now, she’s asking voters for another shot. https://t.co/JgHO7U1JLT",2022-05-17 21:43:11.334943,1526251395275493377,2022-05-16 17:21:03+00:00,2,2,2,3,,,,,BostonGlobe,804011,beacon hill (aboriginal coalition to end homelessness OR our place society OR aids vancouver island OR the existence project OR salvation army victoria OR red cedar café OR subsidized housing OR community plan to end homelessness OR harm reduction OR front line worker OR front line OR front line worker OR crime OR camp OR homeless OR affordable OR evicted OR drug use OR overdosed) lang:en -is:retweet,beacon hill,Positive,0.3604186773300171
29,"@renniefantastic @AwaitingJuno @GraceALore @RoyalBCMuseum If it’s not opening until 2030, can we make sure we put a copy of the (beheaded) Queen’s bust in there to show the inaction on crime during the first year of the pandemic in Beacon Hill Park.

Also, how does one capture ineffectiveness and virtue signalling in a inanimate object?",2022-05-17 21:43:11.334943,1525480153815494656,2022-05-14 14:16:25+00:00,1,0,5,0,,,,,ShellyUrquhart,530,beacon hill (aboriginal coalition to end homelessness OR our place society OR aids vancouver island OR the existence project OR salvation army victoria OR red cedar café OR subsidized housing OR community plan to end homelessness OR harm reduction OR front line worker OR front line OR front line worker OR crime OR camp OR homeless OR affordable OR evicted OR drug use OR overdosed) lang:en -is:retweet,beacon hill,Negative,0.3458837568759918
30,British Camp is an Iron Age hill fort located at the top of Herefordshire Beacon in the Malvern Hills. https://t.co/u9C8ZqqRIH https://t.co/LCYq0Qu5ii,2022-05-17 21:43:11.334943,1524796560453910528,2022-05-12 17:00:04+00:00,0,0,2,0,,,,,wikishire,776,beacon hill (aboriginal coalition to end homelessness OR our place society OR aids vancouver island OR the existence project OR salvation army victoria OR red cedar café OR subsidized housing OR community plan to end homelessness OR harm reduction OR front line worker OR front line OR front line worker OR crime OR camp OR homeless OR affordable OR evicted OR drug use OR overdosed) lang:en -is:retweet,beacon hill,Positive,0.3522290885448456
31,"@KristaLoughton position on (plz): increased crime and policing costs, Crystal Pool rebuild, 24/7 camping, Sunday Parking and business friendly initiatives dt, Dog Park at royal athletic, Beacon Hill access for all (including access for those req. cars), amalgamation (with at least Saanich)...",2022-05-17 21:43:11.334943,1524786311755751424,2022-05-12 16:19:20+00:00,1,0,1,0,,,,,roblittledotca,351,beacon hill (aboriginal coalition to end homelessness OR our place society OR aids vancouver island OR the existence project OR salvation army victoria OR red cedar café OR subsidized housing OR community plan to end homelessness OR harm reduction OR front line worker OR front line OR front line worker OR crime OR camp OR homeless OR affordable OR evicted OR drug use OR overdosed) lang:en -is:retweet,beacon hill,Positive,0.36927977204322815
32,@HeartAGlow @Adam_Stirling @CharlesBodi @TheBackPackPro1 @KristaLoughton @SOFMCVIC @self_govern4us The October election looks like it will be highly polarized event. The dividing issues will be a) crime and defunding the police b) cycling infrastructure c) up-zoning e) Clover Point f) Beacon Hill Park.,2022-05-17 21:43:11.334943,1524460986731614208,2022-05-11 18:46:37+00:00,1,1,1,0,,,,,Stew16art,451,beacon hill (aboriginal coalition to end homelessness OR our place society OR aids vancouver island OR the existence project OR salvation army victoria OR red cedar café OR subsidized housing OR community plan to end homelessness OR harm reduction OR front line worker OR front line OR front line worker OR crime OR camp OR homeless OR affordable OR evicted OR drug use OR overdosed) lang:en -is:retweet,beacon hill,Negative,0.3604332208633423
33,"Michael Polite has been a great partner. Yesterday, was the ribbon cutting for the former Lemington Home  into senior housing and the E. Lib health center &amp; a story on his project at the Letche School into 46 affordable units 
https://t.co/S9KJ8MErxO https://t.co/DIyHDtFpKD",2022-05-17 21:43:12.701475,1526546333095583744,2022-05-17 12:53:02+00:00,0,0,3,0,,,,,danielgilman,11817,"beacon hill (aceh OR ops OR avi OR the john howard society of victoria OR substance uvic OR encampment OR peer housing support OR coordinated access ""and"" assessment OR safe supply OR frontline OR frontline worker OR healthcare OR violence OR camper OR homelessness OR affordable housing OR eviction OR social housing OR social structure) lang:en -is:retweet",beacon hill,Neutral,0.35165518522262573
34,Beacon Communities is preparing to take a long-mothballed former school in the Hill District and renovate it into its next affordable housing redevelopment in Pittsburgh.  https://t.co/3TVyXJQscV,2022-05-17 21:43:12.701475,1526276418681901065,2022-05-16 19:00:29+00:00,0,0,2,0,,,,,PghBizTimes,31696,"beacon hill (aceh OR ops OR avi OR the john howard society of victoria OR substance uvic OR encampment OR peer housing support OR coordinated access ""and"" assessment OR safe supply OR frontline OR frontline worker OR healthcare OR violence OR camper OR homelessness OR affordable housing OR eviction OR social housing OR social structure) lang:en -is:retweet",beacon hill,Positive,0.3362540006637573
35,Beacon Communities taking on former Letche School in the Lower Hill behind the EIC for 46-unit affordable housing redevelopment: https://t.co/AZYxNsZ53E #pittsburgh #affordablehousing,2022-05-17 21:43:12.701475,1526275756703227904,2022-05-16 18:57:51+00:00,0,1,3,1,,,,,PBT_Tim,2596,"beacon hill (aceh OR ops OR avi OR the john howard society of victoria OR substance uvic OR encampment OR peer housing support OR coordinated access ""and"" assessment OR safe supply OR frontline OR frontline worker OR healthcare OR violence OR camper OR homelessness OR affordable housing OR eviction OR social housing OR social structure) lang:en -is:retweet",beacon hill,Positive,0.3483719229698181
36,"Way to go ...Brother 👏
If majority of us ""Good White People"" stand our ground - as you did, then the evil ""far right-wing GQP"" will be no more! We'll regain honor, become beacon of the world and shining City on the hill with no racism, hatred and violence. 
Watch &amp; RETWEET
👇 https://t.co/tC27MwE4Jh https://t.co/y7PL1BYRL0",2022-05-17 21:43:12.701475,1526202551233875969,2022-05-16 14:06:58+00:00,0,0,1,0,,,,,007mrd,3901,"beacon hill (aceh OR ops OR avi OR the john howard society of victoria OR substance uvic OR encampment OR peer housing support OR coordinated access ""and"" assessment OR safe supply OR frontline OR frontline worker OR healthcare OR violence OR camper OR homelessness OR affordable housing OR eviction OR social housing OR social structure) lang:en -is:retweet",beacon hill,Negative,0.3648015260696411
37,"@Sinfulskin2 Were # 1.
Were # 1, in gun violence &amp; deaths for 200 years running! 
Remember image is everything!
We mustn’t break our tradition!
4 We are the shiny beacon on the hill!
Maybe that why we started burying our dead on hills???
GOP will eventually die on that hill of guns!",2022-05-17 21:43:12.701475,1526001376773414914,2022-05-16 00:47:34+00:00,1,0,2,0,,,,,ChrisBu29550966,2219,"beacon hill (aceh OR ops OR avi OR the john howard society of victoria OR substance uvic OR encampment OR peer housing support OR coordinated access ""and"" assessment OR safe supply OR frontline OR frontline worker OR healthcare OR violence OR camper OR homelessness OR affordable housing OR eviction OR social housing OR social structure) lang:en -is:retweet",beacon hill,Positive,0.363472580909729
38,@CHEK_News @hannah_lepine Sadly this announcement runs concurrently with the story of Parksville’s rising homelessness for seniors.  A trip to a museum or art gallery is a cultural luxury for those with time and money…who live indoors.  Did Horgan not see the encampment at Beacon Hill Park next door?,2022-05-17 21:43:12.701475,1525832685792374785,2022-05-15 13:37:15+00:00,0,0,1,0,,,,,mr2bubby,4,"beacon hill (aceh OR ops OR avi OR the john howard society of victoria OR substance uvic OR encampment OR peer housing support OR coordinated access ""and"" assessment OR safe supply OR frontline OR frontline worker OR healthcare OR violence OR camper OR homelessness OR affordable housing OR eviction OR social housing OR social structure) lang:en -is:retweet",beacon hill,Negative,0.3463541269302368
39,"@markyeg Beacon Hill parks is great too. Or at least it used to be, the wokes have done their best to let it turn into a heroin encampment or so I’ve heard. Also the campus of Royal Roads is gorgeous",2022-05-17 21:43:12.701475,1525216032993923072,2022-05-13 20:46:54+00:00,1,0,0,0,,,,,ChrisFordYYC,655,"beacon hill (aceh OR ops OR avi OR the john howard society of victoria OR substance uvic OR encampment OR peer housing support OR coordinated access ""and"" assessment OR safe supply OR frontline OR frontline worker OR healthcare OR violence OR camper OR homelessness OR affordable housing OR eviction OR social housing OR social structure) lang:en -is:retweet",beacon hill,Negative,0.34359875321388245
40,@Stephen_Andrew Open beacon Hill park. Restore clover point. Quit arbitrarily blocking roads. Clean downtown. Put up Christmas decorations. Eliminate all Camping in parks.,2022-05-17 21:43:15.216123,1526747720039268352,2022-05-18 02:13:16+00:00,0,0,1,0,,,,,Bruce55368227,226,beacon hill (victoria real estate board OR safer victoria OR the downtown victoria business association OR solid outreach OR foundry victoria OR low-income OR lived experience OR point in time OR frontline OR frontline worker OR frontline OR temporary shelter OR theft OR shelter OR camping OR addict OR narcotics OR collude) lang:en -is:retweet,beacon hill,Negative,0.35152897238731384
41,"Cosdon Hill/Beacon/Cawsand Beacon - Dartmoor at the Cairn &amp;  triangulation point on the summit- blown up and down &amp; thankful for shelter - as Tozer wrote “Hearing voices, strange and low,
Mystic tones that come and go,
Seeing tors salute each other,
Every one a friend https://t.co/XNUw2TjFQC",2022-05-17 21:43:15.216123,1526317718550548481,2022-05-16 21:44:36+00:00,0,0,1,0,"Salford, England",31fffbe34de66921,"[-2.454026, 53.4163477, -2.245107, 53.5342592]",,hamiltonclive,190,beacon hill (victoria real estate board OR safer victoria OR the downtown victoria business association OR solid outreach OR foundry victoria OR low-income OR lived experience OR point in time OR frontline OR frontline worker OR frontline OR temporary shelter OR theft OR shelter OR camping OR addict OR narcotics OR collude) lang:en -is:retweet,beacon hill,Negative,0.36364564299583435
42,"@KristaLoughton position on (plz): increased crime and policing costs, Crystal Pool rebuild, 24/7 camping, Sunday Parking and business friendly initiatives dt, Dog Park at royal athletic, Beacon Hill access for all (including access for those req. cars), amalgamation (with at least Saanich)...",2022-05-17 21:43:15.216123,1524786311755751424,2022-05-12 16:19:20+00:00,1,0,1,0,,,,,roblittledotca,351,beacon hill (victoria real estate board OR safer victoria OR the downtown victoria business association OR solid outreach OR foundry victoria OR low-income OR lived experience OR point in time OR frontline OR frontline worker OR frontline OR temporary shelter OR theft OR shelter OR camping OR addict OR narcotics OR collude) lang:en -is:retweet,beacon hill,Positive,0.36927977204322815
