,text,scrape_time,tweet_id,created_at,reply_count,quote_count,like_count,retweet_count,geo_full_name,geo_id,username,num_followers,search_keywords,search_neighbourhood
166,Thanks to Evan Jennings and PowerhousePrecisionEngines my 79 Suburban has a new lease on life.  40% less fuel yet with more power.  Happy Camper I am. Thanks also to Bob and Dave at Gorge Auto for the great install. https://t.co/nDugxe6mlA,2022-08-02 22:37:16.652002,1553216666493861888,2022-07-30 03:11:25+00:00,0.0,0.0,0.0,0.0,,,JayJennings88,7,(sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć) (beacon community services OR fernwood community association OR mental health society of greater victoria OR safer victoria OR the existence project OR united way southern vancouver island OR victoria real estate board OR subsidized housing OR pit count OR front line OR front line worker OR stolen OR camper OR evicted OR collusion) lang:en -is:retweet,sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć
167,"@marrkstep @mauriciocurbelo @SeamusAndrew2 @TalktoARYZE @DavidGrypma Oh, one more thing if you don't mind Mark. I was looking at the Chown 11 Gorge View Society project. It looks to be quite the project. Someone however had mentioned that 200 people may be evicted. Had you heard anything in that regard? I am trying to find out if this is correct. https://t.co/VgHN925e52",2022-08-02 22:37:16.652002,1552502821227941888,2022-07-28 03:54:51+00:00,1.0,0.0,1.0,0.0,,,MS_athlete,1768,(sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć) (beacon community services OR fernwood community association OR mental health society of greater victoria OR safer victoria OR the existence project OR united way southern vancouver island OR victoria real estate board OR subsidized housing OR pit count OR front line OR front line worker OR stolen OR camper OR evicted OR collusion) lang:en -is:retweet,sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć
168,"If anyone needs a gold camping pass for Dave Matthews at the gorge this year, I am looking to sell it. Have 4 lawn for N3 available as well. #30DaysOut",2022-08-02 22:37:19.635915,1554298992229421056,2022-08-02 02:52:11+00:00,0.0,0.0,0.0,0.0,,,abu_Casey,895,"(sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć) (boys ""and"" girls club south vanouver island OR foundry victoria OR our place society OR salvation army victoria OR the homeless ideas podcast OR vancouver island mental health society OR victoria sexual assault centre OR peer housing support OR pit OR frontline worker OR healthcare OR encampment OR camping OR eviction OR overdose) lang:en -is:retweet",sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć
169,@ApoclpseStudent I think we're gonna save that for next summer &amp; break the drive up with camping on the way there &amp; back. So we're gonna let the kids choose between Great Smoky NP &amp; New River Gorge NP,2022-08-02 22:37:19.635915,1554230321679319041,2022-08-01 22:19:19+00:00,1.0,0.0,1.0,0.0,,,Drakaina_Tohru,295,"(sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć) (boys ""and"" girls club south vanouver island OR foundry victoria OR our place society OR salvation army victoria OR the homeless ideas podcast OR vancouver island mental health society OR victoria sexual assault centre OR peer housing support OR pit OR frontline worker OR healthcare OR encampment OR camping OR eviction OR overdose) lang:en -is:retweet",sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć
170,"#PSO2GLOBAL
#PSO2NGS
[Drakaina's log]
[1243 A.P]
[Day 142]
Im now back in the encampment after 24 Days and my hygiene isnt that great first thing tomorrow after I have a long relaxing rest is Im going to take a relaxing bath I deserve one and then Im going to Gorge myself on meat https://t.co/45kaKooZ4P",2022-08-02 22:37:19.635915,1554157539998171137,2022-08-01 17:30:07+00:00,0.0,0.0,3.0,1.0,,,Psilo_Siren,209,"(sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć) (boys ""and"" girls club south vanouver island OR foundry victoria OR our place society OR salvation army victoria OR the homeless ideas podcast OR vancouver island mental health society OR victoria sexual assault centre OR peer housing support OR pit OR frontline worker OR healthcare OR encampment OR camping OR eviction OR overdose) lang:en -is:retweet",sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć
171,Kids are off camping with the ex - time to gorge on SIGGRAPH videos on demand and not cook at all until they are back!  Ah the silence and lack of responsibility…,2022-08-02 22:37:19.635915,1553589072102191104,2022-07-31 03:51:13+00:00,0.0,0.0,1.0,0.0,"Port Moody, British Columbia",55b2935da16ddb91,immortalb4,1667,"(sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć) (boys ""and"" girls club south vanouver island OR foundry victoria OR our place society OR salvation army victoria OR the homeless ideas podcast OR vancouver island mental health society OR victoria sexual assault centre OR peer housing support OR pit OR frontline worker OR healthcare OR encampment OR camping OR eviction OR overdose) lang:en -is:retweet",sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć
172,@CampingWorld @marcuslemonis We've both got friends camping out in the Gorge this weekend! 🙂,2022-08-02 22:37:19.635915,1553522510620028928,2022-07-30 23:26:44+00:00,1.0,0.0,0.0,0.0,,,newrivergorge,3875,"(sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć) (boys ""and"" girls club south vanouver island OR foundry victoria OR our place society OR salvation army victoria OR the homeless ideas podcast OR vancouver island mental health society OR victoria sexual assault centre OR peer housing support OR pit OR frontline worker OR healthcare OR encampment OR camping OR eviction OR overdose) lang:en -is:retweet",sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć
173,Cabins or camping? Find the best accommodations to fit your preference and budget in the Gorge: https://t.co/KUJhJEYb9g https://t.co/K6Y4f5S7gL,2022-08-02 22:37:19.635915,1553475035154759680,2022-07-30 20:18:05+00:00,0.0,0.0,10.0,3.0,,,mtngoatsbot,4,"(sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć) (boys ""and"" girls club south vanouver island OR foundry victoria OR our place society OR salvation army victoria OR the homeless ideas podcast OR vancouver island mental health society OR victoria sexual assault centre OR peer housing support OR pit OR frontline worker OR healthcare OR encampment OR camping OR eviction OR overdose) lang:en -is:retweet",sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć
174,"And then the grass grows up to cover up the fire pit and the forge
Half a world away from the Olduvai gorge",2022-08-02 22:37:19.635915,1553455715519438848,2022-07-30 19:01:19+00:00,0.0,0.0,0.0,0.0,,,JeffNance84,37,"(sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć) (boys ""and"" girls club south vanouver island OR foundry victoria OR our place society OR salvation army victoria OR the homeless ideas podcast OR vancouver island mental health society OR victoria sexual assault centre OR peer housing support OR pit OR frontline worker OR healthcare OR encampment OR camping OR eviction OR overdose) lang:en -is:retweet",sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć
175,"@NewThinking2 @Fwd_Party Care for chronic smokers and those who gorge themselves into obesity. Again, the poll is TOTALLY wrong. 86% of Americans do NOT believe in free healthcare or free college as some sort of “human right” lol. That’s just socialism. And socialists are not that big a percentage. Sorry",2022-08-02 22:37:19.635915,1553421168085975042,2022-07-30 16:44:02+00:00,1.0,0.0,0.0,0.0,,,unusualhunger,15,"(sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć) (boys ""and"" girls club south vanouver island OR foundry victoria OR our place society OR salvation army victoria OR the homeless ideas podcast OR vancouver island mental health society OR victoria sexual assault centre OR peer housing support OR pit OR frontline worker OR healthcare OR encampment OR camping OR eviction OR overdose) lang:en -is:retweet",sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć
176,"And then the grass grows up to cover up the fire pit and the forge 
Half a world away from the Olduvai gorge",2022-08-02 22:37:19.635915,1553391938115473408,2022-07-30 14:47:53+00:00,0.0,0.0,0.0,0.0,,,KevinRettig,715,"(sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć) (boys ""and"" girls club south vanouver island OR foundry victoria OR our place society OR salvation army victoria OR the homeless ideas podcast OR vancouver island mental health society OR victoria sexual assault centre OR peer housing support OR pit OR frontline worker OR healthcare OR encampment OR camping OR eviction OR overdose) lang:en -is:retweet",sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć
177,@Jimi_Stella My buddy passed out @ The Gorge in 2019 in the pit during Black Peter. That was an interesting exfiltration.,2022-08-02 22:37:19.635915,1552780655419092993,2022-07-28 22:18:52+00:00,0.0,0.0,2.0,0.0,,,Anat0lAK,290,"(sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć) (boys ""and"" girls club south vanouver island OR foundry victoria OR our place society OR salvation army victoria OR the homeless ideas podcast OR vancouver island mental health society OR victoria sexual assault centre OR peer housing support OR pit OR frontline worker OR healthcare OR encampment OR camping OR eviction OR overdose) lang:en -is:retweet",sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć
178,"Ugh financially regretting having paid for gold camping when we didn’t even go and selling our tickets super dirt cheap for the gorge, but also being financially thankful that we didn’t have to pay for food, gas, dog sitter. Will I ever save money? Probably not.",2022-08-02 22:37:19.635915,1552769278876610560,2022-07-28 21:33:39+00:00,0.0,1.0,0.0,0.0,,,cenkuygur,550601,"(sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć) (boys ""and"" girls club south vanouver island OR foundry victoria OR our place society OR salvation army victoria OR the homeless ideas podcast OR vancouver island mental health society OR victoria sexual assault centre OR peer housing support OR pit OR frontline worker OR healthcare OR encampment OR camping OR eviction OR overdose) lang:en -is:retweet",sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć
179,"This system is absolutely sick. Only corrupt politicians who get paid by these insurance companies are in favor it. And oh yeah, all of the corrupt “reporters” and “anchors” in media who gorge on healthcare industry ads. Take back our government so it stops killing us for profit. https://t.co/PqcsPyGdyq Damn, watch how this woman fought back against her insurance company. Have you ever had a medical claim denied? Share the deets in the comments👇🏼 https://t.co/rXkBrQwGS9",2022-08-02 22:37:19.743399,1552760116931399680,2022-07-28 20:57:15+00:00,28.0,5.0,351.0,98.0,,,moonsongrry,2636,"(sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć) (boys ""and"" girls club south vanouver island OR foundry victoria OR our place society OR salvation army victoria OR the homeless ideas podcast OR vancouver island mental health society OR victoria sexual assault centre OR peer housing support OR pit OR frontline worker OR healthcare OR encampment OR camping OR eviction OR overdose) lang:en -is:retweet",sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć
180,@cherryt0wn camping for concerts at the gorge is literally the most awful experience . like no matter the artist it’s all middle aged dads in cowboy boots BE SERIOUS,2022-08-02 22:37:19.743399,1552744907629928448,2022-07-28 19:56:49+00:00,0.0,0.0,0.0,0.0,,,WatershedFest,16012,"(sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć) (boys ""and"" girls club south vanouver island OR foundry victoria OR our place society OR salvation army victoria OR the homeless ideas podcast OR vancouver island mental health society OR victoria sexual assault centre OR peer housing support OR pit OR frontline worker OR healthcare OR encampment OR camping OR eviction OR overdose) lang:en -is:retweet",sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć
181,"Welcome to The Gorge, campers! Camping is officially open 🤠 #shedbound2022 #heresto10years https://t.co/XgBFIck9GI",2022-08-02 22:37:19.743399,1552710111914704896,2022-07-28 17:38:33+00:00,0.0,0.0,20.0,2.0,,,JoanTree93,392,"(sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć) (boys ""and"" girls club south vanouver island OR foundry victoria OR our place society OR salvation army victoria OR the homeless ideas podcast OR vancouver island mental health society OR victoria sexual assault centre OR peer housing support OR pit OR frontline worker OR healthcare OR encampment OR camping OR eviction OR overdose) lang:en -is:retweet",sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć
182,@lildejahvu I was just camping last weekend in Washington at the Gorge. https://t.co/mOcTaomHYj,2022-08-02 22:37:19.743399,1552690489278676992,2022-07-28 16:20:34+00:00,1.0,0.0,1.0,0.0,,,Neaok11,103,"(sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć) (boys ""and"" girls club south vanouver island OR foundry victoria OR our place society OR salvation army victoria OR the homeless ideas podcast OR vancouver island mental health society OR victoria sexual assault centre OR peer housing support OR pit OR frontline worker OR healthcare OR encampment OR camping OR eviction OR overdose) lang:en -is:retweet",sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć
183,@reggie_800 Eh this isn’t surprising considering in Thousand Year Door’s Japanese version in Chapter 3’s Glitz Pit when introducing Mario as his “Great Gonzales” fighting name they introduce him as “the executioner from Hell”.,2022-08-02 22:37:19.743399,1552460944554373121,2022-07-28 01:08:27+00:00,0.0,0.0,2.0,0.0,,,SplashBev,382,"(sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć) (boys ""and"" girls club south vanouver island OR foundry victoria OR our place society OR salvation army victoria OR the homeless ideas podcast OR vancouver island mental health society OR victoria sexual assault centre OR peer housing support OR pit OR frontline worker OR healthcare OR encampment OR camping OR eviction OR overdose) lang:en -is:retweet",sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć
184,"UNM head coach Danny Gonzales shared his biggest questions surrounding this year's football team, his timeline for naming a starting quarterback and how they'll handle the first two weeks of camp. 

https://t.co/XbvbX8fieR",2022-08-02 22:37:22.711722,1554230498875940864,2022-08-01 22:20:01+00:00,0.0,0.0,0.0,0.0,,,610KNML,1204,(sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć) (burnside gorge neighbourhood association OR greater victoria acting together OR ops OR solid outreach OR the john howard society of victoria OR vibrant victoria OR victoria tenant action group OR peer housing support program OR harm reduction OR front line worker OR complex care OR camp OR tent OR evict OR overdosed) lang:en -is:retweet,sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć
185,"@francisss_m Lol I found this out about the IG rave influencers too. One left me stranded w/ my camping gear at The Gorge, with no way to get to my car about a 10 min drive away. She flew in from out of state, and shipped all her camp shit to my house. Bragged about returning all of it too 🙄",2022-08-02 22:37:22.711722,1554016520438747136,2022-08-01 08:09:45+00:00,0.0,0.0,2.0,0.0,,,Psilo_Siren,209,(sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć) (burnside gorge neighbourhood association OR greater victoria acting together OR ops OR solid outreach OR the john howard society of victoria OR vibrant victoria OR victoria tenant action group OR peer housing support program OR harm reduction OR front line worker OR complex care OR camp OR tent OR evict OR overdosed) lang:en -is:retweet,sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć
186,Pioneer Football Camp 2022. Next Offensive group I’ll highlight is the RBs. Left to Right 2024 Spencer Halvorson @spencerhalv 2024 Johny Gonzales @johnygonzalez25 2025 Miles Stephney @Miles_Stephney_ 2024 Mason O’Rourke 2023 Jacobie Rucker @JacobieRucker 2025 Joe Day @joeday_11 https://t.co/Xn17OHLlbt,2022-08-02 22:37:22.711722,1553905741253160960,2022-08-01 00:49:33+00:00,3.0,0.0,21.0,6.0,,,MHanshaw7,538,(sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć) (burnside gorge neighbourhood association OR greater victoria acting together OR ops OR solid outreach OR the john howard society of victoria OR vibrant victoria OR victoria tenant action group OR peer housing support program OR harm reduction OR front line worker OR complex care OR camp OR tent OR evict OR overdosed) lang:en -is:retweet,sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć
187,"We'll go back and hike the canyon/gorge at some point. I'm not sure I'll get Emily back in a tent (with no electricity) again, however.",2022-08-02 22:37:22.711722,1553762520997019648,2022-07-31 15:20:27+00:00,0.0,0.0,0.0,0.0,,,deanoroll5,256,(sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć) (burnside gorge neighbourhood association OR greater victoria acting together OR ops OR solid outreach OR the john howard society of victoria OR vibrant victoria OR victoria tenant action group OR peer housing support program OR harm reduction OR front line worker OR complex care OR camp OR tent OR evict OR overdosed) lang:en -is:retweet,sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć
188,"@k_anwesha Explore Berea! And Red River Gorge--must camp or hike there...Jimmy's pizza in the gorge, packed with customers from around the world.",2022-08-02 22:37:22.711722,1553697771915546626,2022-07-31 11:03:09+00:00,0.0,0.0,2.0,0.0,,,arrieuking,639,(sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć) (burnside gorge neighbourhood association OR greater victoria acting together OR ops OR solid outreach OR the john howard society of victoria OR vibrant victoria OR victoria tenant action group OR peer housing support program OR harm reduction OR front line worker OR complex care OR camp OR tent OR evict OR overdosed) lang:en -is:retweet,sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć
189,@KeystoneTieDye @NufcedKevin I looked the next day and fanned out all way below was fall colored tree top canopies. At Red River Gorge in Ky. way up on top. Had gone to take a piss and missed the edge. Pitch black no moon. Was stupid. The friend that pulled us finally up decked me and I went to tent.,2022-08-02 22:37:22.711722,1553542396151009280,2022-07-31 00:45:45+00:00,0.0,0.0,2.0,0.0,"Hickory Hill, KY",01418e2655610008,sundog0930,2501,(sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć) (burnside gorge neighbourhood association OR greater victoria acting together OR ops OR solid outreach OR the john howard society of victoria OR vibrant victoria OR victoria tenant action group OR peer housing support program OR harm reduction OR front line worker OR complex care OR camp OR tent OR evict OR overdosed) lang:en -is:retweet,sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć
190,"The New River Gorge coal camp of Caperton, once home to more than 500 coal miners and coke oven operators and their families, was a beehive of industrial activity for more than 50 years. https://t.co/L8K9om24XR",2022-08-02 22:37:22.711722,1553485653521960960,2022-07-30 21:00:16+00:00,1.0,1.0,4.0,1.0,,,wvgazettemail,67599,(sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć) (burnside gorge neighbourhood association OR greater victoria acting together OR ops OR solid outreach OR the john howard society of victoria OR vibrant victoria OR victoria tenant action group OR peer housing support program OR harm reduction OR front line worker OR complex care OR camp OR tent OR evict OR overdosed) lang:en -is:retweet,sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć
191,"Medical mission. 
U.S. Army Spc. Mariano Gonzales waits inside an ambulance during a field training exercise at Camp Santiago Joint Training Center, 🇵🇷 Puerto Rico
MEDEVAC / TACEVAC / CASEVAC / AROMEDICINA / TRANSPORTE AEROMEDICO
https://t.co/sDAXLllPug

#DrRamonReyesMD https://t.co/usJqihC42Y",2022-08-02 22:37:22.711722,1553296566718550016,2022-07-30 08:28:55+00:00,0.0,0.0,1.0,0.0,,,eeiispain,473,(sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć) (burnside gorge neighbourhood association OR greater victoria acting together OR ops OR solid outreach OR the john howard society of victoria OR vibrant victoria OR victoria tenant action group OR peer housing support program OR harm reduction OR front line worker OR complex care OR camp OR tent OR evict OR overdosed) lang:en -is:retweet,sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć
192,"The day started with a gorgeous scene as we drove out of our camp site. 

The view during breakfast behind us was beautiful and Bryson City was a cute little buzzing town. 

Tomorrow we will be taking lots of photos in the Nantahala Gorge. We drove throu… https://t.co/BXBq6h3F33 https://t.co/au0cejlMbO",2022-08-02 22:37:22.711722,1553216734273961984,2022-07-30 03:11:41+00:00,0.0,0.0,0.0,0.0,,,jrob9959,1143,(sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć) (burnside gorge neighbourhood association OR greater victoria acting together OR ops OR solid outreach OR the john howard society of victoria OR vibrant victoria OR victoria tenant action group OR peer housing support program OR harm reduction OR front line worker OR complex care OR camp OR tent OR evict OR overdosed) lang:en -is:retweet,sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć
193,"NO one asked hut my
camp was so good. day1 went kayak day2 hike and learn about mangrove day3 sup and snorkle day4 WE HIKED GORGE AND SWAM
IN DA WATER day5 (last day :(( ) sup and snorkle
again AAAHHH i had sm
fun the ppl i met were so nice :’))))))))",2022-08-02 22:37:22.711722,1552930767184936961,2022-07-29 08:15:21+00:00,3.0,0.0,7.0,0.0,,,cutebeeswtf,74,(sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć) (burnside gorge neighbourhood association OR greater victoria acting together OR ops OR solid outreach OR the john howard society of victoria OR vibrant victoria OR victoria tenant action group OR peer housing support program OR harm reduction OR front line worker OR complex care OR camp OR tent OR evict OR overdosed) lang:en -is:retweet,sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć
194,nobody could convince me to camp at a country music festival at the gorge in triple digit temps.,2022-08-02 22:37:22.711722,1552795684830556162,2022-07-28 23:18:35+00:00,1.0,0.0,2.0,0.0,,,sarinasolem,1039,(sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć) (burnside gorge neighbourhood association OR greater victoria acting together OR ops OR solid outreach OR the john howard society of victoria OR vibrant victoria OR victoria tenant action group OR peer housing support program OR harm reduction OR front line worker OR complex care OR camp OR tent OR evict OR overdosed) lang:en -is:retweet,sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć
195,"@HartingShane Never been, but we camp at Frenchman’s Coulee occasionally. It’s not far from The Gorge. We always see the turnoff sign.",2022-08-02 22:37:22.711722,1552492857608454145,2022-07-28 03:15:15+00:00,1.0,0.0,3.0,0.0,,,RickofWilliams,2937,(sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć) (burnside gorge neighbourhood association OR greater victoria acting together OR ops OR solid outreach OR the john howard society of victoria OR vibrant victoria OR victoria tenant action group OR peer housing support program OR harm reduction OR front line worker OR complex care OR camp OR tent OR evict OR overdosed) lang:en -is:retweet,sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć
196,"@chibbqk1ng WV is beautiful! The hotdogs... Not my thing, but see for yourself. Whitewater rafting on the Gauley river is a ton of fun. Stayed at this campground right by the new river gorge if you decide to camp - really nice and right on the river. 
https://t.co/73bAJh08XG",2022-08-02 22:37:22.711722,1552375877048090627,2022-07-27 19:30:25+00:00,1.0,0.0,0.0,0.0,,,dschleifer,782,(sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć) (burnside gorge neighbourhood association OR greater victoria acting together OR ops OR solid outreach OR the john howard society of victoria OR vibrant victoria OR victoria tenant action group OR peer housing support program OR harm reduction OR front line worker OR complex care OR camp OR tent OR evict OR overdosed) lang:en -is:retweet,sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć
197,@Expedia A2: Traveled To the gorge at George for warped tour in Washington. this is an experience camp out with my close friends for three days and experience some of my favorite music in a beautiful scene. Would love to attend event outside the US any and all! #expediachat #Sweepstakes,2022-08-02 22:37:22.711722,1552370036853026817,2022-07-27 19:07:13+00:00,0.0,0.0,0.0,0.0,,,CoburnSamuel,215,(sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć) (burnside gorge neighbourhood association OR greater victoria acting together OR ops OR solid outreach OR the john howard society of victoria OR vibrant victoria OR victoria tenant action group OR peer housing support program OR harm reduction OR front line worker OR complex care OR camp OR tent OR evict OR overdosed) lang:en -is:retweet,sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć
198,"Yowza! First stretch goal achieved. Going for second stretch goal.
One of the many reasons to back Moscow, Kickstarter exclusive edition: Gorge sketch available only in this edition
https://t.co/d4Zo3r1Ccr

#Kickstarter #thrillerbooks https://t.co/gKlyvr3tfp",2022-08-02 22:37:22.711722,1552226913481117698,2022-07-27 09:38:29+00:00,0.0,0.0,1.0,0.0,,,pattersonty67,880,(sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć) (burnside gorge neighbourhood association OR greater victoria acting together OR ops OR solid outreach OR the john howard society of victoria OR vibrant victoria OR victoria tenant action group OR peer housing support program OR harm reduction OR front line worker OR complex care OR camp OR tent OR evict OR overdosed) lang:en -is:retweet,sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć
199,"🏆 RACE RESULT! 🏆

'Abner' out of Poverty Ranch has just won the 🪙 3,600 Royal Allowance, covering 7 furlongs on the Dirt in 1:22.032!

🏇 View the entire race replay: https://t.co/1NpprtAQjv",2022-08-02 22:37:28.261464,1552238625093558272,2022-07-27 10:25:02+00:00,0.0,0.0,0.0,0.0,,,PhotoFinishBot,133,(view royal OR harris green OR hillside-quadra OR vic west OR stadacona park OR lochside OR tsartlip) (aceh OR city of langford OR greater victoria housing society OR peers victoria resources society OR substance uvic OR the victoria foundation OR victoria chamber OR workbc OR people with lived experience OR service provider OR front line OR poverty OR tent OR affordable OR alcoholic OR social problem) lang:en -is:retweet,view royal OR harris green OR hillside-quadra OR vic west OR stadacona park OR lochside OR tsartlip
200,"This is not a view that is sustained by contemporary facts. 

https://t.co/swlhCMJvLF

The record of the RN in managing new vessels into service is very poor.

https://t.co/06edU8fKX3",2022-08-02 22:37:31.124156,1553539146337361921,2022-07-31 00:32:50+00:00,0.0,0.0,1.0,0.0,,,meoffg,35,(view royal OR harris green OR hillside-quadra OR vic west OR stadacona park OR lochside OR tsartlip) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,view royal OR harris green OR hillside-quadra OR vic west OR stadacona park OR lochside OR tsartlip
201,"@VictoriaFreshy @DamianTheAussie And he showed narrow view/poor prep assuming Dr Ryan, a busy paediatric neurologist, head of neurology at Royal Childrens, would have watched QT prior to being elected. And that Gov had not consulted indies on climate change bill. She put him straight.",2022-08-02 22:37:31.124156,1552263199440793600,2022-07-27 12:02:41+00:00,1.0,0.0,50.0,2.0,,,Elaine39247821,334,(view royal OR harris green OR hillside-quadra OR vic west OR stadacona park OR lochside OR tsartlip) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,view royal OR harris green OR hillside-quadra OR vic west OR stadacona park OR lochside OR tsartlip
