text,scrape_time,tweet_id,created_at,reply_count,quote_count,like_count,retweet_count,geo_full_name,geo_id,username,user_location,num_followers,search_keywords,search_neighbourhood
FOLLOW THE DEAD (Shortlisted for Scottish Crime Book of the Year) 'The scenes in the Highlands are vividly written and the attention to detail is remarkable. This is a gripping read and highly recommended' https://t.co/xirKJf3sQ6  #CrimeFiction #Thriller #LinAnderson #CSI https://t.co/G0xlDxg8Q7,2022-12-28 20:32:04.967514,1608070491683659776,2022-12-28 12:00:56+00:00,0,0,0,1,,,doyleqvfb,,10,"(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (capital regional district OR society of st vincent de paul OR working upstream to prevent youth homelessness OR npna OR victoria family court ""and"" youth justice committee OR home for hope OR town of view royal OR subsidized housing OR sooke transition house society OR peer housing support program OR violence OR crime) lang:en -is:retweet",900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
LMPD: Man shot several times in Highlands area https://t.co/3JqoTQi5Vq,2022-12-28 20:32:04.967532,1608069258155540483,2022-12-28 11:56:02+00:00,0,0,0,0,,,EEnuph,Living on the land I own 🇦🇺,2633,"(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (capital regional district OR society of st vincent de paul OR working upstream to prevent youth homelessness OR npna OR victoria family court ""and"" youth justice committee OR home for hope OR town of view royal OR subsidized housing OR sooke transition house society OR peer housing support program OR violence OR crime) lang:en -is:retweet",900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
"Freeing a Highlander Criminal: A Steamy Scottish Medieval Historical Romance (Highlands’ Partners in Crime) S2IHAEI

https://t.co/T71xQnHcfH https://t.co/5hqEriM8rj",2022-12-28 20:32:04.967550,1607921013844758528,2022-12-28 02:06:58+00:00,0,0,0,0,,,Dunedin_Media,"Edinburgh, Scotland",16024,"(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (capital regional district OR society of st vincent de paul OR working upstream to prevent youth homelessness OR npna OR victoria family court ""and"" youth justice committee OR home for hope OR town of view royal OR subsidized housing OR sooke transition house society OR peer housing support program OR violence OR crime) lang:en -is:retweet",900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
"Although there's universal condemnation of FGM across the west, most western govts not only condone but many encourage vulnerable children to take hormone therapy &amp; undergo gender reassignment surgery. In Vic, it's even a crime for parents to suggest their child have counselling.",2022-12-28 20:32:04.967576,1607853150442246145,2022-12-27 21:37:18+00:00,0,0,2,1,,,brandyn11hqqpu,,4,"(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (capital regional district OR society of st vincent de paul OR working upstream to prevent youth homelessness OR npna OR victoria family court ""and"" youth justice committee OR home for hope OR town of view royal OR subsidized housing OR sooke transition house society OR peer housing support program OR violence OR crime) lang:en -is:retweet",900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
THE PARTY HOUSE - 'This will appeal to fans of psychological thrillers and crime and mystery readers who are likely to love being immersed in the Scottish Highlands location.' https://t.co/ghKyeFoNTl  #CrimeFiction #Thriller #ThePartyHouse #PartyHouseBook #LinAnderson https://t.co/aAV2VSYdeM,2022-12-28 20:32:04.967609,1607798781625470976,2022-12-27 18:01:15+00:00,0,0,13,14,,,Mystery_Tomes,On the case,22884,"(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (capital regional district OR society of st vincent de paul OR working upstream to prevent youth homelessness OR npna OR victoria family court ""and"" youth justice committee OR home for hope OR town of view royal OR subsidized housing OR sooke transition house society OR peer housing support program OR violence OR crime) lang:en -is:retweet",900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
"Hiding a Wanted Highlander: A Steamy Scottish Medieval Historical Romance (Highlands’ Partners in Crime) ZGKNLJP

https://t.co/Eztk9V1vR2 https://t.co/Pl5YVDUTvc",2022-12-28 20:32:04.967628,1607299343312384001,2022-12-26 08:56:40+00:00,0,0,0,0,,,jarrell21wpxb,,9,"(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (capital regional district OR society of st vincent de paul OR working upstream to prevent youth homelessness OR npna OR victoria family court ""and"" youth justice committee OR home for hope OR town of view royal OR subsidized housing OR sooke transition house society OR peer housing support program OR violence OR crime) lang:en -is:retweet",900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
THE PARTY HOUSE - 'This will appeal to fans of psychological thrillers and crime and mystery readers who are likely to love being immersed in the Scottish Highlands location.' https://t.co/AfLsxmjDVN  #CrimeFiction #Thriller #ThePartyHouse #PartyHouseBook #LinAnderson https://t.co/fv3AyoPUuO,2022-12-28 20:32:04.967646,1607264980713226240,2022-12-26 06:40:07+00:00,0,0,2,2,,,BookDuke,Between the pages,26250,"(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (capital regional district OR society of st vincent de paul OR working upstream to prevent youth homelessness OR npna OR victoria family court ""and"" youth justice committee OR home for hope OR town of view royal OR subsidized housing OR sooke transition house society OR peer housing support program OR violence OR crime) lang:en -is:retweet",900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
"Highlander’s Disobedient Daughter: A Steamy Scottish Medieval Historical Romance (Highlands’ Partners in Crime) LS69Y6B

https://t.co/eQrK6pl7KY https://t.co/k05Qj1hwf0",2022-12-28 20:32:04.967664,1607061877405937667,2022-12-25 17:13:03+00:00,0,0,0,0,,,kemmervnznl,,16,"(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (capital regional district OR society of st vincent de paul OR working upstream to prevent youth homelessness OR npna OR victoria family court ""and"" youth justice committee OR home for hope OR town of view royal OR subsidized housing OR sooke transition house society OR peer housing support program OR violence OR crime) lang:en -is:retweet",900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
THE PARTY HOUSE - 'This will appeal to fans of psychological thrillers and crime and mystery readers who are likely to love being immersed in the Scottish Highlands location.'  https://t.co/Sr21bT3qEs #CrimeFiction #Thriller #ThePartyHouse #PartyHouseBook #LinAnderson https://t.co/dtFY3ZiTdr,2022-12-28 20:32:04.967682,1607043980054695936,2022-12-25 16:01:56+00:00,0,0,4,5,,,elginnewsround,Elgin - Scotland,844,"(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (capital regional district OR society of st vincent de paul OR working upstream to prevent youth homelessness OR npna OR victoria family court ""and"" youth justice committee OR home for hope OR town of view royal OR subsidized housing OR sooke transition house society OR peer housing support program OR violence OR crime) lang:en -is:retweet",900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
FOLLOW THE DEAD (Shortlisted for Scottish Crime Book of the Year) 'The scenes in the Highlands are vividly written and the attention to detail is remarkable. This is a gripping read and highly recommended' https://t.co/n47kwtUKBB  #CrimeFiction #Thriller #LinAnderson #CSI https://t.co/VMYnXMSkgG,2022-12-28 20:32:04.967700,1606900077246685187,2022-12-25 06:30:07+00:00,0,0,0,1,,,BryanRutherford,"Aberdeen, Scotland",1585,"(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (capital regional district OR society of st vincent de paul OR working upstream to prevent youth homelessness OR npna OR victoria family court ""and"" youth justice committee OR home for hope OR town of view royal OR subsidized housing OR sooke transition house society OR peer housing support program OR violence OR crime) lang:en -is:retweet",900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
THE PARTY HOUSE - 'This will appeal to fans of psychological thrillers and crime and mystery readers who are likely to love being immersed in the Scottish Highlands location.'  https://t.co/Sr21bT3qEs  #CrimeFiction #Thriller #ThePartyHouse #PartyHouseBook #LinAnderson https://t.co/dhwIE7GcA1,2022-12-28 20:32:04.967718,1606897570642624515,2022-12-25 06:20:10+00:00,0,0,0,1,,,iompng,Papua New Guinea,1029,"(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (capital regional district OR society of st vincent de paul OR working upstream to prevent youth homelessness OR npna OR victoria family court ""and"" youth justice committee OR home for hope OR town of view royal OR subsidized housing OR sooke transition house society OR peer housing support program OR violence OR crime) lang:en -is:retweet",900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
THE PARTY HOUSE - 'This will appeal to fans of psychological thrillers and crime and mystery readers who are likely to love being immersed in the Scottish Highlands location.' https://t.co/Sr21bT3qEs  #CrimeFiction #Thriller #ThePartyHouse #PartyHouseBook #LinAnderson https://t.co/sayoVkCCek,2022-12-28 20:32:04.967742,1606681429424963584,2022-12-24 16:01:18+00:00,0,0,1,0,,,JohnsonStBRDG,"Victoria, BC",939,"(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (capital regional district OR society of st vincent de paul OR working upstream to prevent youth homelessness OR npna OR victoria family court ""and"" youth justice committee OR home for hope OR town of view royal OR subsidized housing OR sooke transition house society OR peer housing support program OR violence OR crime) lang:en -is:retweet",900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
FOLLOW THE DEAD (Shortlisted for Scottish Crime Book of the Year) 'The scenes in the Highlands are vividly written and the attention to detail is remarkable. This is a gripping read and highly recommended' https://t.co/VZ59gb7j4t  #CrimeFiction #Thriller #LinAnderson #CSI https://t.co/RkKTyHMbeW,2022-12-28 20:32:04.967761,1606537668774576128,2022-12-24 06:30:02+00:00,0,0,8,9,,,yost60qsa,,7,"(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (capital regional district OR society of st vincent de paul OR working upstream to prevent youth homelessness OR npna OR victoria family court ""and"" youth justice committee OR home for hope OR town of view royal OR subsidized housing OR sooke transition house society OR peer housing support program OR violence OR crime) lang:en -is:retweet",900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
THE PARTY HOUSE - 'This will appeal to fans of psychological thrillers and crime and mystery readers who are likely to love being immersed in the Scottish Highlands location.' https://t.co/AfLsxmjDVN  #CrimeFiction #Thriller #ThePartyHouse #PartyHouseBook #LinAnderson https://t.co/W3S0AGcBXu,2022-12-28 20:32:04.967788,1606334737039106051,2022-12-23 17:03:40+00:00,0,0,5,15,,,AaronJoelWood,"Denver, CO",1309,"(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (capital regional district OR society of st vincent de paul OR working upstream to prevent youth homelessness OR npna OR victoria family court ""and"" youth justice committee OR home for hope OR town of view royal OR subsidized housing OR sooke transition house society OR peer housing support program OR violence OR crime) lang:en -is:retweet",900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
"Hiding a Wanted Highlander: A Steamy Scottish Medieval Historical Romance (Highlands’ Partners in Crime) DACE0E0

https://t.co/osNXmcqoOC https://t.co/qalEp4ucv4",2022-12-28 20:32:04.967805,1606331301706862597,2022-12-23 16:50:01+00:00,0,0,0,0,,,dobsonian99,,32,"(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (capital regional district OR society of st vincent de paul OR working upstream to prevent youth homelessness OR npna OR victoria family court ""and"" youth justice committee OR home for hope OR town of view royal OR subsidized housing OR sooke transition house society OR peer housing support program OR violence OR crime) lang:en -is:retweet",900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
"COMING SOON! What a great way to kick off a new year!
This gorgeous home in the desirable Erie Highlands community will be listing next week!

✅3 Bed 
✅3 Bath 
✅Full unfinished WALKOUT basement
✅3,894 (total) sq ft 
✅3 car garage 😍 https://t.co/JvGpButdJI",2022-12-28 20:32:08.736214,1608257890229587968,2022-12-29 00:25:35+00:00,0,0,0,0,,,JessicaLuHouses,"Erie, CO",46,(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
"Unhappy highlight of the day, my car battery died at 9:30 tonight in a remote area of the highlands. Had to call my da to jumpstart mine.  After him getting lost to come find me, I just now am home at 11:30. I’m also frozen and need to thaw out. 🥶",2022-12-28 20:32:08.736296,1608245264657309696,2022-12-28 23:35:25+00:00,0,0,0,0,,,RMSully_,"Edinburgh, Scotland",68,(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
"Final Score: Highlands - 54Mars - 46Next Game: Tues, 1/3 vs. Fox Chapel [FINALLY] at Home! 🏀 https://t.co/yzRVdaGC93 We fall short in the championship game. Time to get back to work!",2022-12-28 20:32:08.899926,1608242547146588161,2022-12-28 23:24:37+00:00,0,0,2,0,,,MASDFP,,156,(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
3 Bedroom Home in Grey 468054 12TH CONCESSION B #Grey #RealEstate https://t.co/e1GECDXDqz https://t.co/VVE1xcP9ih,2022-12-28 20:32:08.900031,1608210492186628098,2022-12-28 21:17:15+00:00,0,0,1,0,,,OntarioForSale,"Ontario, Canada",965,(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
Nice to be home at Bearadise in Highlands NC.  10 hours is a long drive with a crabby bulldog.  #Pretzel https://t.co/JStsCZHjo8,2022-12-28 20:32:08.900062,1608205742938406914,2022-12-28 20:58:22+00:00,7,0,56,0,,,MarkCalc,Jupiter FL,17532,(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
"For Sale! 891 E High Mountain View Drive, Cedar City, UT 84721 Price Reduced to  $665,000

Call Scott Bird Stratum Real Estate Group @ 435-590-7106

Beautiful log home in Cedar Highlands with distant views of Cedar valley. 

https://t.co/ZSUuHSN6e0",2022-12-28 20:32:08.900096,1608204023718629377,2022-12-28 20:51:32+00:00,0,0,0,0,,,scottbirdstratu,,11,(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
Need someone who has a Nevada real estate license to drive over to Southern Highlands and see if the Carr home has the for sale sign up after today.,2022-12-28 20:32:08.900124,1608198296375537664,2022-12-28 20:28:47+00:00,2,0,10,2,,,Westcoastl1fe,"Las Vegas, NV",714,(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
"If you're thinking about selling your home, finding out its worth is the place to start! Get a free estimate now! 🤩

Pam Patrick, Realtor
GRI, ABR, SPR, ePro
Highlands Realty, Inc.
276-356-5432
pam@pampatrick.com https://t.co/mb2G5aoC31 https://t.co/A3S1UKBA04",2022-12-28 20:32:08.900170,1608186272484413446,2022-12-28 19:41:00+00:00,0,0,0,0,,,myjobisRE,"Abingdon, VA",52,(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
"Keansburg vs Henry Hudson - High School Boy's Basketball
Titans @ Admirals
LIVE ON : https://t.co/g08BBYrPkB
The Henry Hudson (Highlands, NJ) varsity basketball team has a home conference game vs. Keansburg (NJ) today.",2022-12-28 20:32:08.900225,1608185881466376194,2022-12-28 19:39:27+00:00,0,0,0,0,,,TeriWini,,8,(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
"Bethlehem Center vs Laurel Highlands - High School Girl's Basketball
Bulldogs @ Mustangs
LIVE ON : https://t.co/il84LSl7Ey
The Laurel Highlands (Uniontown, PA) varsity basketball team has a home tournament game vs. Bethlehem Center (Fredericktown, PA) today.",2022-12-28 20:32:08.900254,1608179302012694528,2022-12-28 19:13:18+00:00,0,0,0,0,,,reqi_r,,5,(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
"@quackar8 Thanks for letting me know 🙏🐨💖🤗 I've been worried. Hope you had a good break on the west and get home safely. It has been a relatively nice summer here so far mid-high 20s,😁 only a couple of days low 30s, worry though for koalas in Vic and SA 😰",2022-12-28 20:32:08.900301,1608179208676872193,2022-12-28 19:12:56+00:00,0,0,2,0,,,talkingkoala,Bagotville NSW,6203,(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
A naughty wee acoustic taster of Home (The Highlands) to wet your festive appetite😋 #music #acoustic #piano #livemusic #home #wet #excited #fyp #reels #newmusic #thehighlands #festive https://t.co/MxgbTwq9q8,2022-12-28 20:32:08.900361,1608179198656479234,2022-12-28 19:12:54+00:00,0,0,1,1,,,ChameleonLady51,"Scotland, United Kingdom",233,(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
"South River vs Henry Hudson - High School Girl's Basketball
Rams @ Admirals
LIVE ON : https://t.co/IGvwzAlLPq
The Henry Hudson (Highlands, NJ) varsity basketball team has a home non-conference game vs. South River (NJ) today.",2022-12-28 20:32:08.900403,1608178731725783040,2022-12-28 19:11:02+00:00,0,0,0,0,,,LioujinS,,17,(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
RESOLVED: Sooke Potholes Regional Park: Temporary Gate Closure - The District of Sooke and Sooke Potholes Regional Park gates are now open https://t.co/M0WlIohzYB #crdalert,2022-12-28 20:32:08.900438,1608159373150547970,2022-12-28 17:54:07+00:00,0,0,0,0,,,crd_bc,"Victoria, BC",8087,(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
"New year, new home! Start 2023 in this adorable home located in the highly desired Highlands of Summerfield!
3 🛌 | 2 🛁 | 1,100 Sq. Ft. Offered at: $229,000
https://t.co/Y4rlsSaWQK

Call me today and let's schedule your private showing. 

Jodie Wild⚜️ | 502.548.2140 https://t.co/dXvYQDxb9B",2022-12-28 20:32:08.900467,1608128878307852288,2022-12-28 15:52:56+00:00,0,0,0,0,,,GoWild_RE,"Louisville, KY",36,(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
@BonifaceOption My maternal heritage is Slovak of the tatra mountains region and my paternal heritage is Swiss of the Alps region. So I could just say I'm really from the highlands cause that's where I feel most at home.,2022-12-28 20:32:08.900507,1608122366839734273,2022-12-28 15:27:04+00:00,0,0,2,0,,,RavensEyeFunk8,,76,(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
"@chelseaw0odward Depends where you're moving to. If it's the Highlands where I live, yes it's beautiful, but it's far from paradise and many who move here from down south, end up moving back home.

People here are generally friendly but can be very cleeky and it can be difficult to integrate.",2022-12-28 20:32:08.900548,1608104464757424129,2022-12-28 14:15:56+00:00,0,0,0,0,,,stevog1184,"Scotland, United Kingdom",714,(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
"During the covid lockdown I had decided to build a small home in the wilderness in the Cameron Highlands. An escape from the world.
I had found an exciting startup in Singapore which built it for me and i have really enjoyed it since. https://t.co/3QtB9s9NgL",2022-12-28 20:32:08.900591,1608088178824720386,2022-12-28 13:11:13+00:00,16,1,104,6,,,Broufus,Kuala Lumpur,6020,(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
"Christmas in the Highlands Free on #KindleUnlimited
#BestSeller Amazon UK

When Niamh's life falls apart she flees home to the Highlands. When she runs into old flame, Alex Mackenzie, sparks fly.

#BookReview: ""Perfect cosy read.""

https://t.co/CWkLH0I1tq
#Romance #Kindle https://t.co/uTiNkRe6Kl",2022-12-28 20:32:08.900629,1608085380355555330,2022-12-28 13:00:06+00:00,0,0,1,2,,,Suzy_Henderson,Cumbria,45832,(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
"Please retweet to help Kevin find a home #HIGHLANDS #SCOTLAND #UK 

Super friendly Akita cross Husky aged 10. 
He enjoys his walks and is good on the lead.
He needs an adult home as the only pet ❤️

DETAILS or APPLY👇
https://t.co/qLUu8sZ3mZ……

#Akita #Huskies #dogs https://t.co/y4u6VnOXIi",2022-12-28 20:32:08.900662,1608073233596645377,2022-12-28 12:11:50+00:00,0,2,57,85,,,AdoptionsUk,"Wales ,UK",65536,(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
"@ChangeworksUK needs enthusiastic and talented Energy Advisors to help deliver the vital Home Energy Scotland advice service in the Highlands &amp; Islands. Changeworks is Scotland’s leading environmental charity delivering solutions for low carbon living. 

https://t.co/GTlKnqnZ19 https://t.co/DDtGlliG3s",2022-12-28 20:32:08.900703,1608070553293803520,2022-12-28 12:01:11+00:00,0,0,0,0,,,Recruit_NH,"Scotland, United Kingdom",443,(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
