,text,scrape_time,tweet_id,created_at,reply_count,quote_count,like_count,retweet_count,geo_full_name,geo_id,geo_bbox,tweet_coordinate,username,num_followers,search_keywords,search_neighbourhood
14,@PumpkinWitch6 @BeyondTheMask8 @ScreamMovies I wouldn't stop laughing if she returned as a ghost! Oh the tournaments poor Sidney and Gale's skinny ass would have to put up with. 😭,2022-07-18 14:24:53.233168,1548812085500563456,2022-07-17 23:29:11+00:00,0,0,0,0,,,,,PurifyingFlame_,3003,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
15,@Hey_Sidney Too much man forcing the poor lassie away,2022-07-18 14:24:53.233168,1548774740441047040,2022-07-17 21:00:47+00:00,1,0,6,0,,,,,bazzabannan25,111199,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
18,@sommecourt Thank you! I've done a bit more digging on most of them (as well as some of the sisters) since writing. Thomas had lots of run-ins with the law as a kid! And poor Sidney. The Wannops lost Sidney's slightly older sister May the same year too. https://t.co/8ODJSttaAP,2022-07-18 14:24:53.233168,1548367548097257474,2022-07-16 18:02:45+00:00,1,0,1,0,,,,,wrestling1880s,1250,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
19,@miss_heywoods Yes of course there are those too...I wish they would give up on poor zombie Sidney 🧟‍♂️ 😢,2022-07-18 14:24:53.233168,1548355972191567877,2022-07-16 17:16:45+00:00,1,0,1,0,,,,,TeriKivari,196,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
20,"Another Post #HOLIDAY #update from @wwrites22  Writingheals

Surprise!

https://t.co/CDn9Mn0NjP

And Poor Charlotte is not well at all 😢😢
Sidney gets to show her her w much he cares.. ❤️

#SidlotteFanfiction #Reading #writing #SidlotteForever #ModernStory #memoryloss #Romance https://t.co/8xAP8n7732",2022-07-18 14:24:53.233168,1548312477930180608,2022-07-16 14:23:55+00:00,1,0,5,4,,,,,SidlotteFanFic,241,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
21,"@YourFxvoriteBob “Mmmph my poor puppy was hard and I needed to give him extra attention.”

Sidney overheard her aunt refer to a man the other week by that nickname and wanted to use it to show how ready she is to get fucked hard so early in the day.",2022-07-18 14:24:53.233168,1547958850203951109,2022-07-15 14:58:44+00:00,1,0,0,0,,,,,JoystickAddict,2647,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
22,@thehill LOL. Poor Dinesh and his 200 Asses movie and Sidney Powell with her Kraken release. 🤪🤣,2022-07-18 14:24:53.233168,1547903471512215552,2022-07-15 11:18:40+00:00,0,0,3,0,,,,,DianeToucan,3182,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
23,"Right! Creepy, leering, cringy Coldsore and poor Charlotte to this absolutely wonderfully respectful gentleman, Sidney! #NeverEverMovingOn #StillSidlotte #ForeverSidney #SaveSidneyParker #TrueSanditon #SidlotteForever #JASanditon #LastAustenHero #NoComparison #SidlotteUnited https://t.co/15iw7OlzVt @jenvan16 Every time I look at the Colbore dance I 🤮, but then I need to watch the Golden dance of #SidlotteForever and smile 😊 https://t.co/IblVcJIx0d",2022-07-18 14:24:53.323103,1547764604515729408,2022-07-15 02:06:52+00:00,1,0,4,2,,,,,jenvan16,216,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
24,"@LACelso_VOBG @lafcedge Lmao. I used to work at a park out in West Hollywood.  Him n his brother would always show up to walk n stay in shape during covid. He would always talk to me, I even told him I was LAFC but still always kept it cool. So poor dude that was getting roasted.",2022-07-18 14:24:53.323103,1547717709051269120,2022-07-14 23:00:31+00:00,0,0,0,0,,,,,BngRld,26,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
25,//poor Sidney 😂 she just wants some sleep 🤚🏼,2022-07-18 14:24:53.323103,1547590336528072704,2022-07-14 14:34:23+00:00,1,1,1,0,,,,,issuesoftrust,305,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
26,@Sidneerymes @Davidthomas0613 @GovRonDeSantis Poor Sidney.  We all know you are mad that the gravy train has stopped for you.,2022-07-18 14:24:53.323103,1547575793760382985,2022-07-14 13:36:36+00:00,1,0,0,0,,,,,RFTWallaround,40,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
27,"@kazweida That’s just awful

Poor Sidney https://t.co/1m9Lq5oSOh",2022-07-18 14:24:53.323103,1547407129811849219,2022-07-14 02:26:23+00:00,0,0,0,0,,,,,HughManatee69,383,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
28,@hello_sidney @CourteneyCox First Scream without Queen Sid! 😥😥😥 ... Poor Gale ... Even Dewey is gone ... 😥😥,2022-07-18 14:24:53.323103,1547380050122739712,2022-07-14 00:38:47+00:00,0,0,0,0,,,,,Wolfxore,73,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
29,"But Sidney, I love Dr. Pepper. I didn't love how you abused that poor can and the rule of law! https://t.co/grGzQ44FO5 Sidney Powell is upset that people are talking about her Dr. Pepper instead of the “massive evidence” she discovered. https://t.co/lkxaBvfQpH",2022-07-18 14:24:53.418777,1547357823767482369,2022-07-13 23:10:28+00:00,0,0,0,0,,,,,dian_simplethin,12707,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
31,@Martina Poor Sidney is still waiting to release the Kraken. Meanwhile she is desperate to make some money by tagging Dr Pepper in her craziness.,2022-07-18 14:24:53.521626,1547344221807443968,2022-07-13 22:16:25+00:00,0,0,0,0,,,,,ResistMona,2903,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
32,"@BCDreyer Poor Sidney. So ignominiously dumped from his Tony-winning role in the movie of “Come Back, Little Sheba,” in favor of the wildly miscast Burt Lancaster.",2022-07-18 14:24:53.521656,1547333970911641600,2022-07-13 21:35:41+00:00,0,0,1,0,,,,,GeeEssMacky,1306,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
33,@hello_sidney Poor @masongooding I guess he doesn't survive. ☠️💀👻 https://t.co/bPGfwOWWBE,2022-07-18 14:24:53.521656,1547322048661409792,2022-07-13 20:48:18+00:00,0,0,5,0,,,,,uncannynerf,311,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
34,Poor Sidney…#StillSidlotte #ForeverSidney #SaveSidneyParker #SidlotteForever #JASanditon #LastAustenHero #SidlotteUnited #SacredCouple @masterpiecepbs https://t.co/7vrSh3AAR4 #SidlotteForever.when You Have No Words.#Sidneyleftspeechless. https://t.co/uC6nuDvpuZ,2022-07-18 14:24:53.620599,1547313875913248768,2022-07-13 20:15:50+00:00,0,0,2,2,,,,,sn_mommy6,109,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
35,@Sidney_DavisIV @LateKickJosh Poor SEC homer that would have such a whiny fest and hide under a rock if he was wrong.,2022-07-18 14:24:53.620599,1547312592481181697,2022-07-13 20:10:44+00:00,1,0,0,0,,,,,WolfgangJT78,3353,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
36,"@Sidney_DavisIV @LateKickJosh Poor guy that thinks they are the ""real"" Death Valley.https://t.co/OXO3cx32Te @Hayynneess @NiceAndLong Ahem...LSU started calling theirs ""Death"" Valley in 1959, right?   Here's a Clemson paper Oct 9, 1958 calling Memorial Stadium Death Valley....oops.  LSU's old SID had even confirmed they took it from Clemson. https://t.co/e0cnU5Lhqn",2022-07-18 14:24:53.721581,1547311818934079488,2022-07-13 20:07:39+00:00,1,0,0,0,,,,,HomicideCrime,570,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
37,@RonFilipkowski Poor Sidney….brain dead and still walking around.,2022-07-18 14:24:53.721581,1547306239306059777,2022-07-13 19:45:29+00:00,0,0,0,0,,,,,BruceCoffman12,1541,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
38,"Sidney Powell has... issues. Poor ol' Sidney Powell. Bless Sidney Powell's heart. 
#Resistance #Resistance #Resistance 
https://t.co/HYqpXVabfp https://t.co/9q14AWm30I",2022-07-18 14:24:53.721581,1547301177657905153,2022-07-13 19:25:22+00:00,0,0,0,0,,,,,Pretefunkera,1125,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
39,Poor @drpepper - they did not deserve that placement with crazy pants Sidney Powell.,2022-07-18 14:24:53.721581,1547281748601487360,2022-07-13 18:08:10+00:00,0,0,0,0,,,,,randboro,187,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
40,I wonder if the poor lad thinks he's going to meet Sidney Powell next. https://t.co/4SNTHC5kuJ Shane Wright says he spent his childhood watching the Kraken and always dreamed of playing for them.,2022-07-18 14:24:53.807609,1547269309105307648,2022-07-13 17:18:44+00:00,0,0,0,0,,,,,pirkka2,62,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew
