Assigned To,Relevant to Victoria,Relevant to Homelessness,text,scrape_time,tweet_id,created_at,reply_count,quote_count,like_count,retweet_count,geo_full_name,geo_id,username,user_location,num_followers,search_keywords,search_neighbourhood
Josh,No,No,Highlands Elementary’s SGA volunteered for the Salvation Army by ringing the bells in front of Sam's Club. https://t.co/axUHyTdmHy,2022-12-29 0:19:26,1605983513072881664,2022-12-22 17:48:01+00:00,0,0,0,0,,,SuperGoodCampin,"Ontario, Canada",23,(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (avivanisle OR sanctuary youth centre OR victoria women's transition house OR mustard seed OR vandu OR greater victoria placemaking network OR victoria foundation OR encampment OR salvation army OR umbrella society OR shelter OR camping) lang:en -is:retweet,900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
Josh,No,No,THE PARTY HOUSE - 'This will appeal to fans of psychological thrillers and crime and mystery readers who are likely to love being immersed in the Scottish Highlands location.' https://t.co/Sr21bT3qEs  #CrimeFiction #Thriller #ThePartyHouse #PartyHouseBook #LinAnderson https://t.co/sayoVkCCek,2022-12-29 0:19:31,1606681429424963584,2022-12-24 16:01:18+00:00,0,0,1,0,,,JohnsonStBRDG,"Victoria, BC",940,"(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (capital regional district OR society of st vincent de paul OR working upstream to prevent youth homelessness OR npna OR victoria family court ""and"" youth justice committee OR home for hope OR town of view royal OR subsidized housing OR sooke transition house society OR peer housing support program OR violence OR crime) lang:en -is:retweet",900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
Josh,No,No,FOLLOW THE DEAD (Shortlisted for Scottish Crime Book of the Year) 'The scenes in the Highlands are vividly written and the attention to detail is remarkable. This is a gripping read and highly recommended' https://t.co/VZ59gb7j4t  #CrimeFiction #Thriller #LinAnderson #CSI https://t.co/RkKTyHMbeW,2022-12-29 0:19:31,1606537668774576128,2022-12-24 06:30:02+00:00,0,0,8,9,,,yost60qsa,,7,"(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (capital regional district OR society of st vincent de paul OR working upstream to prevent youth homelessness OR npna OR victoria family court ""and"" youth justice committee OR home for hope OR town of view royal OR subsidized housing OR sooke transition house society OR peer housing support program OR violence OR crime) lang:en -is:retweet",900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
Josh,No,No,THE PARTY HOUSE - 'This will appeal to fans of psychological thrillers and crime and mystery readers who are likely to love being immersed in the Scottish Highlands location.' https://t.co/AfLsxmjDVN  #CrimeFiction #Thriller #ThePartyHouse #PartyHouseBook #LinAnderson https://t.co/W3S0AGcBXu,2022-12-29 0:19:31,1606334737039106051,2022-12-23 17:03:40+00:00,0,0,5,15,,,AaronJoelWood,"Denver, CO",1309,"(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (capital regional district OR society of st vincent de paul OR working upstream to prevent youth homelessness OR npna OR victoria family court ""and"" youth justice committee OR home for hope OR town of view royal OR subsidized housing OR sooke transition house society OR peer housing support program OR violence OR crime) lang:en -is:retweet",900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
Josh,No,No,"Hiding a Wanted Highlander: A Steamy Scottish Medieval Historical Romance (Highlands’ Partners in Crime) DACE0E0

https://t.co/osNXmcqoOC https://t.co/qalEp4ucv4",2022-12-29 0:19:31,1606331301706862597,2022-12-23 16:50:01+00:00,0,0,0,0,,,dobsonian99,,32,"(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (capital regional district OR society of st vincent de paul OR working upstream to prevent youth homelessness OR npna OR victoria family court ""and"" youth justice committee OR home for hope OR town of view royal OR subsidized housing OR sooke transition house society OR peer housing support program OR violence OR crime) lang:en -is:retweet",900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
Josh,No,No,"@4Highlanders @sbyrd1320 I visited Scotland and the highlands in 2013. Such a beautiful country, and as I walked in the highlands I never felt more at home. Wonderful people.",2022-12-29 0:19:35,1607514658709061632,2022-12-26 23:12:15+00:00,0,0,2,0,,,lembuss,"Bavaria, Germany",437,(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
Josh,No,No,@benonwine The home of golf . The highlands . The western islands . The whiskey. I think I want  live there !!,2022-12-29 0:19:35,1607508699320393728,2022-12-26 22:48:34+00:00,1,0,3,0,,,gaeltwice,Ireland / Éire,5696,(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
Josh,No,No,What amazing television The Traitors is. Simply brilliant. Thank you for such a fun Christmas binge. And as my home is only a little bit north of where it's set can confirm it's that beautiful up there - visit the Highlands of Scotland.,2022-12-29 0:19:35,1607500426642857988,2022-12-26 22:15:42+00:00,0,0,3,0,,,oltraveller,India,200734,(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
Josh,No,No,"Glencoe Mountain Cottages are 4 star and offer all the comforts and flexibility of home, among the spectacular and dramatic mountain scenery of #Glencoe. #dogfriendly #staycation The #Highlands https://t.co/pYgkeICTiS",2022-12-29 0:19:35,1607495226460889090,2022-12-26 21:55:02+00:00,0,0,1,0,,,nessiejones22,Canberra Australia,839,(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
Josh,No,No,"&gt;The 3,690-square-foot, custom-built home was dubbed “the Christmas house” by the owners because the holiday decorations stay up all year-round.
https://t.co/cFeydfsgTB",2022-12-29 0:19:35,1607473827021193216,2022-12-26 20:30:00+00:00,0,0,0,0,,,HornAfrican0,"Dubai, United Arab Emirates",347,(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
Josh,No,No,"For Sale! 891 E High Mountain View Drive, Cedar City, UT 84721 Price Reduced to  $665,000

Call Scott Bird Stratum Real Estate Group @ 435-590-7106

Beautiful log home in Cedar Highlands with distant views of Cedar valley. 

https://t.co/ZSUuHSN6e0",2022-12-29 0:19:35,1607471533785772033,2022-12-26 20:20:53+00:00,0,0,0,0,,,zacdevries,"Saanich, British Columbia",1763,(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
Josh,No,No,"Having trouble finding the perfect home for you? You don't have to search alone! Let's talk today...

Broker Specializing in Highlands, Cashiers, Glenville and Sapphire NC. 
The Mountains are Calling, Will You Answer. https://t.co/KTuGCDzRwl",2022-12-29 0:19:35,1607458119243776003,2022-12-26 19:27:35+00:00,0,0,0,0,,,husker87,USA,626,(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
Josh,No,No,"#BREAKING One of Australia's last 'Rats of Tobruk' war veterans has passed away at 106. The World War II veteran, Ernie Walker, died in his sleep last week at his Southern Highlands home in Penrose. There are only a few soldiers still alive... https://t.co/6LnMNRY5jf",2022-12-29 0:19:35,1607457678422319108,2022-12-26 19:25:50+00:00,0,0,0,0,,,Shambazuva,"Harare, Zimbabwe",14782,(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
Josh,No,No,@WeenieCrusher @NJClimate @NWS_MountHolly I lived in Highlands. Have an essential job and couldnt make it in to No Jersey. I swear in that gully of Highlands that wind was treacherous. I abandoned my car a block away and walked home. I was in decent shape and was winded.,2022-12-29 0:19:35,1607455998645600257,2022-12-26 19:19:09+00:00,1,0,1,0,,,Anjouvis,"Stockholm, Sweden",559,(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
Josh,No,No,"Eh enyewe Christmas season is the hardest away from home. I miss my family, the rafikis, the green landscape of the Rift Valley highlands, the cows - yote yaani. Hii ni ya mwisho sasa, next year I’ll be more organized.",2022-12-29 0:19:35,1607448826045947904,2022-12-26 18:50:39+00:00,1,0,8,1,,,Brown_Brown_Arc,Scotland,1392,(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
Josh,No,No,@ReformUKyorks @AwTroon @BorisJohnson The immigration policies that might suit the crowded Home Counties don't make sense in the Scottish Highlands; Scotland has its own needs not being met in the UK.,2022-12-29 0:19:35,1607429931478429696,2022-12-26 17:35:34+00:00,0,0,2,0,,,metrofirepio,"Sacramento County, CA",19746,(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
Josh,No,No,"Please retweet to help Kevin find a home #HIGHLANDS #SCOTLAND #UK 

Super friendly Akita cross Husky aged 10. 
He enjoys his walks and is good on the lead.
He needs an adult home as the only pet ❤️

DETAILS or APPLY👇
https://t.co/qLUu8sZ3mZ…

#Akita #Huskies #dogs https://t.co/AKU81ubVHO",2022-12-29 0:19:35,1607410325749469185,2022-12-26 16:17:40+00:00,1,0,113,167,,,lirical_lily,"ENFP-T, 7w8",236,(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
Josh,No,No,"The 3,690-square-foot, custom-built home was dubbed “the Christmas house” by the owners because the holiday decorations stay up all year-round. https://t.co/3xNq3AgBg1",2022-12-29 0:19:35,1607390792741490690,2022-12-26 15:00:03+00:00,0,0,2,0,,,SmMoturi,,4,(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
Josh,No,No,"Arunachal's highly forested highlands Namdapha National Park is more than its wildlife. The park, Nam Dapha after the peak of Daphabum and its water, immerses you in the state's natural beauty.

#OutlookTraveller #Travel #Arunachal #NamdaphaNationalPark

https://t.co/MjWLYmrJyZ",2022-12-29 0:19:35,1607315416791109632,2022-12-26 10:00:32+00:00,0,0,1,0,,,coolkittykramer,United Kingdom.,67,(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
Josh,No,No,"@OurNewHomecoach Sydney, Brooklyn morning tea, Avoca Beach, Avoca Beach Theatre/cinema, Terrigal for dinner, home. Car would be easier to the beach.
Blue Mountains by train.
City beaches ie east.
Ferry- Manly etc.
Day trip Goulburn/ Southern Highlands- car. 
Ferry-inner west/north.",2022-12-29 0:19:35,1607296546185580544,2022-12-26 08:45:33+00:00,2,0,7,1,,,kenzie_jen,Scottish Highlands/ Edinburgh,205,(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
Josh,No,No,"Sanaag - a state in 🇸🇴, home to the Somali highlands https://t.co/X7OwNQyLEQ",2022-12-29 0:19:35,1607295730288582658,2022-12-26 08:42:18+00:00,0,0,1,0,,,Jeffery41589157,,189,(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
Josh,No,No,We built a holiday home with the best view in the Highlands - The Times of London.  ‘Love this’ https://t.co/y2R90YeQ2m,2022-12-29 0:19:35,1607100296773369856,2022-12-25 19:45:43+00:00,0,0,0,0,,,MehdiNajari4,,35,(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
Josh,No,No,"Eastern Highlands| Small Groups

$210 per night for 6 adults, self catering

Enjoy a your Eastern Highlands holiday in the comfort of your own holiday home with access to a large swimming pool, walking safaris, hiking trails and many more...

📲+263780667322/+263716806580 https://t.co/JE1nhTd5Mk",2022-12-29 0:19:35,1607066290056830978,2022-12-25 17:30:36+00:00,0,0,13,2,,,KypRowe,"Sooke, British Columbia",3021,(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
Josh,No,No,"Christmas in the Highlands 99p/99c

#Free on #KU
#BestSeller Amazon UK

When Niamh's life falls apart she flees home to the Highlands. When she runs into her old flame, Alex Mackenzie, sparks fly.

""Enjoyable read.""

https://t.co/CWkLH0I1tq
#Romance #Kindlebooks #Christmas #99p https://t.co/YrsZrT93sm",2022-12-29 0:19:35,1607047283094310912,2022-12-25 16:15:04+00:00,0,0,1,5,,,InQuinteNews,"Ontario, Canada",6883,(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
Josh,No,No,@Sixdiceskills @Sughammer wow you both look right at home in the highlands,2022-12-29 0:19:35,1607039399543414784,2022-12-25 15:43:44+00:00,0,0,2,0,,,pressjournal,"Scotland, United Kingdom",69709,(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
