,text,scrape_time,tweet_id,created_at,reply_count,quote_count,like_count,retweet_count,geo_full_name,geo_id,geo_bbox,tweet_coordinate,username,num_followers,search_keywords,search_neighbourhood,sentiment,score,score_matches,relevant
950,"Now I understand why the lawyers and the Judge approved the Victoria Guide Dogs to be included in my family Trust for my soon after they arbitrarily removed me as a trustee, I can’t believe they did that now bunch of thief. https://t.co/F5vhyTledx",2022-06-20 13:34:26.836318,1538396255813967872,2022-06-19 05:40:24+00:00,0,0,0,0,,,,,YOUthePeoples,117,Victoria (aryze developments OR district of saanich OR literacy victoria OR restorative justice victoria OR the downtown victoria business association OR township of esquimalt OR victoria placemaking OR emergency housing OR reaching home OR front line worker OR front line OR thief OR homeless OR addicted OR povertypimps) lang:en -is:retweet,Victoria,Negative,0.8805863261222839,,
166,"Gonzales sued the cops, arguing that the order of protection she had obtained carried a statutory requirement that a violation resulted in automatic arrest. And she was right! Colorado law required an arrest for a violation of a domestic violence restraining order.

6/",2022-06-20 13:32:29.833728,1538361042295836677,2022-06-19 03:20:28+00:00,6,1,9415,720,,,,,GrdironBeauty,592,"(sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć) (anawim house OR district of north saanich OR island health OR rentsmart OR the cridge centre for the family OR town of view royal OR victoria native friendship centre OR low-income OR coordinated access ""and"" assessment OR frontline worker OR frontline OR violence OR low-income OR addict OR social housing) lang:en -is:retweet",sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsáneć,Negative,0.6424638628959656,,
1207,"@lotacharlie @TajBragg @DanielAndrewsMP has had 20 years to fix the healthcare system in #Victoria and instead it's fcked and he blames everyone else!
You need to look in both sides of the street.
Politicians are only there for themselves.
How many frequent flyer points has #AnAl earned in three weeks?",2022-06-20 13:34:31.718859,1537183480454320128,2022-06-15 21:21:15+00:00,0,0,5,0,,,,,moirawyton,6192,"Victoria (boys ""and"" girls club south vanouver island OR foundry victoria OR our place society OR salvation army victoria OR the homeless ideas podcast OR vancouver island mental health society OR victoria sexual assault centre OR peer housing support OR pit OR frontline worker OR healthcare OR encampment OR camping OR eviction OR overdose) lang:en -is:retweet",Victoria,Negative,0.8994773626327515,,
1314,"@VicPlacemaking @GraceALore @RStraatsma @LorneDaniel This is great! The poor are ALWAYS ignored &amp; left behind, in housing, infrastructure &amp; green space. 
...even basic access to housing is often a challenge, so it's heartening to have active political support instead of being ignored by all. #bcpoli #yyj 
https://t.co/cKACYW7tAF",2022-06-20 13:35:14.224105,1537292575580729344,2022-06-16 04:34:46+00:00,0,0,2,2,,,,,420_Bike_Life,179,YYJ (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,YYJ,Positive,0.7498154044151306,,
1307,"How do you make #yyj Affordable?

Only correct answers

- No hyperbole 

- No circle talk

- No slogans

I want to hear only feasible strategies

PS I bet you can't. Why? Because it's not possible. Anyone who thinks otherwise isn't based in reality https://t.co/U9LnAs1kiA",2022-06-20 13:35:12.872558,1537422275959410688,2022-06-16 13:10:09+00:00,3,1,2,0,,,,,kevinalbersBC,635,YYJ (aceh OR city of langford OR greater victoria housing society OR peers victoria resources society OR substance uvic OR the victoria foundation OR victoria chamber OR workbc OR people with lived experience OR service provider OR front line OR poverty OR tent OR affordable OR alcoholic OR social problem) lang:en -is:retweet,YYJ,Neutral,0.5194709897041321,,
985,@consumervic Unfortunately Consumer Affairs Victoria does not look after the consumer! Your allowing owners and real estates to increase rents by 55% in Melbourne and you are making people homeless! Other states in Australia don’t allow greedy real estate’s to rip off the renters,2022-06-20 13:34:26.836318,1536975116315525121,2022-06-15 07:33:18+00:00,1,0,0,0,,,,,XFMNews,2190,Victoria (aryze developments OR district of saanich OR literacy victoria OR restorative justice victoria OR the downtown victoria business association OR township of esquimalt OR victoria placemaking OR emergency housing OR reaching home OR front line worker OR front line OR thief OR homeless OR addicted OR povertypimps) lang:en -is:retweet,Victoria,Negative,0.9252498149871826,,
716,"@j_mcelroy This is an incredible amount of work to compile and is much appreciated! Having said that, if Longwood in Nanaimo is not in the top 30 then once again Nanaimo has been treated like the poor cousin to Victoria on the island as it has always been.",2022-06-20 13:34:22.169920,1538945503252975616,2022-06-20 18:02:54+00:00,0,0,1,0,,,,,JohnMor03002828,3,Victoria (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,Victoria,Positive,0.5474465489387512,,
595,Football Camp Day 1 @ Central Park College Station Tx https://t.co/4XoEzzV955,2022-06-20 13:33:41.877690,1538914496907026436,2022-06-20 15:59:42+00:00,0,0,0,0,"Bryan, TX",9ce0f1d2eb5998ce,"[-96.439644, 30.6092141, -96.255918, 30.722503]","[-96.3508716, 30.6750162]",Malcolm_Mex,578,(saanich OR uplands OR quadra village OR central park OR point ellice park OR nuu-chah-nulth OR malahat) (burnside gorge neighbourhood association OR greater victoria acting together OR ops OR solid outreach OR the john howard society of victoria OR vibrant victoria OR victoria tenant action group OR peer housing support program OR harm reduction OR front line worker OR complex care OR camp OR tent OR evict OR overdosed) lang:en -is:retweet,saanich OR uplands OR quadra village OR central park OR point ellice park OR nuu-chah-nulth OR malahat,Neutral,0.9212152361869812,,
852,"In today's FT crime column: Mark Billingham, Tim Weaver, Hayley Scrivenor, Victoria Selman, Chris Brookmyre Helene Flood, Imran Mahmood, Stephanie Merritt,  Martin Edwards, David Jackson https://t.co/yttfgOleVX",2022-06-20 13:34:23.740307,1538190871761506305,2022-06-18 16:04:16+00:00,6,3,65,19,,,,,EMBEAnthony,56,Victoria (avi OR cool aid society OR homelessness services association of bc OR red cedar café OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,Victoria,Neutral,0.9420723915100098,,
880,“Lucy” tells @carawaters from @theage “We’re humans as well and not just an addict or a user or a junkie …We have voices. People can see that we have feelings and emotions.” https://t.co/wdBECMQ325 #Richmond3121 #Art #MSIR,2022-06-20 13:34:25.320996,1538773503075569667,2022-06-20 06:39:26+00:00,0,0,6,3,,,,,higgspg,1954,"Victoria (anawim house OR district of north saanich OR island health OR rentsmart OR the cridge centre for the family OR town of view royal OR victoria native friendship centre OR low-income OR coordinated access ""and"" assessment OR frontline worker OR frontline OR violence OR low-income OR addict OR social housing) lang:en -is:retweet",Victoria,Neutral,0.8422943949699402,,
1089,Help raise £12500 to send Saul on his dream holiday to America or camper van.. Please #donate on @justgiving and RT https://t.co/faQLaTB4ge,2022-06-20 13:34:30.094929,1538491937191256064,2022-06-19 12:00:36+00:00,0,0,0,0,,,,,Wxvelengths,523,Victoria (beacon community services OR fernwood community association OR mental health society of greater victoria OR safer victoria OR the existence project OR united way southern vancouver island OR victoria real estate board OR subsidized housing OR pit count OR front line OR front line worker OR stolen OR camper OR evicted OR collusion) lang:en -is:retweet,Victoria,Positive,0.6760958433151245,,
956,@cmckenney Looks like nobody's showing up for your neo marxist bs.  This woman is going to turn Ottawa into a drug infested hellhole overrun by homeless people. She is going to enact the exact same policy that turned Victoria into a giant skid row.Don't let progressive radicals ruin Ottawa,2022-06-20 13:34:26.836318,1538158093397135361,2022-06-18 13:54:01+00:00,1,0,4,1,,,,,OhShitNazis,10,Victoria (aryze developments OR district of saanich OR literacy victoria OR restorative justice victoria OR the downtown victoria business association OR township of esquimalt OR victoria placemaking OR emergency housing OR reaching home OR front line worker OR front line OR thief OR homeless OR addicted OR povertypimps) lang:en -is:retweet,Victoria,Negative,0.9302565455436708,,
320,"North Philly man killed partner to stop him from revealing their same-sex relationship, police said https://t.co/4NkW1Es9S4 via @phillyinquirer",2022-06-20 13:32:54.266962,1537967356260937728,2022-06-18 01:16:06+00:00,0,0,0,0,,,,,BelleUnplugged,1014,(esquimalt OR north park OR millstream OR victoria west OR topaz park OR 900-block pandora avenue OR tsawout) (avi OR cool aid society OR homelessness services association of bc OR red cedar café OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,esquimalt OR north park OR millstream OR victoria west OR topaz park OR 900-block pandora avenue OR tsawout,Neutral,0.664243221282959,,
924,"Thank you for this message Kevin against the threat of violence in our community, Victoria. #civility #community #families https://t.co/beeURX4B3U",2022-06-20 13:34:25.320996,1537941093173456900,2022-06-17 23:31:44+00:00,0,0,3,0,,,,,CTVNewsScott,2641,"Victoria (anawim house OR district of north saanich OR island health OR rentsmart OR the cridge centre for the family OR town of view royal OR victoria native friendship centre OR low-income OR coordinated access ""and"" assessment OR frontline worker OR frontline OR violence OR low-income OR addict OR social housing) lang:en -is:retweet",Victoria,Positive,0.5153924822807312,,
