,text,scrape_time,tweet_id,created_at,reply_count,quote_count,like_count,retweet_count,geo,geo_full_name,geo_id,username,num_followers,search_keywords,search_neighbourhood
102,"#cdnpoli #bcpoli 
Thank you Victoria for telling our cowardly Crime Minister what you think about him.
#TrudeauworstPMever 
#TrudeauDictatorshipMustGo https://t.co/sFqFFDsA8I",2022-04-12 15:59:47.259526,1513695577287979008,2022-04-12 01:48:43+00:00,1,0,11,1,,,,nevacomplyagain,241,Victoria Crime,Victoria
103,"@JMichaelWaller @peterschweizer Fiona Hill, Victoria Nuland and Marie Yovanovitch were architects of the current Ukraine disaster, along with the Biden crime family. Willing accomplices for sure.",2022-04-12 15:59:47.259526,1513692379244548097,2022-04-12 01:36:00+00:00,0,0,2,0,,,,bronwynhughes80,8,Victoria Crime,Victoria
104,"""The leak is more important than the actual crime, that is being covered up"" Victoria Police Command.
Andrews hit squad https://t.co/qMA9vqLN3n",2022-04-12 15:59:47.259526,1513688465447481346,2022-04-12 01:20:27+00:00,0,0,5,2,,,,KellieA71664540,3,Victoria Crime,Victoria
105,Victoria Crime Stoppers is seeking information regarding the location of Joshua Licerio. https://t.co/nBJwEbURAi,2022-04-12 15:59:47.259526,1513683332919447554,2022-04-12 01:00:04+00:00,0,0,0,0,,,,BTLawNews,3329,Victoria Crime,Victoria
106,"@82_dwyer @BackroomBaz @SimoLove @SkyNewsAust @DanielAndrewsMP You can't even walk down the street where he lives without permission. 24/7 protection. Lowest crime rate in Victoria. Well, if you count those perpetrated by Andrews it's actually the highest.",2022-04-12 15:59:47.259526,1513660876682715137,2022-04-11 23:30:50+00:00,0,0,0,0,,,,LadyOfTheOcean1,18553,Victoria Crime,Victoria
107,"@PridgeWessea @DaniTrump2020 @SpongebobBirth @WeaponsofMassD @__bee_kay__ @Synyster63 @Trukermik @Savageheart3d @Saggit95 @TommyD07868371 @PeterBartholo14 @gopisdirty @Flattielover @Bigteethyouhave @SuP3rK @jerbear714 @LadyOfTheOcean1 @ShellyRKirchoff @Silver_Strike @KsLiberal @Vickie627 @Frdmlvr3691 @donnnie @akuscg @PalusoSonny @TheDaveWeinbaum @BC_Missy @victoria_roark @NathanBronson7 @skeeduu @NatForTrump2024 @Jetson77 @PhilipEMSkinne1 @newsjunky2 @Kittie_Svengali @SaveThe_Ukraine @sd_usn @JoeBro20802650 @CunningMarshal @NanetteDonnelly @VinceGottalotta @mmEyeNewMe @chriscr66024638 @RushvilleRockit @SkittlesRevenge @lordstanley2019 @SithLordTwinkie @WickedDog3 @jchutch2 @3DIian I'm sorry Boo Boo.
I'm straight. Why would I think about gay sex?

Because I don't want sex period taught to children?
You do realize teaching it ....it's a federal crime.",2022-04-12 15:59:47.259526,1513646799822725120,2022-04-11 22:34:53+00:00,0,0,1,1,,,,JCDeardeuff,1477,Victoria Crime,Victoria
108,"Shooting at Epping pre-wedding reception could be part of ambush, police say https://t.co/zR6v99fVYz via @newscomauHQ",2022-04-12 15:59:47.259526,1513637431291301888,2022-04-11 21:57:40+00:00,0,0,0,0,,,,Sembrouthes,2379,Victoria Crime,Victoria
109,"@Sarah42719183 @Voice4Victoria Longer! Victoria was already in crisis prior to the pandemic. Economically, employment, health, education, crime..... the list goes on.",2022-04-12 15:59:47.259526,1513635991902650368,2022-04-11 21:51:57+00:00,0,0,4,0,,,,stuartleech,1173,Victoria Crime,Victoria
110,Victoria Chinsee of our San Diego office is a horror movie and true-crime addict as well as a mother to two cats and two dogs. Get to know Victoria in the April edition of #IAmBT. https://t.co/sUUqE9SNua,2022-04-12 15:59:47.259526,1513601102285004806,2022-04-11 19:33:18+00:00,0,0,1,0,,,,martinblackw0od,232,Victoria Crime,Victoria
111,@Blitz0076 @jerbear714 @SpongebobBirth @Bigteethyouhave @BC_Missy @Jetson77 @Synyster63 @PalusoSonny @PridgeWessea @Frdmlvr3691 @Kittie_Svengali @SaveThe_Ukraine @NatForTrump2024 @sd_usn @JoeBro20802650 @victoria_roark @CunningMarshal @Flattielover @PeterBartholo14 @akuscg @SuP3rK @NanetteDonnelly @VinceGottalotta @mmEyeNewMe @chriscr66024638 @RushvilleRockit @PhilipEMSkinne1 @Silver_Strike @Sembrouthes @NathanBronson7 @giddy_bunny @skeeduu @RonVarney3 @jeff77531528 @Emma34770971 @ItsBT50 @Merry_Hippie @LordButters22 @shrekthepunk @jeffschlueter1 @drdeblk @Saggit95 @TreatHunterDog @dennis_ritchey @DeniseBalistre1 @cow_cousin @RitaBlue21 @DemocratCali @imjustme1424 @JezProudDem Yawn .... Trying to turn that nothing burger into  a crime just shows how desperate you are.,2022-04-12 15:59:47.259526,1513599503823159301,2022-04-11 19:26:57+00:00,2,0,3,0,,,,mottlecah,604,Victoria Crime,Victoria
112,@Sembrouthes @NatForTrump2024 @jerbear714 @LadyOfTheOcean1 @SpongebobBirth @Bigteethyouhave @BC_Missy @Blitz0076 @Jetson77 @Synyster63 @PalusoSonny @PridgeWessea @Frdmlvr3691 @Kittie_Svengali @SaveThe_Ukraine @sd_usn @JoeBro20802650 @victoria_roark @CunningMarshal @Flattielover @PeterBartholo14 @akuscg @SuP3rK @NanetteDonnelly @VinceGottalotta @mmEyeNewMe @chriscr66024638 @RushvilleRockit @PhilipEMSkinne1 @Silver_Strike @NathanBronson7 @giddy_bunny @skeeduu @RonVarney3 @jeff77531528 @Emma34770971 @ItsBT50 @cbessex @CapJ2021 @gurleysgrl @GinniaDivinia @gopisdirty @ShellyRKirchoff @Annie20554592 @BernFost1 @KsLiberal @Vickie627 @WisePaxCat @newsjunky2 @IvankaTrump It's actually a Crime Syndicate. https://t.co/aVi7MnMXuB,2022-04-12 15:59:47.259526,1513595882758938627,2022-04-11 19:12:34+00:00,0,0,0,0,,,,Jet95004762,143,Victoria Crime,Victoria
113,"@jerbear714 @LadyOfTheOcean1 @SpongebobBirth @Bigteethyouhave @BC_Missy @Blitz0076 @Jetson77 @Synyster63 @PalusoSonny @PridgeWessea @Frdmlvr3691 @Kittie_Svengali @SaveThe_Ukraine @NatForTrump2024 @sd_usn @JoeBro20802650 @victoria_roark @CunningMarshal @Flattielover @PeterBartholo14 @akuscg @SuP3rK @NanetteDonnelly @VinceGottalotta @mmEyeNewMe @chriscr66024638 @RushvilleRockit @PhilipEMSkinne1 @Silver_Strike @NathanBronson7 @giddy_bunny @skeeduu @RonVarney3 @jeff77531528 @Emma34770971 @ItsBT50 @cbessex @CapJ2021 @gurleysgrl @GinniaDivinia @gopisdirty @ShellyRKirchoff @Annie20554592 @BernFost1 @KsLiberal @Vickie627 @WisePaxCat @newsjunky2 @IvankaTrump @DonaldJTrumpJr The Biden's are a crime family, and degenerate to the core. End of story.",2022-04-12 15:59:47.259526,1513595104266756097,2022-04-11 19:09:28+00:00,4,0,6,1,,,,wiseoldwoman,1916,Victoria Crime,Victoria
114,"@Tommyw_g @mikewhoatv Running isn’t a crime mate otherwise they’d better spend their time in Victoria Park, loads of people in Lycra waiting to be put away. Give your head a wobble",2022-04-12 15:59:47.259526,1513582607317012485,2022-04-11 18:19:49+00:00,0,0,38,0,,,,VicLawReform,6798,Victoria Crime,Victoria
115,"We are on 3. Again, recasting of Victoria is a crime.",2022-04-12 15:59:47.259526,1513489252000096256,2022-04-11 12:08:51+00:00,1,0,0,0,,,,ausheadlinebot,2478,Victoria Crime,Victoria
116,"Melbourne tops list for most assaults

https://t.co/PN4GLwJ1Gc",2022-04-12 15:59:47.259526,1513468554183512067,2022-04-11 10:46:36+00:00,0,0,0,0,,,,Video_Forensics,622,Victoria Crime,Victoria
117,"So to be clear! 
👍 for Morrison&amp;Co to lie,cheat, steal: 👎 to honestly err &amp; acknowledge it. 
Show no weakness?! 
Seems honest mistakes = an unforgivable crime. 
""Gaffes""/ ""stumbles"" more terrible than deliberate rorts &amp; arrogant untruths? @GuardianAus 

https://t.co/k9u54a6eFC",2022-04-12 15:59:47.259526,1513373558583410691,2022-04-11 04:29:08+00:00,0,0,1,0,,,,KiwiTheKitty,4471,Victoria Crime,Victoria
118,"@turk_victoria @MuellerSheWrote @USAO_DC Transnational Organized Crime.

https://t.co/yRY7lBJ25Q",2022-04-12 15:59:47.259526,1513364810448220163,2022-04-11 03:54:22+00:00,0,0,3,0,,,,EndZonerBoner,260,Victoria Crime,Victoria
119,The bill to replace the Victims of Crime Assistance Tribunal (VOCAT) with an administrative Financial Assistance Scheme (LA 2nd reading) is a radical change to financially help victims of crime says @theheraldsun https://t.co/x1ADYovoqL,2022-04-12 15:59:47.259526,1513322189323321348,2022-04-11 01:05:00+00:00,0,0,2,1,,,,doubleDutchquak,449,Victoria Crime,Victoria
120,https://t.co/5PGrER4z3b altered a news headline: https://t.co/h7mOO8fJxz https://t.co/iL2PxaGyXR,2022-04-12 15:59:47.259526,1513317454247735299,2022-04-11 00:46:11+00:00,0,0,0,0,,,,drobwlldiad,5460,Victoria Crime,Victoria
121,"WATCH: #CCTV footage has captured the horror moment a #Melbourne driver appeared to run a red light, before mowing down and killing a pedestrian https://t.co/dq6FiSX5wr #police #crime #videoforensics via @newscomauHQ",2022-04-12 15:59:47.259526,1513312456013381633,2022-04-11 00:26:20+00:00,0,0,1,1,,,,frankreyesvilla,204,Victoria Crime,Victoria
122,"New data reveals how many people have been assaulted in Victoria, with hundreds of violent crimes taking place during the lockdown. See how many assaults were in your local area. @faganjosh  https://t.co/bt6Bl3Hdyo",2022-04-12 15:59:47.259526,1513283184292638721,2022-04-10 22:30:01+00:00,4,1,2,2,,,,jennmelb,851,Victoria Crime,Victoria
123,"Did you mayhaps think
Dat a Elizabethan collar
With adorable li’l🐾 prints
Would somehow
Lessen your culpability
In dis crime against felinity?
Woe unto you
Ye collarer of innocent cates
Victoria was ever sweet
But Elizabeth sank armadas 💥
Think of dat, bitches

@ShroffAnimalLaw https://t.co/cmGv29Rzb2",2022-04-12 15:59:47.259526,1513255109337260037,2022-04-10 20:38:27+00:00,1,0,9,1,,,,PridgeWessea,1468,Victoria Crime,Victoria
124,"@george_pattons @gopisdirty @PeterBartholo14 @DaniTrump2020 @Randomwatcher51 @Bad_Boy_Jesus @Mountain_Buddy @jerbear714 @Vickie627 @LadyOfTheOcean1 @fukit32 @Bigteethyouhave @PridgeWessea @Flattielover @akuscg @Synyster63 @KsLiberal @Frdmlvr3691 @TommyD07868371 @Saggit95 @donnnie @ShellyRKirchoff @PalusoSonny @SpongebobBirth @TheDaveWeinbaum @BC_Missy @victoria_roark @NathanBronson7 @Silver_Strike @skeeduu @NatForTrump2024 @Jetson77 @PhilipEMSkinne1 @newsjunky2 @Kittie_Svengali @SaveThe_Ukraine @sd_usn @JoeBro20802650 @CunningMarshal @SuP3rK @NanetteDonnelly @VinceGottalotta @mmEyeNewMe @chriscr66024638 @RushvilleRockit @Sembrouthes @giddy_bunny @RonVarney3 @jeff77531528 @Emma34770971 Taxes
Criminals released 
Crime wave
Hunter
Covid deaths skyrocket
Homeless population growing
The red tsunami",2022-04-12 15:59:47.259526,1513164066654765062,2022-04-10 14:36:41+00:00,2,0,2,1,,,,Vickie627,6122,Victoria Crime,Victoria
125,The Massimos were connected to the Clerkenwell Crime Syndicate through the marriage of actress Victoria Dawn Adams with Don Vittorio Emanuel Massimo https://t.co/rzpvFW5m9O https://t.co/uSXAU2Oioi,2022-04-12 15:59:47.259526,1513070215566958592,2022-04-10 08:23:45+00:00,0,0,1,2,,,,Bruce55368227,203,Victoria Crime,Victoria
126,"@gossthegoose @ArtistAffame @DamienEvans7 @AlboMP the social security provided by the government is necessary. Without it crime, child abuse, homelessness all these terrible social ills would be endemic in a large portion of the population, just as it was before. Think of the Victoria era...we do not want to go back to that",2022-04-12 15:59:47.259526,1513044959523352577,2022-04-10 06:43:24+00:00,1,0,1,0,,,,itsjoshuamiles,9313,Victoria Crime,Victoria
127,@cesarhfutbol Been to both (sitting in Victoria Block today). Agree. The way they defaced the Azteca is a crime. I was there in ‘09 for the Sabah winner. Best atmosphere I’ve ever seen. It was some Gladiator shit. Ahora…yikes.,2022-04-12 15:59:47.259526,1513029482822594563,2022-04-10 05:41:54+00:00,0,0,2,0,,,,xxintrfly,15,Victoria Crime,Victoria
128,"@amanda_j_porter But in Victoria Police are mostly not there to fight crime, but to suppress protests, mostly climate protesters.",2022-04-12 15:59:47.259526,1512984801560576003,2022-04-10 02:44:21+00:00,1,0,0,0,,,,woodsimon66,1361,Victoria Crime,Victoria
129,"@EndZonerBoner @Vickie627 @LadyOfTheOcean1 @Flattielover @DaniTrump2020 @Synyster63 @KsLiberal @Bigteethyouhave @Frdmlvr3691 @TommyD07868371 @Saggit95 @jerbear714 @donnnie @ShellyRKirchoff @akuscg @gopisdirty @PalusoSonny @SpongebobBirth @TheDaveWeinbaum @BC_Missy @victoria_roark @NathanBronson7 @Silver_Strike @skeeduu @NatForTrump2024 @Jetson77 @PhilipEMSkinne1 @newsjunky2 @Kittie_Svengali @SaveThe_Ukraine @sd_usn @JoeBro20802650 @CunningMarshal @PeterBartholo14 @SuP3rK @NanetteDonnelly @VinceGottalotta @mmEyeNewMe @chriscr66024638 @RushvilleRockit @Sembrouthes @giddy_bunny @RonVarney3 @jeff77531528 @Emma34770971 @ItsBT50 @cbessex @CapJ2021 @gurleysgrl @GinniaDivinia So you know your boss is committing a crime and you’re doing nothing about him exploiting them?

Just wow.",2022-04-12 15:59:47.259526,1512974366434201604,2022-04-10 02:02:53+00:00,0,0,0,0,,,,TommyD07868371,285,Victoria Crime,Victoria
130,"@longjohns1234 @jerbear714 @Saggit95 @gopisdirty @LadyOfTheOcean1 @Flattielover @Synyster63 @KsLiberal @Bigteethyouhave @Frdmlvr3691 @DaniTrump2020 @TommyD07868371 @donnnie @ShellyRKirchoff @akuscg @PalusoSonny @SpongebobBirth @TheDaveWeinbaum @BC_Missy @victoria_roark @NathanBronson7 @Silver_Strike @skeeduu @PridgeWessea @NatForTrump2024 @Jetson77 @PhilipEMSkinne1 @newsjunky2 @Kittie_Svengali @SaveThe_Ukraine @sd_usn @JoeBro20802650 @CunningMarshal @PeterBartholo14 @SuP3rK @NanetteDonnelly @VinceGottalotta @mmEyeNewMe @chriscr66024638 @RushvilleRockit @Sembrouthes @giddy_bunny @RonVarney3 @jeff77531528 @Emma34770971 @ItsBT50 @cbessex @CapJ2021 @gurleysgrl @GinniaDivinia It’s not safe in Tijuana. Very high crime, murders and kidnappings. 

I have 11 Mexican-American grandchildren, a Mexican SOL and a Mexican DIL.",2022-04-12 15:59:47.259526,1512963651308728321,2022-04-10 01:20:18+00:00,0,0,2,0,,,,SaveThe_Ukraine,134,Victoria Crime,Victoria
131,@passionmoon @Stephen_Andrew Drivers have not caused the social unrest and crime in Victoria. They are not responsible for destroying city parks. They do not arbitrarily close roads or eliminated access for disabled. October is coming soon.,2022-04-12 15:59:47.259526,1512922085827354626,2022-04-09 22:35:08+00:00,3,0,2,0,,,,gordonne279,28,Victoria Crime,Victoria
132,"Join us in one hour for our true crime deep dive!
Thomas Kelly was an 18 year old from Sydney Australia who was victim to a random on-punch assault as he walked down Victoria Street in Kings Cross, on July 7th. He would never wake up from the attack. Link in replies! https://t.co/SYSLlUJiMo",2022-04-12 15:59:47.259526,1512881293595394058,2022-04-09 19:53:03+00:00,1,0,15,0,,,,ZeraFoxGibbon,160,Victoria Crime,Victoria
133,"@donnnie @TommyD07868371 @Saggit95 @DaniTrump2020 @jerbear714 @Vickie627 @LadyOfTheOcean1 @ShellyRKirchoff @akuscg @gopisdirty @PalusoSonny @SpongebobBirth @TheDaveWeinbaum @BC_Missy @victoria_roark @Flattielover @NathanBronson7 @Silver_Strike @KsLiberal @Synyster63 @skeeduu @Bigteethyouhave @NatForTrump2024 @Jetson77 @PhilipEMSkinne1 @newsjunky2 @Frdmlvr3691 @Kittie_Svengali @SaveThe_Ukraine @sd_usn @JoeBro20802650 @CunningMarshal @PeterBartholo14 @SuP3rK @NanetteDonnelly @VinceGottalotta @mmEyeNewMe @chriscr66024638 @RushvilleRockit @Sembrouthes @giddy_bunny @RonVarney3 @jeff77531528 @Emma34770971 @ItsBT50 @cbessex @CapJ2021 @gurleysgrl @GinniaDivinia @Annie20554592 Remember folks, Hillary is a dementia ridden and close to death, but she’s also capable of running a worldwide crime organization and sex trafficking ring from a pizza parlor. 

Just like how Biden is weak but can still also single handedly stop a GWB SC nom from the Senate lol.",2022-04-12 15:59:47.259526,1512858938743541766,2022-04-09 18:24:13+00:00,3,0,2,0,,,,Covid_Stinks,161,Victoria Crime,Victoria
134,"(3)

beatrix sanchez
- 4th yr college
- bs nursing
- partner in crime ni maze sa bardagulan
- she likes possessive guys 

victoria ramirez

- 4th yr college
- bs nursing
- the straightforward sa grupo. social butterfly sa grupo.
- she likes sexy things https://t.co/cSdpdDidW6",2022-04-12 15:59:47.259526,1512806875905261570,2022-04-09 14:57:20+00:00,1,0,1,0,,,,Disgruntledddd,22,Victoria Crime,Victoria
135,@victoria_racing all i need to know is a pathological liar #morrisin morrison is in charge of an undemocratic crime gang aka the LNP-IPA-murdoch party.  morrisons LibNats have to go asap. Then Fed ICAC and RC into msm in Oz vital. morrison is a crook #auspol #ScottyThePathologicalLiar #PrayerRoom,2022-04-12 15:59:47.259526,1512723498497560577,2022-04-09 09:26:01+00:00,1,0,2,1,,,,MoCoArrests,105,Victoria Crime,Victoria
136,"@KsLiberal @Synyster63 @JeffPJohnson2 @donnnie @ShellyRKirchoff @akuscg @gopisdirty @PalusoSonny @SpongebobBirth @TheDaveWeinbaum @BC_Missy @victoria_roark @Flattielover @NathanBronson7 @Silver_Strike @skeeduu @PridgeWessea @Vickie627 @Bigteethyouhave @NatForTrump2024 @Jetson77 @PhilipEMSkinne1 @newsjunky2 @LadyOfTheOcean1 @Frdmlvr3691 @Kittie_Svengali @SaveThe_Ukraine @sd_usn @JoeBro20802650 @CunningMarshal @PeterBartholo14 @SuP3rK @NanetteDonnelly @VinceGottalotta @jerbear714 @mmEyeNewMe @chriscr66024638 @RushvilleRockit @Sembrouthes @giddy_bunny @RonVarney3 @jeff77531528 @Emma34770971 @ItsBT50 @cbessex @CapJ2021 @gurleysgrl @GinniaDivinia @Annie20554592 @BernFost1 Obstruction of Justice in an investigation of a crime that did not exist… Wait, it wasn’t a criminal nap investigation…",2022-04-12 15:59:47.259526,1512720528691404800,2022-04-09 09:14:13+00:00,1,0,2,0,,,,JeffPJohnson2,3,Victoria Crime,Victoria
137,"@Flattielover @Vickie627 @jerbear714 @KsLiberal @Frdmlvr3691 @mmEyeNewMe @TommyD07868371 @donnnie @LadyOfTheOcean1 @Saggit95 @ShellyRKirchoff @akuscg @gopisdirty @PalusoSonny @SpongebobBirth @TheDaveWeinbaum @BC_Missy @victoria_roark @NathanBronson7 @Silver_Strike @Synyster63 @skeeduu @PridgeWessea @Bigteethyouhave @NatForTrump2024 @Jetson77 @PhilipEMSkinne1 @newsjunky2 @Kittie_Svengali @sd_usn @JoeBro20802650 @CunningMarshal @PeterBartholo14 @SuP3rK @NanetteDonnelly @VinceGottalotta @chriscr66024638 @RushvilleRockit @Sembrouthes @giddy_bunny @RonVarney3 @jeff77531528 @Emma34770971 @ItsBT50 @cbessex @CapJ2021 @gurleysgrl @GinniaDivinia @Annie20554592 @BernFost1 Most definitely if Lawmakers determine 
The crime committed should be denied bail.
Quit😢over Trump
Supporters all arrested
Are adults and knew they were breaking laws. Trump His 👪 and Enablers will to be charged. Most time sentenced so far 63 months.
https://t.co/NbzUebeizk",2022-04-12 15:59:47.259526,1512707434170757125,2022-04-09 08:22:11+00:00,0,0,2,1,,,,DonnaPe07223067,5,Victoria Crime,Victoria
138,"@CliffordHayesMP @VictoriaPolice Not just murderers, but anyone accused of a crime can simply refuse to cooperate with Victoria police and the matter will be dropped. The precedent has been set.",2022-04-12 15:59:47.259526,1512702202389069826,2022-04-09 08:01:24+00:00,0,0,0,0,,,,10NewsFirstMelb,70470,Victoria Crime,Victoria
139,@bizarrobrain Completely forgetting the moms across America shopping with their kiddos in Victoria's Secret at every mall throughout the 80s-90s. But that was not damaging... looking like Conan the Barbarian or McGruff the Crime Dog is what'll mess up those kids. Because gayz. Very smart. https://t.co/8ZoaXZnvm6,2022-04-12 15:59:47.259526,1512656254623170561,2022-04-09 04:58:49+00:00,1,0,2,0,,,,BCHOMEHUNTER,2562,Victoria Crime,Victoria
140,"Stephen, can you talk about Crime &amp; Disorder in Victoria, &amp; your stance on this. Maybe you can “pop in” to CFAX? Adam could ask you questions about your platform? … &amp; then you two can contract that with the ABYSMAL JOB done by the current Clowncil @Stephen_Andrew",2022-04-12 15:59:47.259526,1512635317957718018,2022-04-09 03:35:37+00:00,1,0,1,0,,,,lizzirfren,1,Victoria Crime,Victoria
141,@Voice4Victoria Obstruction of justice is in itself a crime. They all should have been hauled to the cop shop and charged one way or the other. Cooperate on the investigation or be charged for obstruction of justice. I guess corruption runs deep in Victoria. 🤦‍♀️,2022-04-12 15:59:47.259526,1512613317600169989,2022-04-09 02:08:12+00:00,0,0,1,1,,,,WYP_LeedsWest,3695,Victoria Crime,Victoria
142,"VICTORIA – A 42-year-old Victoria man was arrested April 7on a warrant charging him with prostitution or other for pay or soliciting a person younger than 18 years old, accord to arrest records. https://t.co/e00iLSD5O6",2022-04-12 15:59:47.259526,1512611276622606340,2022-04-09 02:00:05+00:00,0,0,0,0,,,,MJB24681,53,Victoria Crime,Victoria
143,"VICTORIA CELESTE COOPER WAS BOOKED INTO THE MONTGOMERY COUNTY JAIL IN #ClarksvilleTN ON 2022-04-04 ON CHARGES INCLUDING: DOMESTIC ASSAULT #ClarksvilleArrests
https://t.co/kMUWeUFi8o https://t.co/mHWkUYjF1Z",2022-04-12 15:59:47.259526,1512596919293558790,2022-04-09 01:03:02+00:00,0,0,0,0,,,,406mama,1853,Victoria Crime,Victoria
144,"@KsLiberal @TommyD07868371 @Synyster63 @JeffPJohnson2 @donnnie @ShellyRKirchoff @akuscg @gopisdirty @PalusoSonny @SpongebobBirth @TheDaveWeinbaum @BC_Missy @victoria_roark @Flattielover @NathanBronson7 @Silver_Strike @skeeduu @PridgeWessea @Vickie627 @Bigteethyouhave @NatForTrump2024 @Jetson77 @PhilipEMSkinne1 @newsjunky2 @LadyOfTheOcean1 @Frdmlvr3691 @Kittie_Svengali @SaveThe_Ukraine @sd_usn @JoeBro20802650 @CunningMarshal @PeterBartholo14 @SuP3rK @NanetteDonnelly @jerbear714 @mmEyeNewMe @chriscr66024638 @RushvilleRockit @Sembrouthes @giddy_bunny @RonVarney3 @jeff77531528 @Emma34770971 @ItsBT50 @cbessex @CapJ2021 @gurleysgrl @GinniaDivinia @Annie20554592 @BernFost1 That’s absolutely what the report says.

Because it fails to establish that any crime was committed.

You’re not presume to guilty and tell Robert Mueller says otherwise.

Mueller came up zero. He sucks dog",2022-04-12 15:59:47.259526,1512584883327193089,2022-04-09 00:15:13+00:00,1,0,3,0,,,,AbbayGebre,3,Victoria Crime,Victoria
145,"@TommyD07868371 @donnnie @ShellyRKirchoff @akuscg @gopisdirty @PalusoSonny @SpongebobBirth @TheDaveWeinbaum @BC_Missy @victoria_roark @Flattielover @NathanBronson7 @Silver_Strike @KsLiberal @Synyster63 @skeeduu @PridgeWessea @Vickie627 @Bigteethyouhave @NatForTrump2024 @Jetson77 @PhilipEMSkinne1 @newsjunky2 @LadyOfTheOcean1 @Frdmlvr3691 @Kittie_Svengali @SaveThe_Ukraine @sd_usn @JoeBro20802650 @CunningMarshal @PeterBartholo14 @SuP3rK @NanetteDonnelly @VinceGottalotta @jerbear714 @mmEyeNewMe @chriscr66024638 @RushvilleRockit @Sembrouthes @giddy_bunny @RonVarney3 @jeff77531528 @Emma34770971 @ItsBT50 @cbessex @CapJ2021 @gurleysgrl @GinniaDivinia @Annie20554592 @BernFost1 Yeah, figured you didn't read it. I'm just waiting for the Russian collusion hoax BS because Manafort taking Cambridge analytica data to Russian assets isn't fucking collusion. Oh, collusion isn't a crime. You people are dumb as fucking hell.",2022-04-12 15:59:47.259526,1512575019657932800,2022-04-08 23:36:01+00:00,4,0,0,0,,,,FarmerFoghorn,44,Victoria Crime,Victoria
146,"@rachelbaxendale @damonTheOz @VictoriaPolice Corrupt Victorian Police. Everyone in Victoria should not cooperate or agree to interviews for absolutely anything. Commit a crime and get caught? Easy, just don't cooperate or talk to the police. Nothing can then happen as they have set the precedent",2022-04-12 15:59:47.259526,1512569351798341637,2022-04-08 23:13:30+00:00,0,0,0,0,,,,Martin_Fintrail,46,Victoria Crime,Victoria
147,Victoria Police urge anyone who witnessed the crash to contact Crime Stoppers.,2022-04-12 15:59:47.259526,1512567372200443905,2022-04-08 23:05:38+00:00,0,0,2,2,,,,Mkulima_Bora,3772,Victoria Crime,Victoria
148,"@CherylZiola Vancouver, Victoria &amp; BC’s far left woke politicians &amp; bureaucrats, activist judges et al all channeling eerily similar ideological policies etc. as their west coast U.S. counterparts. Research crime/issues in Seattle, Portland, San Francisco, Los Angeles &amp; DA’s/governors/mayors.",2022-04-12 15:59:47.259526,1512506135114264576,2022-04-08 19:02:18+00:00,1,0,3,0,,,,Ntman2000,91,Victoria Crime,Victoria
149,@brokenjustice12 @victoria_gb1234 This false accusation hysteria doe smore harm to actual victims than anything else. False accusations for any crime are already illegal.,2022-04-12 15:59:47.259526,1512451499598753793,2022-04-08 15:25:12+00:00,0,0,0,0,,,,3bsBruce,504,Victoria Crime,Victoria
150,"Thank you to all those who visited our Crime Prevention stall at Owlcotes this morning. 

Don't worry if you missed us, we'll be at Queens Park (junction of Cemetery/Victoria road), between 9am and 12pm Monday 11th April. We'll also be providing bike marking!",2022-04-12 15:59:47.259526,1512446991783141376,2022-04-08 15:07:17+00:00,1,0,2,1,,,,jcartercruz,64,Victoria Crime,Victoria
151,@Crt4Me @VinceGottalotta @Jetson77 @IZMKS44 @Vickie627 @ShellyRKirchoff @KsLiberal @Bigteethyouhave @Silver_Strike @Synyster63 @skeeduu @TommyD07868371 @PridgeWessea @akuscg @NathanBronson7 @victoria_roark @NatForTrump2024 @SpongebobBirth @PhilipEMSkinne1 @newsjunky2 @LadyOfTheOcean1 @PalusoSonny @Frdmlvr3691 @Kittie_Svengali @SaveThe_Ukraine @sd_usn @JoeBro20802650 @CunningMarshal @Flattielover @PeterBartholo14 @SuP3rK @NanetteDonnelly @jerbear714 @mmEyeNewMe @chriscr66024638 @RushvilleRockit @Sembrouthes @giddy_bunny @RonVarney3 @jeff77531528 @Emma34770971 @ItsBT50 @cbessex @CapJ2021 @gurleysgrl @GinniaDivinia @gopisdirty @Annie20554592 @BC_Missy @BernFost1 Did you read anything about the law? Was this charged as a hate crime?,2022-04-12 15:59:47.259526,1512438213381697538,2022-04-08 14:32:24+00:00,0,0,0,0,,,,Ducky_Egg,237,Victoria Crime,Victoria
152,Geelong man charged after allegedly performing a sexual act in front of a sleeping woman | https://t.co/9BEddWP3tO — Australia’s leading news site https://t.co/AXx4UkIgKg,2022-04-12 15:59:47.259526,1512409622723719168,2022-04-08 12:38:47+00:00,0,0,0,0,,,,CrimeStopperVic,5921,Victoria Crime,Victoria
153,"Regulated Taxi Services in Victoria is in the brink of collapse, as Uber is devouring all the avenues through deception and false information. Melbourne Airport Management, the worst management in the world, is committing a high level of crime by forcing passengers to take Uber.",2022-04-12 15:59:47.259526,1512398888967499786,2022-04-08 11:56:08+00:00,0,0,0,0,,,,ClaraRo55,1853,Victoria Crime,Victoria
154,"@_davidlimbrick If VicPol are on it, you can bet nobody will be charged if the crime was perpetrated against a conservative MP.  Victoria police would have to be the most politically corrupt organisation in Australia.",2022-04-12 15:59:47.259526,1512393592907522050,2022-04-08 11:35:06+00:00,0,0,0,0,,,,NewsTrail_India,256,Victoria Crime,Victoria
