,text,scrape_time,tweet_id,created_at,reply_count,quote_count,like_count,retweet_count,geo_full_name,geo_id,geo_bbox,tweet_coordinate,username,num_followers,search_keywords,search_neighbourhood
11,"@SpongebobBirth @Flattielover @LadyOfTheOcean1 @Vickie627 @KsLiberal @Synyster63 @Bigteethyouhave @Frdmlvr3691 @DaniTrump2020 @TommyD07868371 @Saggit95 @donnnie @ShellyRKirchoff @akuscg @gopisdirty @PalusoSonny @TheDaveWeinbaum @BC_Missy @victoria_roark @NathanBronson7 @Silver_Strike @skeeduu @PridgeWessea @NatForTrump2024 @Jetson77 @PhilipEMSkinne1 @newsjunky2 @Kittie_Svengali @SaveThe_Ukraine @sd_usn @JoeBro20802650 @CunningMarshal @PeterBartholo14 @SuP3rK @NanetteDonnelly @VinceGottalotta @mmEyeNewMe @chriscr66024638 @RushvilleRockit @Sembrouthes @giddy_bunny @RonVarney3 @jeff77531528 @Emma34770971 @ItsBT50 @cbessex @CapJ2021 @gurleysgrl @GinniaDivinia @Annie20554592 They are flooding into our country, and they are either working American jobs or living off the taxpayers. Have you ever seen a homeless illegal alien? Have you ever been to a community hospital ER?  https://t.co/kTsU31akKF",2022-04-13 15:03:16.263686,1513574164057280512,2022-04-11 17:46:16+00:00,1,0,2,0,,,,,jerbear714,899,Victoria Homeless,Victoria
12,"@KsLiberal @gopisdirty @TommyD07868371 @LadyOfTheOcean1 @Synyster63 @ShellyRKirchoff @PridgeWessea @Silver_Strike @Saggit95 @Vickie627 @Flattielover @Bigteethyouhave @Frdmlvr3691 @DaniTrump2020 @donnnie @akuscg @PalusoSonny @SpongebobBirth @TheDaveWeinbaum @BC_Missy @victoria_roark @NathanBronson7 @skeeduu @NatForTrump2024 @Jetson77 @PhilipEMSkinne1 @newsjunky2 @Kittie_Svengali @SaveThe_Ukraine @sd_usn @JoeBro20802650 @CunningMarshal @PeterBartholo14 @SuP3rK @NanetteDonnelly @VinceGottalotta @mmEyeNewMe @chriscr66024638 @RushvilleRockit @Sembrouthes @giddy_bunny @RonVarney3 @jeff77531528 @Emma34770971 @ItsBT50 @cbessex @CapJ2021 @gurleysgrl @GinniaDivinia @Annie20554592 The case I'm making is they are flooding over here, and they are either working American jobs or living off the taxpayers. Have you ever seen a homeless illegal alien? Have you ever thought about why? Have you ever been to a community hospital ER? https://t.co/kTsU31akKF",2022-04-13 15:03:16.263686,1513298762009124864,2022-04-10 23:31:55+00:00,1,0,1,0,,,,,HatedByBCgovt,20,Victoria Homeless,Victoria
13,@HomeForHope @BurnsideGorge I am #homeowner #widow in @saanich had my in trust privateproperty stolen https://t.co/KX9QNPdFag by @cibc @BCProvCourt @David_eby every dime embezzled by @bcndp now #extremepoverty homeless/forced into prostitution. 1st act of #genocide against family/son https://t.co/u7LPS12QS0,2022-04-13 15:03:16.263686,1513216985059913730,2022-04-10 18:06:58+00:00,0,0,0,0,,,,,brightsider123,12508,Victoria Homeless,Victoria
14,"Had loads of yellow sticker mushrooms and a yellow sticker beef joint - so today the homeless couple ate Beef and Mushroom Stroganoff, with rice…followed by gluten free (yellow sticker) Victoria sponge and custard.  In these shitty times it makes me happy I can do a tiny bit 1/2",2022-04-13 15:03:16.263686,1513201687476981762,2022-04-10 17:06:10+00:00,1,0,9,0,,,,,EndZonerBoner,262,Victoria Homeless,Victoria
15,"@george_pattons @gopisdirty @PeterBartholo14 @DaniTrump2020 @Randomwatcher51 @Bad_Boy_Jesus @Mountain_Buddy @jerbear714 @Vickie627 @LadyOfTheOcean1 @fukit32 @Bigteethyouhave @PridgeWessea @Flattielover @akuscg @Synyster63 @KsLiberal @Frdmlvr3691 @TommyD07868371 @Saggit95 @donnnie @ShellyRKirchoff @PalusoSonny @SpongebobBirth @TheDaveWeinbaum @BC_Missy @victoria_roark @NathanBronson7 @Silver_Strike @skeeduu @NatForTrump2024 @Jetson77 @PhilipEMSkinne1 @newsjunky2 @Kittie_Svengali @SaveThe_Ukraine @sd_usn @JoeBro20802650 @CunningMarshal @SuP3rK @NanetteDonnelly @VinceGottalotta @mmEyeNewMe @chriscr66024638 @RushvilleRockit @Sembrouthes @giddy_bunny @RonVarney3 @jeff77531528 @Emma34770971 Taxes
Criminals released 
Crime wave
Hunter
Covid deaths skyrocket
Homeless population growing
The red tsunami",2022-04-13 15:03:16.263686,1513164066654765062,2022-04-10 14:36:41+00:00,2,0,2,1,,,,,victoriacitro,3731,Victoria Homeless,Victoria
16,"Meanwhile in victoria’s  momo world 🌎 
Homeless diary in Europe!
My friend is sleeping and I don’t have the keys 🔑 waiting  for a miracle and she woke up soon  7 am local time 
Sunday fun day #NFTCommmunity https://t.co/lo2jJyicac",2022-04-13 15:03:16.263686,1513070799359561728,2022-04-10 08:26:04+00:00,1,0,2,0,,,,,DaniTrump2020,6643,Victoria Homeless,Victoria
17,@PridgeWessea @Bigteethyouhave @EndZonerBoner @LadyOfTheOcean1 @fukit32 @Flattielover @akuscg @Synyster63 @KsLiberal @Frdmlvr3691 @TommyD07868371 @Saggit95 @jerbear714 @Vickie627 @donnnie @ShellyRKirchoff @gopisdirty @PalusoSonny @SpongebobBirth @TheDaveWeinbaum @BC_Missy @victoria_roark @NathanBronson7 @Silver_Strike @skeeduu @NatForTrump2024 @Jetson77 @PhilipEMSkinne1 @newsjunky2 @Kittie_Svengali @SaveThe_Ukraine @sd_usn @JoeBro20802650 @CunningMarshal @PeterBartholo14 @SuP3rK @NanetteDonnelly @VinceGottalotta @mmEyeNewMe @chriscr66024638 @RushvilleRockit @Sembrouthes @giddy_bunny @RonVarney3 @jeff77531528 @Emma34770971 @ItsBT50 @cbessex @CapJ2021 @gurleysgrl Actually go see Elon Musks account. He's asking if they should convert the Twitter HQ in SF for thr Homeless.,2022-04-13 15:03:16.263686,1512997204100894721,2022-04-10 03:33:38+00:00,2,0,2,0,,,,,CharlesBodi,722,Victoria Homeless,Victoria
18,"Great news

I scored a perfect 10.0 on Twitter today

I defended BIPOC, advocated for the homeless, made our community better, school #brWOKEn idiots, educated the Bicycle Lobby and blocked Together Victoria trolls https://t.co/z0YGPvElDA",2022-04-13 15:03:16.263686,1512994372270243840,2022-04-10 03:22:23+00:00,1,0,9,0,,,,,Vickie627,6123,Victoria Homeless,Victoria
19,@EndZonerBoner @LadyOfTheOcean1 @Flattielover @DaniTrump2020 @Synyster63 @KsLiberal @Bigteethyouhave @Frdmlvr3691 @TommyD07868371 @Saggit95 @jerbear714 @donnnie @ShellyRKirchoff @akuscg @gopisdirty @PalusoSonny @SpongebobBirth @TheDaveWeinbaum @BC_Missy @victoria_roark @NathanBronson7 @Silver_Strike @skeeduu @PridgeWessea @NatForTrump2024 @Jetson77 @PhilipEMSkinne1 @newsjunky2 @Kittie_Svengali @SaveThe_Ukraine @sd_usn @JoeBro20802650 @CunningMarshal @PeterBartholo14 @SuP3rK @NanetteDonnelly @VinceGottalotta @mmEyeNewMe @chriscr66024638 @RushvilleRockit @Sembrouthes @giddy_bunny @RonVarney3 @jeff77531528 @Emma34770971 @ItsBT50 @cbessex @CapJ2021 @gurleysgrl @GinniaDivinia Yes it is hateful. They’re being treated very badly in Tijuana. They are homeless in Tijuana,2022-04-13 15:03:16.263686,1512985418043564034,2022-04-10 02:46:48+00:00,1,0,1,0,,,,,PridgeWessea,1473,Victoria Homeless,Victoria
20,"@Vickie627 @LadyOfTheOcean1 @Flattielover @DaniTrump2020 @Synyster63 @KsLiberal @Bigteethyouhave @Frdmlvr3691 @TommyD07868371 @Saggit95 @jerbear714 @donnnie @ShellyRKirchoff @akuscg @gopisdirty @PalusoSonny @SpongebobBirth @TheDaveWeinbaum @BC_Missy @victoria_roark @NathanBronson7 @Silver_Strike @skeeduu @PridgeWessea @NatForTrump2024 @Jetson77 @PhilipEMSkinne1 @newsjunky2 @Kittie_Svengali @SaveThe_Ukraine @sd_usn @JoeBro20802650 @CunningMarshal @PeterBartholo14 @SuP3rK @NanetteDonnelly @VinceGottalotta @mmEyeNewMe @chriscr66024638 @RushvilleRockit @Sembrouthes @giddy_bunny @RonVarney3 @jeff77531528 @Emma34770971 @ItsBT50 @cbessex @CapJ2021 @gurleysgrl @GinniaDivinia No, it's not hateful, when you see what happens to them here. Compassion isn't taking someone in so they can be mistreated, homeless, and used by people at the day labor corral. It's actually more cruel.",2022-04-13 15:03:16.263686,1512976217716236303,2022-04-10 02:10:14+00:00,2,0,1,1,,,,,GFenburn,6,Victoria Homeless,Victoria
21,@EndZonerBoner @LadyOfTheOcean1 @Flattielover @DaniTrump2020 @Synyster63 @KsLiberal @Bigteethyouhave @Frdmlvr3691 @TommyD07868371 @Saggit95 @jerbear714 @Vickie627 @donnnie @ShellyRKirchoff @akuscg @gopisdirty @PalusoSonny @SpongebobBirth @TheDaveWeinbaum @BC_Missy @victoria_roark @NathanBronson7 @Silver_Strike @skeeduu @NatForTrump2024 @Jetson77 @PhilipEMSkinne1 @newsjunky2 @Kittie_Svengali @SaveThe_Ukraine @sd_usn @JoeBro20802650 @CunningMarshal @PeterBartholo14 @SuP3rK @NanetteDonnelly @VinceGottalotta @mmEyeNewMe @chriscr66024638 @RushvilleRockit @Sembrouthes @giddy_bunny @RonVarney3 @jeff77531528 @Emma34770971 @ItsBT50 @cbessex @CapJ2021 @gurleysgrl @GinniaDivinia But you don’t do about the homeless anyway except bitch that they’re there.,2022-04-13 15:03:16.263686,1512970727770636290,2022-04-10 01:48:25+00:00,1,0,0,0,,,,,Andrewj60215382,3,Victoria Homeless,Victoria
22,"@Vickie627 @LadyOfTheOcean1 @Flattielover @DaniTrump2020 @Synyster63 @KsLiberal @Bigteethyouhave @Frdmlvr3691 @TommyD07868371 @Saggit95 @jerbear714 @donnnie @ShellyRKirchoff @akuscg @gopisdirty @PalusoSonny @SpongebobBirth @TheDaveWeinbaum @BC_Missy @victoria_roark @NathanBronson7 @Silver_Strike @skeeduu @PridgeWessea @NatForTrump2024 @Jetson77 @PhilipEMSkinne1 @newsjunky2 @Kittie_Svengali @SaveThe_Ukraine @sd_usn @JoeBro20802650 @CunningMarshal @PeterBartholo14 @SuP3rK @NanetteDonnelly @VinceGottalotta @mmEyeNewMe @chriscr66024638 @RushvilleRockit @Sembrouthes @giddy_bunny @RonVarney3 @jeff77531528 @Emma34770971 @ItsBT50 @cbessex @CapJ2021 @gurleysgrl @GinniaDivinia Interesting that you say that. 

I'm not right-wing. I just left the left, like many are doing every day lately. 

You're more into the cruelty of being in a strange land and homeless, with no support...in colder temps than they're used to, getting ripped off at day labor. 👍",2022-04-13 15:03:16.263686,1512967458633658372,2022-04-10 01:35:26+00:00,3,0,2,1,,,,,niMUSHIN,1858,Victoria Homeless,Victoria
23,"@Flattielover @PridgeWessea @VinceGottalotta @KsLiberal @Synyster63 @LadyOfTheOcean1 @Bigteethyouhave @Frdmlvr3691 @TommyD07868371 @Saggit95 @jerbear714 @Vickie627 @donnnie @ShellyRKirchoff @akuscg @gopisdirty @PalusoSonny @SpongebobBirth @TheDaveWeinbaum @BC_Missy @victoria_roark @NathanBronson7 @Silver_Strike @skeeduu @NatForTrump2024 @Jetson77 @PhilipEMSkinne1 @newsjunky2 @Kittie_Svengali @SaveThe_Ukraine @sd_usn @JoeBro20802650 @CunningMarshal @PeterBartholo14 @SuP3rK @NanetteDonnelly @mmEyeNewMe @chriscr66024638 @RushvilleRockit @Sembrouthes @giddy_bunny @RonVarney3 @jeff77531528 @Emma34770971 @ItsBT50 @cbessex @CapJ2021 @gurleysgrl @GinniaDivinia @Annie20554592 I know. If we could I'd be happy to take in everyone who wants to be here. But I don't want homeless, starving, illness being ignored, all the horror we already have. It's like going to dinner. If you plan on 4 people and 40 show up. You're all going to lose.",2022-04-13 15:03:16.263686,1512963148789293061,2022-04-10 01:18:18+00:00,0,0,1,0,,,,,Covid_Stinks,161,Victoria Homeless,Victoria
24,"@PridgeWessea @VinceGottalotta @KsLiberal @Synyster63 @Flattielover @LadyOfTheOcean1 @Bigteethyouhave @Frdmlvr3691 @TommyD07868371 @Saggit95 @jerbear714 @Vickie627 @donnnie @ShellyRKirchoff @akuscg @gopisdirty @PalusoSonny @SpongebobBirth @TheDaveWeinbaum @BC_Missy @victoria_roark @NathanBronson7 @Silver_Strike @skeeduu @NatForTrump2024 @Jetson77 @PhilipEMSkinne1 @newsjunky2 @Kittie_Svengali @SaveThe_Ukraine @sd_usn @JoeBro20802650 @CunningMarshal @PeterBartholo14 @SuP3rK @NanetteDonnelly @mmEyeNewMe @chriscr66024638 @RushvilleRockit @Sembrouthes @giddy_bunny @RonVarney3 @jeff77531528 @Emma34770971 @ItsBT50 @cbessex @CapJ2021 @gurleysgrl @GinniaDivinia @Annie20554592 That's the thing. We don't want to outraged. We want our homeless off the streets, every person here properly taken care of, young to old. THEN figure out how many we can handle to properly care for. Is that really a bad thing?",2022-04-13 15:03:16.263686,1512961204813238274,2022-04-10 01:10:35+00:00,1,0,2,0,,,,,EpilepsyRUK,14026,Victoria Homeless,Victoria
25,"@LadyOfTheOcean1 @Vickie627 @Flattielover @DaniTrump2020 @Synyster63 @KsLiberal @Bigteethyouhave @Frdmlvr3691 @TommyD07868371 @Saggit95 @jerbear714 @donnnie @ShellyRKirchoff @akuscg @gopisdirty @PalusoSonny @SpongebobBirth @TheDaveWeinbaum @BC_Missy @victoria_roark @NathanBronson7 @Silver_Strike @skeeduu @PridgeWessea @NatForTrump2024 @Jetson77 @PhilipEMSkinne1 @newsjunky2 @Kittie_Svengali @SaveThe_Ukraine @sd_usn @JoeBro20802650 @CunningMarshal @PeterBartholo14 @SuP3rK @NanetteDonnelly @VinceGottalotta @mmEyeNewMe @chriscr66024638 @RushvilleRockit @Sembrouthes @giddy_bunny @RonVarney3 @jeff77531528 @Emma34770971 @ItsBT50 @cbessex @CapJ2021 @gurleysgrl @GinniaDivinia The homeless illegals around here are suffering. It's not like every one of them has a family to stay with here. Then the homeless sweeps happen and their belongings are taken for sanitary reasons, and they're given a ticket that they can't pay.",2022-04-13 15:03:16.263686,1512926357948612610,2022-04-09 22:52:07+00:00,0,1,3,0,,,,,ShellyRKirchoff,17945,Victoria Homeless,Victoria
26,"@LadyOfTheOcean1 @Flattielover @Synyster63 @KsLiberal @Bigteethyouhave @Frdmlvr3691 @DaniTrump2020 @TommyD07868371 @Saggit95 @jerbear714 @Vickie627 @donnnie @ShellyRKirchoff @akuscg @gopisdirty @PalusoSonny @SpongebobBirth @TheDaveWeinbaum @BC_Missy @victoria_roark @NathanBronson7 @Silver_Strike @skeeduu @PridgeWessea @NatForTrump2024 @Jetson77 @PhilipEMSkinne1 @newsjunky2 @Kittie_Svengali @SaveThe_Ukraine @sd_usn @JoeBro20802650 @CunningMarshal @PeterBartholo14 @SuP3rK @NanetteDonnelly @VinceGottalotta @mmEyeNewMe @chriscr66024638 @RushvilleRockit @Sembrouthes @giddy_bunny @RonVarney3 @jeff77531528 @Emma34770971 @ItsBT50 @cbessex @CapJ2021 @gurleysgrl @GinniaDivinia Jen Psaki has already confirmed the phones. It's only a matter of time before the rest comes out. 

We have plenty of workers. We need the jobs and pipeline opened back up.

It's more cruel to have them homeless here, where they don't know anyone at all.",2022-04-13 15:03:16.263686,1512921806923042821,2022-04-09 22:34:02+00:00,1,0,3,1,,,,,Silver_Strike,323,Victoria Homeless,Victoria
27,"@LadyOfTheOcean1 @Flattielover @DaniTrump2020 @Synyster63 @KsLiberal @Bigteethyouhave @Frdmlvr3691 @TommyD07868371 @Saggit95 @jerbear714 @Vickie627 @donnnie @ShellyRKirchoff @akuscg @gopisdirty @PalusoSonny @SpongebobBirth @TheDaveWeinbaum @BC_Missy @victoria_roark @NathanBronson7 @Silver_Strike @skeeduu @PridgeWessea @NatForTrump2024 @Jetson77 @PhilipEMSkinne1 @newsjunky2 @Kittie_Svengali @SaveThe_Ukraine @sd_usn @JoeBro20802650 @CunningMarshal @PeterBartholo14 @SuP3rK @NanetteDonnelly @VinceGottalotta @mmEyeNewMe @chriscr66024638 @RushvilleRockit @Sembrouthes @giddy_bunny @RonVarney3 @jeff77531528 @Emma34770971 @ItsBT50 @cbessex @CapJ2021 @gurleysgrl @GinniaDivinia Sorry, people should remain in Mexico until they have gone through the process. Charity begins at home, and we have too many who are struggling and homeless.

I'm amazed at how many Hispanic homeless are in a city nearby. Many illegals who come here end up that way.",2022-04-13 15:03:16.263686,1512919518477271040,2022-04-09 22:24:56+00:00,5,0,8,3,,,,,wendihouse22,790,Victoria Homeless,Victoria
28,@LadyOfTheOcean1 @Flattielover @Synyster63 @KsLiberal @Bigteethyouhave @Frdmlvr3691 @DaniTrump2020 @TommyD07868371 @Saggit95 @jerbear714 @Vickie627 @donnnie @ShellyRKirchoff @akuscg @gopisdirty @PalusoSonny @SpongebobBirth @TheDaveWeinbaum @BC_Missy @victoria_roark @NathanBronson7 @Silver_Strike @skeeduu @PridgeWessea @NatForTrump2024 @Jetson77 @PhilipEMSkinne1 @newsjunky2 @Kittie_Svengali @SaveThe_Ukraine @sd_usn @JoeBro20802650 @CunningMarshal @PeterBartholo14 @SuP3rK @NanetteDonnelly @VinceGottalotta @mmEyeNewMe @chriscr66024638 @RushvilleRockit @Sembrouthes @giddy_bunny @RonVarney3 @jeff77531528 @Emma34770971 @ItsBT50 @cbessex @CapJ2021 @gurleysgrl @GinniaDivinia The cruel part is allowing them to come here and have a free phone and a stipend while parks and underpasses and lakes and empty fields are filling up with the homeless.,2022-04-13 15:03:16.263686,1512908375364976648,2022-04-09 21:40:39+00:00,1,0,0,0,,,,,NanetteDonnelly,3457,Victoria Homeless,Victoria
29,@Laceybe52576557 @KtDales @coxey3492 @JClerides @JeanetteAshe @kennedystewart Queen Vic on 3rd is a couple of hundred meters from a supportive housing at 1st and Victoria and a homeless shelter.,2022-04-13 15:03:16.263686,1512832957358088192,2022-04-09 16:40:58+00:00,1,0,0,0,,,,,Adam_Stirling,9638,Victoria Homeless,Victoria
30,@RedParker44 @jerryteixeira I recognize that Victoria. In many cities in Canada the social services provide a stipend to the homeless. Last I know it was like $18 a week? Or that’s what it was in Ottawa.,2022-04-13 15:03:16.263686,1512776764421980160,2022-04-09 12:57:41+00:00,0,0,0,0,,,,,iceblueaccent,2397,Victoria Homeless,Victoria
31,"@SnoopDogg ""Victoria"" a homeless girl child, selling for 0.039ETH

https://t.co/47xtpUWE0A https://t.co/WmLyD7WcFY",2022-04-13 15:03:16.263686,1512716628512976900,2022-04-09 08:58:43+00:00,0,0,0,0,,,,,InfiNorth,187,Victoria Homeless,Victoria
32,"@Adam_Stirling It’s VERY believable, Adam. The Homeless Victoria crew were just waiting for decent weather … those who’re tenting now were (AGAIN) using us over the winter for free warm shelte … now that it’s warmer, they’ll be allowed to steal our Parks again … @Stephen_Andrew @TogetherVic",2022-04-13 15:03:16.263686,1512657283867557889,2022-04-09 05:02:54+00:00,0,0,1,0,,,,,therealhaitian1,1933,Victoria Homeless,Victoria
33,"Lucy and her husband organised a 'Ladies Night' raffle in memory of their beloved niece Victoria, who sadly passed away from epilepsy in 2019. They raised a brilliant £300 for Epilepsy Research UK and a Southampton voluntary group helping the homeless: https://t.co/UYV287lSPM https://t.co/s6Z6Uwqc07",2022-04-13 15:03:16.263686,1512420640044863488,2022-04-08 13:22:34+00:00,0,0,7,1,,,,,amywhitestripe,150,Victoria Homeless,Victoria
34,"@Silver_Strike @Flattielover @gopisdirty @VinceGottalotta @KsLiberal @jerbear714 @LadyOfTheOcean1 @Vickie627 @akuscg @SaveThe_Ukraine @Frdmlvr3691 @NathanBronson7 @MadeOnKrypton @NatForTrump2024 @PridgeWessea @newsjunky2 @Bigteethyouhave @PhilipEMSkinne1 @Jetson77 @skeeduu @Synyster63 @PalusoSonny @Kittie_Svengali @sd_usn @JoeBro20802650 @victoria_roark @NanetteDonnelly @mmEyeNewMe @RushvilleRockit @Sembrouthes @giddy_bunny @RonVarney3 @jeff77531528 @ItsBT50 @cbessex @CapJ2021 @gurleysgrl @GinniaDivinia @Annie20554592 @BC_Missy @BernFost1 @SpongebobBirth @WisePaxCat @IvankaTrump WTF are you talking about?

Is that what goes on with the homeless in your country?",2022-04-13 15:03:16.263686,1512397611688419330,2022-04-08 11:51:04+00:00,1,0,1,0,,,,,GenderReformist,8,Victoria Homeless,Victoria
35,New supports are coming to Victoria for people whose mental or physical challenges put them at highest risk of homelessness or eviction. Coming up at 7:11 we'll talk with a local services provider who says Complex-Care Housing won't reach those in greatest need.,2022-04-13 15:03:16.464279,1514241968716619776,2022-04-13 13:59:53+00:00,1,1,3,2,,,,,CBContheisland,14264,Victoria Homelessness,Victoria
36,"Dan Andrews wants to secure the Commonwealth Games bc it releases a brand new cash stream for kick backs &amp; sweet heart deals. Victoria needs more hospital beds, more ambulances &amp; less homelessness. It doesn’t need an extravagant waste of taxpayer dollars. #auspol #Labor #ausvotes https://t.co/6I2Lb4qrds",2022-04-13 15:03:16.464279,1514045978424508418,2022-04-13 01:01:05+00:00,0,0,1,0,,,,,australiantalk,408,Victoria Homelessness,Victoria
37,"Insights: Skilled regional regional workers can’t find a place to live and face homelessness, leaving communities with critical shortages.
https://t.co/BVuyey0KWg",2022-04-13 15:03:16.464279,1513686968693325824,2022-04-12 01:14:30+00:00,0,0,2,2,,,,,theweeklytimes,16433,Victoria Homelessness,Victoria
38,@CostaLaw Primary care access under the NDP govt has continued to deteriorate. The NDP continues to blame the previous Liberal govt for the problems with homelessness and the opioid crisis five years on. Lots of lip service but little concrete action. Victoria is a mess.,2022-04-13 15:03:16.464279,1513664339307544577,2022-04-11 23:44:35+00:00,1,0,2,1,,,,,kruselnicki,173,Victoria Homelessness,Victoria
39,Big news: I'm taking part the Vinnies CEO Sleepout to raise funds for people experiencing homelessness. Support me today to help thousands of Australians in need. https://t.co/EbTkE43077,2022-04-13 15:03:16.464279,1513643288489648134,2022-04-11 22:20:56+00:00,0,0,0,0,,,,,DavidhMarlow,1905,Victoria Homelessness,Victoria
40,"Since #Budget2022 has locked in mass homelessness in Greater Victoria (and all of Canada), we're going to have to figure out a new approach to how the public, biz, &amp; govts interact with people who live in public spaces. https://t.co/hkbm1vTnO7",2022-04-13 15:03:16.464279,1513548187193131008,2022-04-11 16:03:02+00:00,0,0,5,0,,,,,NicoleChaland,1103,Victoria Homelessness,Victoria
41,@katy_merrifield Agreed. Now why would you expect @GraceALore  to do better. We have a primary care crisis and urgent homelessness issues in Victoria and the silence is deafening from our MLA. It's hard to do better when urgent issues are ignored.,2022-04-13 15:03:16.464279,1513344221645836288,2022-04-11 02:32:33+00:00,0,0,0,0,,,,,drobwlldiad,5473,Victoria Homelessness,Victoria
