,g,text,scrape_time,tweet_id,created_at,username,search_keywords,relevant
193,6,"@RishiSunak @DominicRaab Is that the tightrope over the yawning chasm of economic chaos created by #ToryIncompetence ove the last 12 years ? The sunlit uplands of #brexit, the greed and hypocrisy, the venal money grabbing and straight out theft from the electorate ?",2022-08-15 11:07:06.383220,1557002672615690240,2022-08-09 13:55:39+00:00,tjc_wiltshire,(cecelia ravine park OR galloping goose OR kwakwaka’wakw OR oak bay OR rockland OR songhees walkway OR uplands) (burnside gorge neighbourhood association OR greater victoria acting together OR pacifica housing OR sooke homelessness coalition OR the victoria real estate board OR victoria family court OR complex care OR lived experience OR safe supply OR affordable housing OR drug use OR overdosed OR theft) lang:en -is:retweet,
194,6,"@JessicaVdV @L82be @tylerwatt90 Ironically, as more people are demoted from middle class to poverty, those left with wealth will have to pick up the tax slack. There's only whispers now but the shouting is about to begin. #cdnpoli #Toronto #Ottawa #bcpoli #onpoli #abpoli #yvr #yyj",2022-08-15 11:12:22.428098,1558810019780407296,2022-08-14 13:37:24+00:00,KenzenKarate,YYJ (aceh OR city of langford OR greater victoria housing society OR quadra village community centre OR tenant action group victoria OR town of view royal OR victoria native friendship centre OR couch surfing OR peer housing support OR subsidized housing OR camp OR evicition OR poverty OR unhoused) lang:en -is:retweet,
195,6,"Pacific Football Club is a Canadian professional football club based in Greater Victoria, British Columbia. The club competes in the Canadian Premier League, playing home games at Starlight Stadium in Langford https://t.co/EoBGWcD99K",2022-08-15 11:09:55.792804,1557703131420659712,2022-08-11 12:19:01+00:00,mirusiek1,Greater Victoria (anawim house OR cool aid society OR homelessness services association of bc OR rentsmart OR the cridge centre for the family OR umbrella society OR victoria ready OR encampment OR people with lived experience OR temporary shelter OR camping OR home OR social housing) lang:en -is:retweet,
196,6,"@JacqOrca Good to hear, we left in December and it’s like another world. Nobody talks about covid and certainly nobody cares if you are jabbed or not. Leave Victoria to the progressives, they can devour themselves in a cess pit of filth.",2022-08-15 11:10:51.070590,1557550434214379521,2022-08-11 02:12:16+00:00,sdcwr,Victoria (avi OR district of saanich OR literacy victoria OR rotary club of victoria OR the homeless ideas podcast OR vancouver island mental health society OR victoria women in need OR front line OR pit OR #povertypimps OR collusion OR homelessness OR social structure) lang:en -is:retweet,
197,6,"We load up and change houses, joyfully arrive to see friends. Climb a gorge trail together brilliant green waterfalls in fossil rock, a deer and three fawns. Settle into our next home, tour the farm, Helen wades into the pond to feed the koi. Horses, chickens. Pizza. Sleep.",2022-08-15 11:08:42.252623,1556974718754111489,2022-08-09 12:04:34+00:00,__The_Bride,(colwood OR harris green OR malahat OR pauquachin OR salt spring island OR the gorge OR view royal) (anawim house OR cool aid society OR homelessness services association of bc OR rentsmart OR the cridge centre for the family OR umbrella society OR victoria ready OR encampment OR people with lived experience OR temporary shelter OR camping OR home OR social housing) lang:en -is:retweet,
198,6,@69_scars Sidney you poor lost boy. How I wish you were here 😔🥀,2022-08-15 11:05:55.202694,1558184592460464128,2022-08-12 20:12:11+00:00,Susan19970359,"(beacon hill park OR fairfield-gonzales OR irving park OR north saanich OR rock bay OR sidney OR tseycum) (the aboriginal coalition to end homelessness OR city of colwood OR greater victoria coalition to end homelessness OR peers victoria resources society OR substance uvic OR vreb OR victoria harbour cats OR coordinated access ""and"" assessment OR low income OR service provider OR alcoholic OR evicted OR poor OR thief) lang:en -is:retweet",
199,6,OUR STREETS urges the @CityofVancouver to immediately roll back the decampment of the Hastings Street Tent City and halt the deployment of @VancouverPD as the decampment’s violent arm of enforcement. 10/10,2022-08-15 11:19:27.132912,1558175295647059968,2022-08-12 19:35:14+00:00,VANDUpeople,"(from:vandupeople OR from:vanislandhealth OR from:varcsvictoria OR from:vfamcourt OR from:viccoolaid) (boys ""and"" girls club south vanouver island OR foundry victoria OR our place society OR solid outreach OR the victoria foundation OR victoria chamber OR community plan to end homelessness OR health care OR reaching home OR affordable OR drugs OR overdose OR tent) lang:en -is:retweet",
200,6,"The Capital Regional Hospital District board has approved a capital bylaw authorizing $6.7 million in funding for health care minor capital and equipment projects in the region.
https://t.co/e5CZm2r9Zh",2022-08-15 11:20:12.102519,1557858780208975873,2022-08-11 22:37:31+00:00,VictoriaNews,"(from:victorianews OR from:victoriavisitor OR from:victoriaworkbc OR from:victoriawth OR from:vicyouthcouncil) (boys ""and"" girls club south vanouver island OR foundry victoria OR our place society OR solid outreach OR the victoria foundation OR victoria chamber OR community plan to end homelessness OR health care OR reaching home OR affordable OR drugs OR overdose OR tent) lang:en -is:retweet",
201,6,@EuanYours It's complex because just looking at what was done to Highlands and Islands could easily be described as colonialism; especially as it involved the destruction of an indigenous culture and theft of land. That's before we look at what the British state does to the working class.,2022-08-15 11:09:22.824477,1558879492675862528,2022-08-14 18:13:28+00:00,drgs100,(cook street village OR highlands OR metchosin OR point ellice park OR sc'ianew OR topaz park OR west shore) (burnside gorge neighbourhood association OR greater victoria acting together OR pacifica housing OR sooke homelessness coalition OR the victoria real estate board OR victoria family court OR complex care OR lived experience OR safe supply OR affordable housing OR drug use OR overdosed OR theft) lang:en -is:retweet,
202,6,"@conflictantiq The painting is described (in Arabic news) as one of the Weeping Woman series. One of these was stolen from the National Gallery of Victoria in a high-profile political art theft, but recovered on 19 August 1986. Given no one is showing the painting, I have doubts as to veracity.",2022-08-15 11:11:03.607730,1559166830933049344,2022-08-15 13:15:15+00:00,sauterne,Victoria (burnside gorge neighbourhood association OR greater victoria acting together OR pacifica housing OR sooke homelessness coalition OR the victoria real estate board OR victoria family court OR complex care OR lived experience OR safe supply OR affordable housing OR drug use OR overdosed OR theft) lang:en -is:retweet,
203,6,"@VictoriaOsteen Yes, Victoria you emphasize the easy, feel good parts of your “faith.” What about the sick and the poor? Does your mega mansion or jet benefit the poor or sick? I don’t expect an answer but I’m sure your wealth is the fulfillment of the prosperity preaching.",2022-08-15 11:10:34.731686,1558401886184677376,2022-08-13 10:35:38+00:00,reaIdeaIs,"Victoria (the aboriginal coalition to end homelessness OR city of colwood OR greater victoria coalition to end homelessness OR peers victoria resources society OR substance uvic OR vreb OR victoria harbour cats OR coordinated access ""and"" assessment OR low income OR service provider OR alcoholic OR evicted OR poor OR thief) lang:en -is:retweet",
204,6,Stephen Tarpley kicks and fires the first pitch of the ballgame to Anfernee Seymour and we are underway on an Angela's Pizza Friday as the Ducks return home and host the @dirtybirdscwv in the opener of a three-game weekend series from Fairfield Properties Ballpark! @AtlanticLg,2022-08-15 11:05:37.413016,1558220901333827584,2022-08-12 22:36:27+00:00,GiantAthletics,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (anawim house OR cool aid society OR homelessness services association of bc OR rentsmart OR the cridge centre for the family OR umbrella society OR victoria ready OR encampment OR people with lived experience OR temporary shelter OR camping OR home OR social housing) lang:en -is:retweet,
205,6,i kinda thought it would have been insane if they listened to josh’s pitch and evicted rohan but victoria ruined it 😔,2022-08-15 11:10:34.731686,1558290803147014146,2022-08-13 03:14:13+00:00,Pauleasterbroo5,"Victoria (the aboriginal coalition to end homelessness OR city of colwood OR greater victoria coalition to end homelessness OR peers victoria resources society OR substance uvic OR vreb OR victoria harbour cats OR coordinated access ""and"" assessment OR low income OR service provider OR alcoholic OR evicted OR poor OR thief) lang:en -is:retweet",
206,6,"$VSCO
 2022-08-10 09:00 ET 

Victoria’s Secret &amp; Co. Debuts ‘VS&amp;Co Essentials’ Program, Providing Over 1M Women in Need With Essential Undergarments by 2025 VS Service Company
https://t.co/CIyRrwJmlV",2022-08-15 11:10:51.161756,1557352842259824645,2022-08-10 13:07:06+00:00,quantisnow,Victoria (avi OR district of saanich OR literacy victoria OR rotary club of victoria OR the homeless ideas podcast OR vancouver island mental health society OR victoria women in need OR front line OR pit OR #povertypimps OR collusion OR homelessness OR social structure) lang:en -is:retweet,
207,6,@Gatwick_Airport long stay north car park. Full up areas driving round in circles waiting 20 mins for a bus.  Poor service and poor start!  Very unhelpful staff on phone!,2022-08-15 11:05:29.158109,1557192740785496064,2022-08-10 02:30:55+00:00,JamesMunden,"(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (the aboriginal coalition to end homelessness OR city of colwood OR greater victoria coalition to end homelessness OR peers victoria resources society OR substance uvic OR vreb OR victoria harbour cats OR coordinated access ""and"" assessment OR low income OR service provider OR alcoholic OR evicted OR poor OR thief) lang:en -is:retweet",
208,6,"The fabians actually hate the poor  

Even arch fab Beatrice Webb hated her own hubby Sidney. We she first met him she thought he was embarrassing, crude, and had delusions of grandeur well above his rough 

Then she married him",2022-08-15 11:05:55.202694,1557667968426835969,2022-08-11 09:59:18+00:00,44jinky44,"(beacon hill park OR fairfield-gonzales OR irving park OR north saanich OR rock bay OR sidney OR tseycum) (the aboriginal coalition to end homelessness OR city of colwood OR greater victoria coalition to end homelessness OR peers victoria resources society OR substance uvic OR vreb OR victoria harbour cats OR coordinated access ""and"" assessment OR low income OR service provider OR alcoholic OR evicted OR poor OR thief) lang:en -is:retweet",
209,6,"#JustListed This 4 🛏 4 🚿 turn-key home is perfectly nestled in the West Highlands neighborhood. Call today for a personal showing or join us for our #OpenHouse tomorrow, Saturday from 11am - 1pm. https://t.co/oWkGtnSGYE",2022-08-15 11:09:07.553647,1558235607771402241,2022-08-12 23:34:54+00:00,VicBuilders,(cook street village OR highlands OR metchosin OR point ellice park OR sc'ianew OR topaz park OR west shore) (anawim house OR cool aid society OR homelessness services association of bc OR rentsmart OR the cridge centre for the family OR umbrella society OR victoria ready OR encampment OR people with lived experience OR temporary shelter OR camping OR home OR social housing) lang:en -is:retweet,
